 SPU,layer,hbot,soilhz,add
              1050_G, 492, -24.60,staro17_85p_M01KV03 
              1050_G, 493, -24.65,staro17_85p_M01KV03 
              1050_G, 494, -24.70,staro17_85p_M01KV03 
              1050_G, 495, -24.75,staro17_85p_M01KV03 
              1050_G, 496, -24.80,staro17_85p_M01KV03 
              1050_G, 497, -24.85,staro17_85p_M01KV03 
              1050_G, 498, -24.90,staro17_85p_M01KV03 
              1050_G, 499, -24.95,staro17_85p_M01KV03 
              1050_G, 500, -25.00,staro17_85p_M01KV03 
              1050_G, 501, -25.05,staro17_85p_M01KV03 
              1050_G, 502, -25.10,staro17_85p_M01KV03 
              1050_G, 503, -25.15,staro17_85p_M01KV03 
              1050_G, 504, -25.20,staro17_85p_M01KV03 
              1050_G, 505, -25.25,staro17_85p_M01KV03 
              1050_G, 506, -25.30,staro17_85p_M01KV03 
              1050_G, 507, -25.35,staro17_85p_M01KV03 
              1050_G, 508, -25.40,staro17_85p_M01KV03 
              1050_G, 509, -25.45,staro17_85p_M01KV03 
              1050_G, 510, -25.50,staro17_85p_M01KV03 
              1050_G, 511, -25.55,staro17_85p_M01KV03 
              1050_G, 512, -25.60,staro17_85p_M01KV03 
              1050_G, 513, -25.65,staro17_85p_M01KV03 
              1050_G, 514, -25.70,staro17_85p_M01KV03 
              1050_G, 515, -25.75,staro17_85p_M01KV03 
              1050_G, 516, -25.80,staro17_85p_M01KV03 
              1050_G, 517, -25.85,staro17_85p_M01KV03 
              1050_G, 518, -25.90,staro17_85p_M01KV03 
              1050_G, 519, -25.95,staro17_85p_M01KV03 
              1050_G, 520, -26.00,staro17_85p_M01KV03 
              1050_G, 521, -26.05,staro17_85p_M01KV03 
              1050_G, 522, -26.10,staro17_85p_M01KV03 
              1050_G, 523, -26.15,staro17_85p_M01KV03 
              1050_G, 524, -26.20,staro17_85p_M01KV03 
              1050_G, 525, -26.25,staro17_85p_M01KV03 
              1050_G, 526, -26.30,staro17_85p_M01KV03 
              1050_G, 527, -26.35,staro17_85p_M01KV03 
              1050_G, 528, -26.40,staro17_85p_M01KV03 
              1050_G, 529, -26.45,staro17_85p_M01KV03 
              1050_G, 530, -26.50,staro17_85p_M01KV03 
              1050_G, 531, -26.55,staro17_85p_M01KV03 
              1050_G, 532, -26.60,staro17_85p_M01KV03 
              1050_G, 533, -26.65,staro17_85p_M01KV03 
              1050_G, 534, -26.70,staro17_85p_M01KV03 
              1050_G, 535, -26.75,staro17_85p_M01KV03 
              1050_G, 536, -26.80,staro17_85p_M01KV03 
              1050_G, 537, -26.85,staro17_85p_M01KV03 
              1050_G, 538, -26.90,staro17_85p_M01KV03 
              1050_G, 539, -26.95,staro17_85p_M01KV03 
              1050_G, 540, -27.00,staro17_85p_M01KV03 
              1050_G, 541, -27.05,staro17_85p_M01KV03 
              1050_G, 542, -27.10,staro17_85p_M01KV03 
              1050_G, 543, -27.15,staro17_85p_M01KV03 
              1050_G, 544, -27.20,staro17_85p_M01KV03 
              1050_G, 545, -27.25,staro17_85p_M01KV03 
              1050_G, 546, -27.30,staro17_85p_M01KV03 
              1050_G, 547, -27.35,staro17_85p_M01KV03 
              1050_G, 548, -27.40,staro17_85p_M01KV03 
              1050_G, 549, -27.45,staro17_85p_M01KV03 
              1050_G, 550, -27.50,staro17_85p_M01KV03 
              1050_G, 551, -27.55,staro17_85p_M01KV03 
              1050_G, 552, -27.60,staro17_85p_M01KV03 
              1050_G, 553, -27.65,staro17_85p_M01KV03 
              1050_G, 554, -27.70,staro17_85p_M01KV03 
              1050_G, 555, -27.75,staro17_85p_M01KV03 
              1050_G, 556, -27.80,staro17_85p_M01KV03 
              1050_G, 557, -27.85,staro17_85p_M01KV03 
              1050_G, 558, -27.90,staro17_85p_M01KV03 
              1050_G, 559, -27.95,staro17_85p_M01KV03 
              1050_G, 560, -28.00,staro17_85p_M01KV03 
              1050_G, 561, -28.05,staro17_85p_M01KV03 
              1050_G, 562, -28.10,staro17_85p_M01KV03 
              1050_G, 563, -28.15,staro17_85p_M01KV03 
              1050_G, 564, -28.20,staro17_85p_M01KV03 
              1050_G, 565, -28.25,staro17_85p_M01KV03 
              1050_G, 566, -28.30,staro17_85p_M01KV03 
              1050_G, 567, -28.35,staro17_85p_M01KV03 
              1050_G, 568, -28.40,staro17_85p_M01KV03 
              1050_G, 569, -28.45,staro17_85p_M01KV03 
              1050_G, 570, -28.50,staro17_85p_M01KV03 
              1050_G, 571, -28.55,staro17_85p_M01KV03 
              1050_G, 572, -28.60,staro17_85p_M01KV03 
              1050_G, 573, -28.65,staro17_85p_M01KV03 
              1050_G, 574, -28.70,staro17_85p_M01KV03 
              1050_G, 575, -28.75,staro17_85p_M01KV03 
              1050_G, 576, -28.80,staro17_85p_M01KV03 
              1050_G, 577, -28.85,staro17_85p_M01KV03 
              1050_G, 578, -28.90,staro17_85p_M01KV03 
              1050_G, 579, -28.95,staro17_85p_M01KV03 
              1050_G, 580, -29.00,staro17_85p_M01KV03 
              1050_G, 581, -29.05,staro17_85p_M01KV03 
              1050_G, 582, -29.10,staro17_85p_M01KV03 
              1050_G, 583, -29.15,staro17_85p_M01KV03 
              1050_G, 584, -29.20,staro17_85p_M01KV03 
              1050_G, 585, -29.25,staro17_85p_M01KV03 
              1050_G, 586, -29.30,staro17_85p_M01KV03 
              1050_G, 587, -29.35,staro17_85p_M01KV03 
              1050_G, 588, -29.40,staro17_85p_M01KV03 
              1050_G, 589, -29.45,staro17_85p_M01KV03 
              1050_G, 590, -29.50,staro17_85p_M01KV03 
              1050_G, 591, -29.55,staro17_85p_M01KV03 
              1050_G, 592, -29.60,staro17_85p_M01KV03 
              1050_G, 593, -29.65,staro17_85p_M01KV03 
              1050_G, 594, -29.70,staro17_85p_M01KV03 
              1050_G, 595, -29.75,staro17_85p_M01KV03 
              1050_G, 596, -29.80,staro17_85p_M01KV03 
              1050_G, 597, -29.85,staro17_85p_M01KV03 
              1050_G, 598, -29.90,staro17_85p_M01KV03 
              1050_G, 599, -29.95,staro17_85p_M01KV03 
              1050_G, 600, -30.00,staro17_85p_M01KV03 
              1050_G, 601, -30.05,staro17_85p_M01KV03 
              1050_G, 602, -30.10,staro17_85p_M01KV03 
              1050_G, 603, -30.15,staro17_85p_M01KV03 
              1050_G, 604, -30.20,staro17_85p_M01KV03 
              1050_G, 605, -30.25,staro17_85p_M01KV03 
              1050_G, 606, -30.30,staro17_85p_M01KV03 
              1050_G, 607, -30.35,staro17_85p_M01KV03 
              1050_G, 608, -30.40,staro17_85p_M01KV03 
              1050_G, 609, -30.45,staro17_85p_M01KV03 
              1050_G, 610, -30.50,staro17_85p_M01KV03 
              1050_G, 611, -30.55,staro17_85p_M01KV03 
              1050_G, 612, -30.60,staro17_85p_M01KV03 
              1050_G, 613, -30.65,staro17_85p_M01KV03 
              1050_G, 614, -30.70,staro17_85p_M01KV03 
              1050_G, 615, -30.75,staro17_85p_M01KV03 
              1050_G, 616, -30.80,staro17_85p_M01KV03 
              1050_G, 617, -30.85,staro17_85p_M01KV03 
              1050_G, 618, -30.90,staro17_85p_M01KV03 
              1050_G, 619, -30.95,staro17_85p_M01KV03 
              1050_G, 620, -31.00,staro17_85p_M01KV03 
              1050_G, 621, -31.05,staro17_85p_M01KV03 
              1050_G, 622, -31.10,staro17_85p_M01KV03 
              1050_G, 623, -31.15,staro17_85p_M01KV03 
              1050_G, 624, -31.20,staro17_85p_M01KV03 
              1050_G, 625, -31.25,staro17_85p_M01KV03 
              1050_G, 626, -31.30,staro17_85p_M01KV03 
              1050_G, 627, -31.35,staro17_85p_M01KV03 
              1050_G, 628, -31.40,staro17_85p_M01KV03 
              1050_G, 629, -31.45,staro17_85p_M01KV03 
              1050_G, 630, -31.50,staro17_85p_M01KV03 
              1050_G, 631, -31.55,staro17_85p_M01KV03 
              1050_G, 632, -31.60,staro17_85p_M01KV03 
              1050_G, 633, -31.65,staro17_85p_M01KV03 
              1050_G, 634, -31.70,staro17_85p_M01KV03 
              1050_G, 635, -31.75,staro17_85p_M01KV03 
              1050_G, 636, -31.80,staro17_85p_M01KV03 
              1050_G, 637, -31.85,staro17_85p_M01KV03 
              1050_G, 638, -31.90,staro17_85p_M01KV03 
              1050_G, 639, -31.95,staro17_85p_M01KV03 
              1050_G, 640, -32.00,staro17_85p_M01KV03 
              1050_G, 641, -32.05,staro17_85p_M01KV03 
              1050_G, 642, -32.10,staro17_85p_M01KV03 
              1050_G, 643, -32.15,staro17_85p_M01KV03 
              1050_G, 644, -32.20,staro17_85p_M01KV03 
              1050_G, 645, -32.25,staro17_85p_M01KV03 
              1050_G, 646, -32.30,staro17_85p_M01KV03 
              1050_G, 647, -32.35,staro17_85p_M01KV03 
              1050_G, 648, -32.40,staro17_85p_M01KV03 
              1050_G, 649, -32.45,staro17_85p_M01KV03 
              1050_G, 650, -32.50,staro17_85p_M01KV03 
              1050_G, 651, -32.55,staro17_85p_M01KV03 
              1050_G, 652, -32.60,staro17_85p_M01KV03 
              1050_G, 653, -32.65,staro17_85p_M01KV03 
              1050_G, 654, -32.70,staro17_85p_M01KV03 
              1050_G, 655, -32.75,staro17_85p_M01KV03 
              1050_G, 656, -32.80,staro17_85p_M01KV03 
              1050_G, 657, -32.85,staro17_85p_M01KV03 
              1050_G, 658, -32.90,staro17_85p_M01KV03 
              1050_G, 659, -32.95,staro17_85p_M01KV03 
              1050_G, 660, -33.00,staro17_85p_M01KV03 
              1050_G, 661, -33.05,staro17_85p_M01KV03 
              1050_G, 662, -33.10,staro17_85p_M01KV03 
              1050_G, 663, -33.15,staro17_85p_M01KV03 
              1050_G, 664, -33.20,staro17_85p_M01KV03 
              1050_G, 665, -33.25,staro17_85p_M01KV03 
              1050_G, 666, -33.30,staro17_85p_M01KV03 
              1050_G, 667, -33.35,staro17_85p_M01KV03 
              1050_G, 668, -33.40,staro17_85p_M01KV03 
              1050_G, 669, -33.45,staro17_85p_M01KV03 
              1050_G, 670, -33.50,staro17_85p_M01KV03 
              1050_G, 671, -33.55,staro17_85p_M01KV03 
              1050_G, 672, -33.60,staro17_85p_M01KV03 
              1050_G, 673, -33.65,staro17_85p_M01KV03 
              1050_G, 674, -33.70,staro17_85p_M01KV03 
              1050_G, 675, -33.75,staro17_85p_M01KV03 
              1050_G, 676, -33.80,staro17_85p_M01KV03 
              1050_G, 677, -33.85,staro17_85p_M01KV03 
              1050_G, 678, -33.90,staro17_85p_M01KV03 
              1050_G, 679, -33.95,staro17_85p_M01KV03 
              1050_G, 680, -34.00,staro17_85p_M01KV03 
              1050_G, 681, -34.05,staro17_85p_M01KV03 
              1050_G, 682, -34.10,staro17_85p_M01KV03 
              1050_G, 683, -34.15,staro17_85p_M01KV03 
              1050_G, 684, -34.20,staro17_85p_M01KV03 
              1050_G, 685, -34.25,staro17_85p_M01KV03 
              1050_G, 686, -34.30,staro17_85p_M01KV03 
              1050_G, 687, -34.35,staro17_85p_M01KV03 
              1050_G, 688, -34.40,staro17_85p_M01KV03 
              1050_G, 689, -34.45,staro17_85p_M01KV03 
              1050_G, 690, -34.50,staro17_85p_M01KV03 
              1050_G, 691, -34.55,staro17_85p_M01KV03 
              1050_G, 692, -34.60,staro17_85p_M01KV03 
              1050_G, 693, -34.65,staro17_85p_M01KV03 
              1050_G, 694, -34.70,staro17_85p_M01KV03 
              1050_G, 695, -34.75,staro17_85p_M01KV03 
              1050_G, 696, -34.80,staro17_85p_M01KV03 
              1050_G, 697, -34.85,staro17_85p_M01KV03 
              1050_G, 698, -34.90,staro17_85p_M01KV03 
              1050_G, 699, -34.95,staro17_85p_M01KV03 
              1050_G, 700, -35.00,staro17_85p_M01KV03 
              1050_G, 701, -35.05,staro17_85p_M01KV03 
              1050_G, 702, -35.10,staro17_85p_M01KV03 
              1050_G, 703, -35.15,staro17_85p_M01KV03 
              1050_G, 704, -35.20,staro17_85p_M01KV03 
              1050_G, 705, -35.25,staro17_85p_M01KV03 
              1050_G, 706, -35.30,staro17_85p_M01KV03 
              1050_G, 707, -35.35,staro17_85p_M01KV03 
              1050_G, 708, -35.40,staro17_85p_M01KV03 
              1050_G, 709, -35.45,staro17_85p_M01KV03 
              1050_G, 710, -35.50,staro17_85p_M01KV03 
              1050_G, 711, -35.55,staro17_85p_M01KV03 
              1050_G, 712, -35.60,staro17_85p_M01KV03 
              1050_G, 713, -35.65,staro17_85p_M01KV03 
              1050_G, 714, -35.70,staro17_85p_M01KV03 
              1050_G, 715, -35.75,staro17_85p_M01KV03 
              1050_G, 716, -35.80,staro17_85p_M01KV03 
              1050_G, 717, -35.85,staro17_85p_M01KV03 
              1050_G, 718, -35.90,staro17_85p_M01KV03 
              1050_G, 719, -35.95,staro17_85p_M01KV03 
              1050_G, 720, -36.00,staro17_85p_M01KV03 
              1050_G, 721, -36.05,staro17_85p_M01KV03 
              1050_G, 722, -36.10,staro17_85p_M01KV03 
              1050_G, 723, -36.15,staro17_85p_M01KV03 
              1050_G, 724, -36.20,staro17_85p_M01KV03 
              1050_G, 725, -36.25,staro17_85p_M01KV03 
              1050_G, 726, -36.30,staro17_85p_M01KV03 
              1050_G, 727, -36.35,staro17_85p_M01KV03 
              1050_G, 728, -36.40,staro17_85p_M01KV03 
              1050_G, 729, -36.45,staro17_85p_M01KV03 
              1050_G, 730, -36.50,staro17_85p_M01KV03 
              1050_G, 731, -36.55,staro17_85p_M01KV03 
              1050_G, 732, -36.60,staro17_85p_M01KV03 
              1050_G, 733, -36.65,staro17_85p_M01KV03 
              1050_G, 734, -36.70,staro17_85p_M01KV03 
              1050_G, 735, -36.75,staro17_85p_M01KV03 
              1050_G, 736, -36.80,staro17_85p_M01KV03 
              1050_G, 737, -36.85,staro17_85p_M01KV03 
              1050_G, 738, -36.90,staro17_85p_M01KV03 
              1050_G, 739, -36.95,staro17_85p_M01KV03 
              1050_G, 740, -37.00,staro17_85p_M01KV03 
              1050_G, 741, -37.05,staro17_85p_M01KV03 
              1050_G, 742, -37.10,staro17_85p_M01KV03 
              1050_G, 743, -37.15,staro17_85p_M01KV03 
              1050_G, 744, -37.20,staro17_85p_M01KV03 
              1050_G, 745, -37.25,staro17_85p_M01KV03 
              1050_G, 746, -37.30,staro17_85p_M01KV03 
              1050_G, 747, -37.35,staro17_85p_M01KV03 
              1050_G, 748, -37.40,staro17_85p_M01KV03 
              1050_G, 749, -37.45,staro17_85p_M01KV03 
              1050_G, 750, -37.50,staro17_85p_M01KV03 
              1050_G, 751, -37.55,staro17_85p_M01KV03 
              1050_G, 752, -37.60,staro17_85p_M01KV03 
              1050_G, 753, -37.65,staro17_85p_M01KV03 
              1050_G, 754, -37.70,staro17_85p_M01KV03 
              1050_G, 755, -37.75,staro17_85p_M01KV03 
              1050_G, 756, -37.80,staro17_85p_M01KV03 
              1050_G, 757, -37.85,staro17_85p_M01KV03 
              1050_G, 758, -37.90,staro17_85p_M01KV03 
              1050_G, 759, -37.95,staro17_85p_M01KV03 
              1050_G, 760, -38.00,staro17_85p_M01KV03 
              1050_G, 761, -38.05,staro17_85p_M01KV03 
              1050_G, 762, -38.10,staro17_85p_M01KV03 
              1050_G, 763, -38.15,staro17_85p_M01KV03 
              1050_G, 764, -38.20,staro17_85p_M01KV03 
              1050_G, 765, -38.25,staro17_85p_M01KV03 
              1050_G, 766, -38.30,staro17_85p_M01KV03 
              1050_G, 767, -38.35,staro17_85p_M01KV03 
              1050_G, 768, -38.40,staro17_85p_M01KV03 
              1050_G, 769, -38.45,staro17_85p_M01KV03 
              1050_G, 770, -38.50,staro17_85p_M01KV03 
              1050_G, 771, -38.55,staro17_85p_M01KV03 
              1050_G, 772, -38.60,staro17_85p_M01KV03 
              1050_G, 773, -38.65,staro17_85p_M01KV03 
              1050_G, 774, -38.70,staro17_85p_M01KV03 
              1050_G, 775, -38.75,staro17_85p_M01KV03 
              1050_G, 776, -38.80,staro17_85p_M01KV03 
              1050_G, 777, -38.85,staro17_85p_M01KV03 
              1050_G, 778, -38.90,staro17_85p_M01KV03 
              1050_G, 779, -38.95,staro17_85p_M01KV03 
              1050_G, 780, -39.00,staro17_85p_M01KV03 
              1050_G, 781, -39.05,staro17_85p_M01KV03 
              1050_G, 782, -39.10,staro17_85p_M01KV03 
              1050_G, 783, -39.15,staro17_85p_M01KV03 
              1050_G, 784, -39.20,staro17_85p_M01KV03 
              1050_G, 785, -39.25,staro17_85p_M01KV03 
              1050_G, 786, -39.30,staro17_85p_M01KV03 
              1050_G, 787, -39.35,staro17_85p_M01KV03 
              1050_G, 788, -39.40,staro17_85p_M01KV03 
              1050_G, 789, -39.45,staro17_85p_M01KV03 
              1050_G, 790, -39.50,staro17_85p_M01KV03 
              1050_G, 791, -39.55,staro17_85p_M01KV03 
              1050_G, 792, -39.60,staro17_85p_M01KV03 
              1050_G, 793, -39.65,staro17_85p_M01KV03 
              1050_G, 794, -39.70,staro17_85p_M01KV03 
              1050_G, 795, -39.75,staro17_85p_M01KV03 
              1050_G, 796, -39.80,staro17_85p_M01KV03 
              1050_G, 797, -39.85,staro17_85p_M01KV03 
              1050_G, 798, -39.90,staro17_85p_M01KV03 
              1050_G, 799, -39.95,staro17_85p_M01KV03 
              1050_G, 800, -40.00,staro17_85p_M01KV03 
              1050_G, 801, -40.05,staro17_85p_M01KV03 
              1050_G, 802, -40.10,staro17_85p_M01KV03 
              1050_G, 803, -40.15,staro17_85p_M01KV03 
              1050_G, 804, -40.20,staro17_85p_M01KV03 
              1050_G, 805, -40.25,staro17_85p_M01KV03 
              1050_G, 806, -40.30,staro17_85p_M01KV03 
              1050_G, 807, -40.35,staro17_85p_M01KV03 
              1050_G, 808, -40.40,staro17_85p_M01KV03 
              1050_G, 809, -40.45,staro17_85p_M01KV03 
              1050_G, 810, -40.50,staro17_85p_M01KV03 
              1050_G, 811, -40.55,staro17_85p_M01KV03 
              1050_G, 812, -40.60,staro17_85p_M01KV03 
              1050_G, 813, -40.65,staro17_85p_M01KV03 
              1050_G, 814, -40.70,staro17_85p_M01KV03 
              1050_G, 815, -40.75,staro17_85p_M01KV03 
              1050_G, 816, -40.80,staro17_85p_M01KV03 
              1050_G, 817, -40.85,staro17_85p_M01KV03 
              1050_G, 818, -40.90,staro17_85p_M01KV03 
              1050_G, 819, -40.95,staro17_85p_M01KV03 
              1050_G, 820, -41.00,staro17_85p_M01KV03 
              1050_G, 821, -41.05,staro17_85p_M01KV03 
              1050_G, 822, -41.10,staro17_85p_M01KV03 
              1050_G, 823, -41.15,staro17_85p_M01KV03 
              1050_G, 824, -41.20,staro17_85p_M01KV03 
              1050_G, 825, -41.25,staro17_85p_M01KV03 
              1050_G, 826, -41.30,staro17_85p_M01KV03 
              1050_G, 827, -41.35,staro17_85p_M01KV03 
              1050_G, 828, -41.40,staro17_85p_M01KV03 
              1050_G, 829, -41.45,staro17_85p_M01KV03 
              1050_G, 830, -41.50,staro17_85p_M01KV03 
              1050_G, 831, -41.55,staro17_85p_M01KV03 
              1050_G, 832, -41.60,staro17_85p_M01KV03 
              1050_G, 833, -41.65,staro17_85p_M01KV03 
              1050_G, 834, -41.70,staro17_85p_M01KV03 
              1050_G, 835, -41.75,staro17_85p_M01KV03 
              1050_G, 836, -41.80,staro17_85p_M01KV03 
              1050_G, 837, -41.85,staro17_85p_M01KV03 
              1050_G, 838, -41.90,staro17_85p_M01KV03 
              1050_G, 839, -41.95,staro17_85p_M01KV03 
              1050_G, 840, -42.00,staro17_85p_M01KV03 
              1050_G, 841, -42.05,staro17_85p_M01KV03 
              1050_G, 842, -42.10,staro17_85p_M01KV03 
              1050_G, 843, -42.15,staro17_85p_M01KV03 
              1050_G, 844, -42.20,staro17_85p_M01KV03 
              1050_G, 845, -42.25,staro17_85p_M01KV03 
              1050_G, 846, -42.30,staro17_85p_M01KV03 
              1050_G, 847, -42.35,staro17_85p_M01KV03 
              1050_G, 848, -42.40,staro17_85p_M01KV03 
              1050_G, 849, -42.45,staro17_85p_M01KV03 
              1050_G, 850, -42.50,staro17_85p_M01KV03 
              1050_G, 851, -42.55,staro17_85p_M01KV03 
              1050_G, 852, -42.60,staro17_85p_M01KV03 
              1050_G, 853, -42.65,staro17_85p_M01KV03 
              1050_G, 854, -42.70,staro17_85p_M01KV03 
              1050_G, 855, -42.75,staro17_85p_M01KV03 
              1050_G, 856, -42.80,staro17_85p_M01KV03 
              1050_G, 857, -42.85,staro17_85p_M01KV03 
              1050_G, 858, -42.90,staro17_85p_M01KV03 
              1050_G, 859, -42.95,staro17_85p_M01KV03 
              1050_G, 860, -43.00,staro17_85p_M01KV03 
              1050_G, 861, -43.05,staro17_85p_M01KV03 
              1050_G, 862, -43.10,staro17_85p_M01KV03 
              1050_G, 863, -43.15,staro17_85p_M01KV03 
              1050_G, 864, -43.20,staro17_85p_M01KV03 
              1050_G, 865, -43.25,staro17_85p_M01KV03 
              1050_G, 866, -43.30,staro17_85p_M01KV03 
              1050_G, 867, -43.35,staro17_85p_M01KV03 
              1050_G, 868, -43.40,staro17_85p_M01KV03 
              1050_G, 869, -43.45,staro17_85p_M01KV03 
              1050_G, 870, -43.50,staro17_85p_M01KV03 
              1050_G, 871, -43.55,staro17_85p_M01KV03 
              1050_G, 872, -43.60,staro17_85p_M01KV03 
              1050_G, 873, -43.65,staro17_85p_M01KV03 
              1050_G, 874, -43.70,staro17_85p_M01KV03 
              1050_G, 875, -43.75,staro17_85p_M01KV03 
              1050_G, 876, -43.80,staro17_85p_M01KV03 
              1050_G, 877, -43.85,staro17_85p_M01KV03 
              1050_G, 878, -43.90,staro17_85p_M01KV03 
              1050_G, 879, -43.95,staro17_85p_M01KV03 
              1050_G, 880, -44.00,staro17_85p_M01KV03 
              1050_G, 881, -44.05,staro17_85p_M01KV03 
              1050_G, 882, -44.10,staro17_85p_M01KV03 
              1050_G, 883, -44.15,staro17_85p_M01KV03 
              1050_G, 884, -44.20,staro17_85p_M01KV03 
              1050_G, 885, -44.25,staro17_85p_M01KV03 
              1050_G, 886, -44.30,staro17_85p_M01KV03 
              1050_G, 887, -44.35,staro17_85p_M01KV03 
              1050_G, 888, -44.40,staro17_85p_M01KV03 
              1050_G, 889, -44.45,staro17_85p_M01KV03 
              1050_G, 890, -44.50,staro17_85p_M01KV03 
              1050_G, 891, -44.55,staro17_85p_M01KV03 
              1050_G, 892, -44.60,staro17_85p_M01KV03 
              1050_G, 893, -44.65,staro17_85p_M01KV03 
              1050_G, 894, -44.70,staro17_85p_M01KV03 
              1050_G, 895, -44.75,staro17_85p_M01KV03 
              1050_G, 896, -44.80,staro17_85p_M01KV03 
              1050_G, 897, -44.85,staro17_85p_M01KV03 
              1050_G, 898, -44.90,staro17_85p_M01KV03 
              1050_G, 899, -44.95,staro17_85p_M01KV03 
              1050_G, 900, -45.00,staro17_85p_M01KV03 
              1050_G, 901, -45.05,staro17_85p_M01KV03 
              1050_G, 902, -45.10,staro17_85p_M01KV03 
              1050_G, 903, -45.15,staro17_85p_M01KV03 
              1050_G, 904, -45.20,staro17_85p_M01KV03 
              1050_G, 905, -45.25,staro17_85p_M01KV03 
              1050_G, 906, -45.30,staro17_85p_M01KV03 
              1050_G, 907, -45.35,staro17_85p_M01KV03 
              1050_G, 908, -45.40,staro17_85p_M01KV03 
              1050_G, 909, -45.45,staro17_85p_M01KV03 
              1050_G, 910, -45.50,staro17_85p_M01KV03 
              1050_G, 911, -45.55,staro17_85p_M01KV03 
              1050_G, 912, -45.60,staro17_85p_M01KV03 
              1050_G, 913, -45.65,staro17_85p_M01KV03 
              1050_G, 914, -45.70,staro17_85p_M01KV03 
              1050_G, 915, -45.75,staro17_85p_M01KV03 
              1050_G, 916, -45.80,staro17_85p_M01KV03 
              1050_G, 917, -45.85,staro17_85p_M01KV03 
              1050_G, 918, -45.90,staro17_85p_M01KV03 
              1050_G, 919, -45.95,staro17_85p_M01KV03 
              1050_G, 920, -46.00,staro17_85p_M01KV03 
              1050_G, 921, -46.05,staro17_85p_M01KV03 
              1050_G, 922, -46.10,staro17_85p_M01KV03 
              1050_G, 923, -46.15,staro17_85p_M01KV03 
              1050_G, 924, -46.20,staro17_85p_M01KV03 
              1050_G, 925, -46.25,staro17_85p_M01KV03 
              1050_G, 926, -46.30,staro17_85p_M01KV03 
              1050_G, 927, -46.35,staro17_85p_M01KV03 
              1050_G, 928, -46.40,staro17_85p_M01KV03 
              1050_G, 929, -46.45,staro17_85p_M01KV03 
              1050_G, 930, -46.50,staro17_85p_M01KV03 
              1050_G, 931, -46.55,staro17_85p_M01KV03 
              1050_G, 932, -46.60,staro17_85p_M01KV03 
              1050_G, 933, -46.65,staro17_85p_M01KV03 
              1050_G, 934, -46.70,staro17_85p_M01KV03 
              1050_G, 935, -46.75,staro17_85p_M01KV03 
              1050_G, 936, -46.80,staro17_85p_M01KV03 
              1050_G, 937, -46.85,staro17_85p_M01KV03 
              1050_G, 938, -46.90,staro17_85p_M01KV03 
              1050_G, 939, -46.95,staro17_85p_M01KV03 
              1050_G, 940, -47.00,staro17_85p_M01KV03 
              1050_G, 941, -47.05,staro17_85p_M01KV03 
              1050_G, 942, -47.10,staro17_85p_M01KV03 
              1050_G, 943, -47.15,staro17_85p_M01KV03 
              1050_G, 944, -47.20,staro17_85p_M01KV03 
              1050_G, 945, -47.25,staro17_85p_M01KV03 
              1050_G, 946, -47.30,staro17_85p_M01KV03 
              1050_G, 947, -47.35,staro17_85p_M01KV03 
              1050_G, 948, -47.40,staro17_85p_M01KV03 
              1050_G, 949, -47.45,staro17_85p_M01KV03 
              1050_G, 950, -47.50,staro17_85p_M01KV03 
              1050_G, 951, -47.55,staro17_85p_M01KV03 
              1050_G, 952, -47.60,staro17_85p_M01KV03 
              1050_G, 953, -47.65,staro17_85p_M01KV03 
              1050_G, 954, -47.70,staro17_85p_M01KV03 
              1050_G, 955, -47.75,staro17_85p_M01KV03 
              1050_G, 956, -47.80,staro17_85p_M01KV03 
              1050_G, 957, -47.85,staro17_85p_M01KV03 
              1050_G, 958, -47.90,staro17_85p_M01KV03 
              1050_G, 959, -47.95,staro17_85p_M01KV03 
              1050_G, 960, -48.00,staro17_85p_M01KV03 
              1050_G, 961, -48.05,staro17_85p_M01KV03 
              1050_G, 962, -48.10,staro17_85p_M01KV03 
              1050_G, 963, -48.15,staro17_85p_M01KV03 
              1050_G, 964, -48.20,staro17_85p_M01KV03 
              1050_G, 965, -48.25,staro17_85p_M01KV03 
              1050_G, 966, -48.30,staro17_85p_M01KV03 
              1050_G, 967, -48.35,staro17_85p_M01KV03 
              1050_G, 968, -48.40,staro17_85p_M01KV03 
              1050_G, 969, -48.45,staro17_85p_M01KV03 
              1050_G, 970, -48.50,staro17_85p_M01KV03 
              1050_G, 971, -48.55,staro17_85p_M01KV03 
              1050_G, 972, -48.60,staro17_85p_M01KV03 
              1050_G, 973, -48.65,staro17_85p_M01KV03 
              1050_G, 974, -48.70,staro17_85p_M01KV03 
              1050_G, 975, -48.75,staro17_85p_M01KV03 
              1050_G, 976, -48.80,staro17_85p_M01KV03 
              1050_G, 977, -48.85,staro17_85p_M01KV03 
              1050_G, 978, -48.90,staro17_85p_M01KV03 
              1050_G, 979, -48.95,staro17_85p_M01KV03 
              1050_G, 980, -49.00,staro17_85p_M01KV03 
              1050_G, 981, -49.05,staro17_85p_M01KV03 
              1050_G, 982, -49.10,staro17_85p_M01KV03 
              1050_G, 983, -49.15,staro17_85p_M01KV03 
              1050_G, 984, -49.20,staro17_85p_M01KV03 
              1050_G, 985, -49.25,staro17_85p_M01KV03 
              1050_G, 986, -49.30,staro17_85p_M01KV03 
              1050_G, 987, -49.35,staro17_85p_M01KV03 
              1050_G, 988, -49.40,staro17_85p_M01KV03 
              1050_G, 989, -49.45,staro17_85p_M01KV03 
              1050_G, 990, -49.50,staro17_85p_M01KV03 
