 SPU,layer,hbot,soilhz,add
              1050_G, 991, -49.55,staro17_85p_M01KV03 
              1050_G, 992, -49.60,staro17_85p_M01KV03 
              1050_G, 993, -49.65,staro17_85p_M01KV03 
              1050_G, 994, -49.70,staro17_85p_M01KV03 
              1050_G, 995, -49.75,staro17_85p_M01KV03 
              1050_G, 996, -49.80,staro17_85p_M01KV03 
              1050_G, 997, -49.85,staro17_85p_M01KV03 
              1050_G, 998, -49.90,staro17_85p_M01KV03 
              1050_G, 999, -49.95,staro17_85p_M01KV03 
              1050_G,1000, -50.00,staro17_85p_M01KV03 
              1050_G,1001, -50.05,staro17_85p_M01KV03 
              1050_G,1002, -50.10,staro17_85p_M01KV03 
              1050_G,1003, -50.15,staro17_85p_M01KV03 
              1050_G,1004, -50.20,staro17_85p_M01KV03 
              1050_G,1005, -50.25,staro17_85p_M01KV03 
              1050_G,1006, -50.30,staro17_85p_M01KV03 
              1050_G,1007, -50.35,staro17_85p_M01KV03 
              1050_G,1008, -50.40,staro17_85p_M01KV03 
              1050_G,1009, -50.45,staro17_85p_M01KV03 
              1050_G,1010, -50.50,staro17_85p_M01KV03 
              1050_G,1011, -50.55,staro17_85p_M01KV03 
              1050_G,1012, -50.60,staro17_85p_M01KV03 
              1050_G,1013, -50.65,staro17_85p_M01KV03 
              1050_G,1014, -50.70,staro17_85p_M01KV03 
              1050_G,1015, -50.75,staro17_85p_M01KV03 
              1050_G,1016, -50.80,staro17_85p_M01KV03 
              1050_G,1017, -50.85,staro17_85p_M01KV03 
              1050_G,1018, -50.90,staro17_85p_M01KV03 
              1050_G,1019, -50.95,staro17_85p_M01KV03 
              1050_G,1020, -51.00,staro17_85p_M01KV03 
              1050_G,1021, -51.05,staro17_85p_M01KV03 
              1050_G,1022, -51.10,staro17_85p_M01KV03 
              1050_G,1023, -51.15,staro17_85p_M01KV03 
              1050_G,1024, -51.20,staro17_85p_M01KV03 
              1050_G,1025, -51.25,staro17_85p_M01KV03 
              1050_G,1026, -51.30,staro17_85p_M01KV03 
              1050_G,1027, -51.35,staro17_85p_M01KV03 
              1050_G,1028, -51.40,staro17_85p_M01KV03 
              1050_G,1029, -51.45,staro17_85p_M01KV03 
              1050_G,1030, -51.50,staro17_85p_M01KV03 
              1050_G,1031, -51.55,staro17_85p_M01KV03 
              1050_G,1032, -51.60,staro17_85p_M01KV03 
              1050_G,1033, -51.65,staro17_85p_M01KV03 
              1050_G,1034, -51.70,staro17_85p_M01KV03 
              1050_G,1035, -51.75,staro17_85p_M01KV03 
              1050_G,1036, -51.80,staro17_85p_M01KV03 
              1050_G,1037, -51.85,staro17_85p_M01KV03 
              1050_G,1038, -51.90,staro17_85p_M01KV03 
              1050_G,1039, -51.95,staro17_85p_M01KV03 
              1050_G,1040, -52.00,staro17_85p_M01KV03 
              1050_G,1041, -52.05,staro17_85p_M01KV03 
              1050_G,1042, -52.10,staro17_85p_M01KV03 
              1050_G,1043, -52.15,staro17_85p_M01KV03 
              1050_G,1044, -52.20,staro17_85p_M01KV03 
              1050_G,1045, -52.25,staro17_85p_M01KV03 
              1050_G,1046, -52.30,staro17_85p_M01KV03 
              1050_G,1047, -52.35,staro17_85p_M01KV03 
              1050_G,1048, -52.40,staro17_85p_M01KV03 
              1050_G,1049, -52.45,staro17_85p_M01KV03 
              1050_G,1050, -52.50,staro17_85p_M01KV03 
              1050_G,1051, -52.55,staro17_85p_M01KV03 
              1050_G,1052, -52.60,staro17_85p_M01KV03 
              1050_G,1053, -52.65,staro17_85p_M01KV03 
              1050_G,1054, -52.70,staro17_85p_M01KV03 
              1050_G,1055, -52.75,staro17_85p_M01KV03 
              1050_G,1056, -52.80,staro17_85p_M01KV03 
              1050_G,1057, -52.85,staro17_85p_M01KV03 
              1050_G,1058, -52.90,staro17_85p_M01KV03 
              1050_G,1059, -52.95,staro17_85p_M01KV03 
              1050_G,1060, -53.00,staro17_85p_M01KV03 
              1050_G,1061, -53.05,staro17_85p_M01KV03 
              1050_G,1062, -53.10,staro17_85p_M01KV03 
              1050_G,1063, -53.15,staro17_85p_M01KV03 
              1050_G,1064, -53.20,staro17_85p_M01KV03 
              1050_G,1065, -53.25,staro17_85p_M01KV03 
              1050_G,1066, -53.30,staro17_85p_M01KV03 
              1050_G,1067, -53.35,staro17_85p_M01KV03 
              1050_G,1068, -53.40,staro17_85p_M01KV03 
              1050_G,1069, -53.45,staro17_85p_M01KV03 
              1050_G,1070, -53.50,staro17_85p_M01KV03 
              1050_G,1071, -53.55,staro17_85p_M01KV03 
              1050_G,1072, -53.60,staro17_85p_M01KV03 
              1050_G,1073, -53.65,staro17_85p_M01KV03 
              1050_G,1074, -53.70,staro17_85p_M01KV03 
              1050_G,1075, -53.75,staro17_85p_M01KV03 
              1050_G,1076, -53.80,staro17_85p_M01KV03 
              1050_G,1077, -53.85,staro17_85p_M01KV03 
              1050_G,1078, -53.90,staro17_85p_M01KV03 
              1050_G,1079, -53.95,staro17_85p_M01KV03 
              1050_G,1080, -54.00,staro17_85p_M01KV03 
              1050_G,1081, -54.05,staro17_85p_M01KV03 
              1050_G,1082, -54.10,staro17_85p_M01KV03 
              1050_G,1083, -54.15,staro17_85p_M01KV03 
              1050_G,1084, -54.20,staro17_85p_M01KV03 
              1050_G,1085, -54.25,staro17_85p_M01KV03 
              1050_G,1086, -54.30,staro17_85p_M01KV03 
              1050_G,1087, -54.35,staro17_85p_M01KV03 
              1050_G,1088, -54.40,staro17_85p_M01KV03 
              1050_G,1089, -54.45,staro17_85p_M01KV03 
              1050_G,1090, -54.50,staro17_85p_M01KV03 
              1050_G,1091, -54.55,staro17_85p_M01KV03 
              1050_G,1092, -54.60,staro17_85p_M01KV03 
              1050_G,1093, -54.65,staro17_85p_M01KV03 
              1050_G,1094, -54.70,staro17_85p_M01KV03 
              1050_G,1095, -54.75,staro17_85p_M01KV03 
              1050_G,1096, -54.80,staro17_85p_M01KV03 
              1050_G,1097, -54.85,staro17_85p_M01KV03 
              1050_G,1098, -54.90,staro17_85p_M01KV03 
              1050_G,1099, -54.95,staro17_85p_M01KV03 
              1050_G,1100, -55.00,staro17_85p_M01KV03 
              1050_G,1101, -55.05,staro17_85p_M01KV03 
              1050_G,1102, -55.10,staro17_85p_M01KV03 
              1050_G,1103, -55.15,staro17_85p_M01KV03 
              1050_G,1104, -55.20,staro17_85p_M01KV03 
              1050_G,1105, -55.25,staro17_85p_M01KV03 
              1050_G,1106, -55.30,staro17_85p_M01KV03 
              1050_G,1107, -55.35,staro17_85p_M01KV03 
              1050_G,1108, -55.40,staro17_85p_M01KV03 
              1050_G,1109, -55.45,staro17_85p_M01KV03 
              1050_G,1110, -55.50,staro17_85p_M01KV03 
              1050_G,1111, -55.55,staro17_85p_M01KV03 
              1050_G,1112, -55.60,staro17_85p_M01KV03 
              1050_G,1113, -55.65,staro17_85p_M01KV03 
              1050_G,1114, -55.70,staro17_85p_M01KV03 
              1050_G,1115, -55.75,staro17_85p_M01KV03 
              1050_G,1116, -55.80,staro17_85p_M01KV03 
              1050_G,1117, -55.85,staro17_85p_M01KV03 
              1050_G,1118, -55.90,staro17_85p_M01KV03 
              1050_G,1119, -55.95,staro17_85p_M01KV03 
              1050_G,1120, -56.00,staro17_85p_M01KV03 
              1050_G,1121, -56.05,staro17_85p_M01KV03 
              1050_G,1122, -56.10,staro17_85p_M01KV03 
              1050_G,1123, -56.15,staro17_85p_M01KV03 
              1050_G,1124, -56.20,staro17_85p_M01KV03 
              1050_G,1125, -56.25,staro17_85p_M01KV03 
              1050_G,1126, -56.30,staro17_85p_M01KV03 
              1050_G,1127, -56.35,staro17_85p_M01KV03 
              1050_G,1128, -56.40,staro17_85p_M01KV03 
              1050_G,1129, -56.45,staro17_85p_M01KV03 
              1050_G,1130, -56.50,staro17_85p_M01KV03 
              1050_G,1131, -56.55,staro17_85p_M01KV03 
              1050_G,1132, -56.60,staro17_85p_M01KV03 
              1050_G,1133, -56.65,staro17_85p_M01KV03 
              1050_G,1134, -56.70,staro17_85p_M01KV03 
              1050_G,1135, -56.75,staro17_85p_M01KV03 
              1050_G,1136, -56.80,staro17_85p_M01KV03 
              1050_G,1137, -56.85,staro17_85p_M01KV03 
              1050_G,1138, -56.90,staro17_85p_M01KV03 
              1050_G,1139, -56.95,staro17_85p_M01KV03 
              1050_G,1140, -57.00,staro17_85p_M01KV03 
              1050_G,1141, -57.05,staro17_85p_M01KV03 
              1050_G,1142, -57.10,staro17_85p_M01KV03 
              1050_G,1143, -57.15,staro17_85p_M01KV03 
              1050_G,1144, -57.20,staro17_85p_M01KV03 
              1050_G,1145, -57.25,staro17_85p_M01KV03 
              1050_G,1146, -57.30,staro17_85p_M01KV03 
              1050_G,1147, -57.35,staro17_85p_M01KV03 
              1050_G,1148, -57.40,staro17_85p_M01KV03 
              1050_G,1149, -57.45,staro17_85p_M01KV03 
              1050_G,1150, -57.50,staro17_85p_M01KV03 
              1050_G,1151, -57.55,staro17_85p_M01KV03 
              1050_G,1152, -57.60,staro17_85p_M01KV03 
              1050_G,1153, -57.65,staro17_85p_M01KV03 
              1050_G,1154, -57.70,staro17_85p_M01KV03 
              1050_G,1155, -57.75,staro17_85p_M01KV03 
              1050_G,1156, -57.80,staro17_85p_M01KV03 
              1050_G,1157, -57.85,staro17_85p_M01KV03 
              1050_G,1158, -57.90,staro17_85p_M01KV03 
              1050_G,1159, -57.95,staro17_85p_M01KV03 
              1050_G,1160, -58.00,staro17_85p_M01KV03 
              1050_G,1161, -58.05,staro17_85p_M01KV03 
              1050_G,1162, -58.10,staro17_85p_M01KV03 
              1050_G,1163, -58.15,staro17_85p_M01KV03 
              1050_G,1164, -58.20,staro17_85p_M01KV03 
              1050_G,1165, -58.25,staro17_85p_M01KV03 
              1050_G,1166, -58.30,staro17_85p_M01KV03 
              1050_G,1167, -58.35,staro17_85p_M01KV03 
              1050_G,1168, -58.40,staro17_85p_M01KV03 
              1050_G,1169, -58.45,staro17_85p_M01KV03 
              1050_G,1170, -58.50,staro17_85p_M01KV03 
              1050_G,1171, -58.55,staro17_85p_M01KV03 
              1050_G,1172, -58.60,staro17_85p_M01KV03 
              1050_G,1173, -58.65,staro17_85p_M01KV03 
              1050_G,1174, -58.70,staro17_85p_M01KV03 
              1050_G,1175, -58.75,staro17_85p_M01KV03 
              1050_G,1176, -58.80,staro17_85p_M01KV03 
              1050_G,1177, -58.85,staro17_85p_M01KV03 
              1050_G,1178, -58.90,staro17_85p_M01KV03 
              1050_G,1179, -58.95,staro17_85p_M01KV03 
              1050_G,1180, -59.00,staro17_85p_M01KV03 
              1050_G,1181, -59.05,staro17_85p_M01KV03 
              1050_G,1182, -59.10,staro17_85p_M01KV03 
              1050_G,1183, -59.15,staro17_85p_M01KV03 
              1050_G,1184, -59.20,staro17_85p_M01KV03 
              1050_G,1185, -59.25,staro17_85p_M01KV03 
              1050_G,1186, -59.30,staro17_85p_M01KV03 
              1050_G,1187, -59.35,staro17_85p_M01KV03 
              1050_G,1188, -59.40,staro17_85p_M01KV03 
              1050_G,1189, -59.45,staro17_85p_M01KV03 
              1050_G,1190, -59.50,staro17_85p_M01KV03 
              1050_G,1191, -59.55,staro17_85p_M01KV03 
              1050_G,1192, -59.60,staro17_85p_M01KV03 
              1050_G,1193, -59.65,staro17_85p_M01KV03 
              1050_G,1194, -59.70,staro17_85p_M01KV03 
              1050_G,1195, -59.75,staro17_85p_M01KV03 
              1050_G,1196, -59.80,staro17_85p_M01KV03 
              1050_G,1197, -59.85,staro17_85p_M01KV03 
              1050_G,1198, -59.90,staro17_85p_M01KV03 
              1050_G,1199, -59.95,staro17_85p_M01KV03 
              1050_G,1200, -60.00,staro17_85p_M01KV03 
              1050_G,1201, -60.05,staro17_85p_M01KV03 
              1050_G,1202, -60.10,staro17_85p_M01KV03 
              1050_G,1203, -60.15,staro17_85p_M01KV03 
              1050_G,1204, -60.20,staro17_85p_M01KV03 
              1050_G,1205, -60.25,staro17_85p_M01KV03 
              1050_G,1206, -60.30,staro17_85p_M01KV03 
              1050_G,1207, -60.35,staro17_85p_M01KV03 
              1050_G,1208, -60.40,staro17_85p_M01KV03 
              1050_G,1209, -60.45,staro17_85p_M01KV03 
              1050_G,1210, -60.50,staro17_85p_M01KV03 
              1050_G,1211, -60.55,staro17_85p_M01KV03 
              1050_G,1212, -60.60,staro17_85p_M01KV03 
              1050_G,1213, -60.65,staro17_85p_M01KV03 
              1050_G,1214, -60.70,staro17_85p_M01KV03 
              1050_G,1215, -60.75,staro17_85p_M01KV03 
              1050_G,1216, -60.80,staro17_85p_M01KV03 
              1050_G,1217, -60.85,staro17_85p_M01KV03 
              1050_G,1218, -60.90,staro17_85p_M01KV03 
              1050_G,1219, -60.95,staro17_85p_M01KV03 
              1050_G,1220, -61.00,staro17_85p_M01KV03 
              1050_G,1221, -61.05,staro17_85p_M01KV03 
              1050_G,1222, -61.10,staro17_85p_M01KV03 
              1050_G,1223, -61.15,staro17_85p_M01KV03 
              1050_G,1224, -61.20,staro17_85p_M01KV03 
              1050_G,1225, -61.25,staro17_85p_M01KV03 
              1050_G,1226, -61.30,staro17_85p_M01KV03 
              1050_G,1227, -61.35,staro17_85p_M01KV03 
              1050_G,1228, -61.40,staro17_85p_M01KV03 
              1050_G,1229, -61.45,staro17_85p_M01KV03 
              1050_G,1230, -61.50,staro17_85p_M01KV03 
              1050_G,1231, -61.55,staro17_85p_M01KV03 
              1050_G,1232, -61.60,staro17_85p_M01KV03 
              1050_G,1233, -61.65,staro17_85p_M01KV03 
              1050_G,1234, -61.70,staro17_85p_M01KV03 
              1050_G,1235, -61.75,staro17_85p_M01KV03 
              1050_G,1236, -61.80,staro17_85p_M01KV03 
              1050_G,1237, -61.85,staro17_85p_M01KV03 
              1050_G,1238, -61.90,staro17_85p_M01KV03 
              1050_G,1239, -61.95,staro17_85p_M01KV03 
              1050_G,1240, -62.00,staro17_85p_M01KV03 
              1050_G,1241, -62.05,staro17_85p_M01KV03 
              1050_G,1242, -62.10,staro17_85p_M01KV03 
              1050_G,1243, -62.15,staro17_85p_M01KV03 
              1050_G,1244, -62.20,staro17_85p_M01KV03 
              1050_G,1245, -62.25,staro17_85p_M01KV03 
              1050_G,1246, -62.30,staro17_85p_M01KV03 
              1050_G,1247, -62.35,staro17_85p_M01KV03 
              1050_G,1248, -62.40,staro17_85p_M01KV03 
              1050_G,1249, -62.45,staro17_85p_M01KV03 
              1050_G,1250, -62.50,staro17_85p_M01KV03 
              1050_G,1251, -62.55,staro17_85p_M01KV03 
              1050_G,1252, -62.60,staro17_85p_M01KV03 
              1050_G,1253, -62.65,staro17_85p_M01KV03 
              1050_G,1254, -62.70,staro17_85p_M01KV03 
              1050_G,1255, -62.75,staro17_85p_M01KV03 
              1050_G,1256, -62.80,staro17_85p_M01KV03 
              1050_G,1257, -62.85,staro17_85p_M01KV03 
              1050_G,1258, -62.90,staro17_85p_M01KV03 
              1050_G,1259, -62.95,staro17_85p_M01KV03 
              1050_G,1260, -63.00,staro17_85p_M01KV03 
              1050_G,1261, -63.05,staro17_85p_M01KV03 
              1050_G,1262, -63.10,staro17_85p_M01KV03 
              1050_G,1263, -63.15,staro17_85p_M01KV03 
              1050_G,1264, -63.20,staro17_85p_M01KV03 
              1050_G,1265, -63.25,staro17_85p_M01KV03 
              1050_G,1266, -63.30,staro17_85p_M01KV03 
              1050_G,1267, -63.35,staro17_85p_M01KV03 
              1050_G,1268, -63.40,staro17_85p_M01KV03 
              1050_G,1269, -63.45,staro17_85p_M01KV03 
              1050_G,1270, -63.50,staro17_85p_M01KV03 
              1050_G,1271, -63.55,staro17_85p_M01KV03 
              1050_G,1272, -63.60,staro17_85p_M01KV03 
              1050_G,1273, -63.65,staro17_85p_M01KV03 
              1050_G,1274, -63.70,staro17_85p_M01KV03 
              1050_G,1275, -63.75,staro17_85p_M01KV03 
              1050_G,1276, -63.80,staro17_85p_M01KV03 
              1050_G,1277, -63.85,staro17_85p_M01KV03 
              1050_G,1278, -63.90,staro17_85p_M01KV03 
              1050_G,1279, -63.95,staro17_85p_M01KV03 
              1050_G,1280, -64.00,staro17_85p_M01KV03 
              1050_G,1281, -64.05,staro17_85p_M01KV03 
              1050_G,1282, -64.10,staro17_85p_M01KV03 
              1050_G,1283, -64.15,staro17_85p_M01KV03 
              1050_G,1284, -64.20,staro17_85p_M01KV03 
              1050_G,1285, -64.25,staro17_85p_M01KV03 
              1050_G,1286, -64.30,staro17_85p_M01KV03 
              1050_G,1287, -64.35,staro17_85p_M01KV03 
              1050_G,1288, -64.40,staro17_85p_M01KV03 
              1050_G,1289, -64.45,staro17_85p_M01KV03 
              1050_G,1290, -64.50,staro17_85p_M01KV03 
              1050_G,1291, -64.55,staro17_85p_M01KV03 
              1050_G,1292, -64.60,staro17_85p_M01KV03 
              1050_G,1293, -64.65,staro17_85p_M01KV03 
              1050_G,1294, -64.70,staro17_85p_M01KV03 
              1050_G,1295, -64.75,staro17_85p_M01KV03 
              1050_G,1296, -64.80,staro17_85p_M01KV03 
              1050_G,1297, -64.85,staro17_85p_M01KV03 
              1050_G,1298, -64.90,staro17_85p_M01KV03 
              1050_G,1299, -64.95,staro17_85p_M01KV03 
              1050_G,1300, -65.00,staro17_85p_M01KV03 
              1050_G,1301, -65.05,staro17_85p_M01KV03 
              1050_G,1302, -65.10,staro17_85p_M01KV03 
              1050_G,1303, -65.15,staro17_85p_M01KV03 
              1050_G,1304, -65.20,staro17_85p_M01KV03 
              1050_G,1305, -65.25,staro17_85p_M01KV03 
              1050_G,1306, -65.30,staro17_85p_M01KV03 
              1050_G,1307, -65.35,staro17_85p_M01KV03 
              1050_G,1308, -65.40,staro17_85p_M01KV03 
              1050_G,1309, -65.45,staro17_85p_M01KV03 
              1050_G,1310, -65.50,staro17_85p_M01KV03 
              1050_G,1311, -65.55,staro17_85p_M01KV03 
              1050_G,1312, -65.60,staro17_85p_M01KV03 
              1050_G,1313, -65.65,staro17_85p_M01KV03 
              1050_G,1314, -65.70,staro17_85p_M01KV03 
              1050_G,1315, -65.75,staro17_85p_M01KV03 
              1050_G,1316, -65.80,staro17_85p_M01KV03 
              1050_G,1317, -65.85,staro17_85p_M01KV03 
              1050_G,1318, -65.90,staro17_85p_M01KV03 
              1050_G,1319, -65.95,staro17_85p_M01KV03 
              1050_G,1320, -66.00,staro17_85p_M01KV03 
              1050_G,1321, -66.05,staro17_85p_M01KV03 
              1050_G,1322, -66.10,staro17_85p_M01KV03 
              1050_G,1323, -66.15,staro17_85p_M01KV03 
              1050_G,1324, -66.20,staro17_85p_M01KV03 
              1050_G,1325, -66.25,staro17_85p_M01KV03 
              1050_G,1326, -66.30,staro17_85p_M01KV03 
              1050_G,1327, -66.35,staro17_85p_M01KV03 
              1050_G,1328, -66.40,staro17_85p_M01KV03 
              1050_G,1329, -66.45,staro17_85p_M01KV03 
              1050_G,1330, -66.50,staro17_85p_M01KV03 
              1050_G,1331, -66.55,staro17_85p_M01KV03 
              1050_G,1332, -66.60,staro17_85p_M01KV03 
              1050_G,1333, -66.65,staro17_85p_M01KV03 
              1050_G,1334, -66.70,staro17_85p_M01KV03 
              1050_G,1335, -66.75,staro17_85p_M01KV03 
              1050_G,1336, -66.80,staro17_85p_M01KV03 
              1050_G,1337, -66.85,staro17_85p_M01KV03 
              1050_G,1338, -66.90,staro17_85p_M01KV03 
              1050_G,1339, -66.95,staro17_85p_M01KV03 
              1050_G,1340, -67.00,staro17_85p_M01KV03 
              1050_G,1341, -67.05,staro17_85p_M01KV03 
              1050_G,1342, -67.10,staro17_85p_M01KV03 
              1050_G,1343, -67.15,staro17_85p_M01KV03 
              1050_G,1344, -67.20,staro17_85p_M01KV03 
              1050_G,1345, -67.25,staro17_85p_M01KV03 
              1050_G,1346, -67.30,staro17_85p_M01KV03 
              1050_G,1347, -67.35,staro17_85p_M01KV03 
              1050_G,1348, -67.40,staro17_85p_M01KV03 
              1050_G,1349, -67.45,staro17_85p_M01KV03 
              1050_G,1350, -67.50,staro17_85p_M01KV03 
              1050_G,1351, -67.55,staro17_85p_M01KV03 
              1050_G,1352, -67.60,staro17_85p_M01KV03 
              1050_G,1353, -67.65,staro17_85p_M01KV03 
              1050_G,1354, -67.70,staro17_85p_M01KV03 
              1050_G,1355, -67.75,staro17_85p_M01KV03 
              1050_G,1356, -67.80,staro17_85p_M01KV03 
              1050_G,1357, -67.85,staro17_85p_M01KV03 
              1050_G,1358, -67.90,staro17_85p_M01KV03 
              1050_G,1359, -67.95,staro17_85p_M01KV03 
              1050_G,1360, -68.00,staro17_85p_M01KV03 
              1050_G,1361, -68.05,staro17_85p_M01KV03 
              1050_G,1362, -68.10,staro17_85p_M01KV03 
              1050_G,1363, -68.15,staro17_85p_M01KV03 
              1050_G,1364, -68.20,staro17_85p_M01KV03 
              1050_G,1365, -68.25,staro17_85p_M01KV03 
              1050_G,1366, -68.30,staro17_85p_M01KV03 
              1050_G,1367, -68.35,staro17_85p_M01KV03 
              1050_G,1368, -68.40,staro17_85p_M01KV03 
              1050_G,1369, -68.45,staro17_85p_M01KV03 
              1050_G,1370, -68.50,staro17_85p_M01KV03 
              1050_G,1371, -68.55,staro17_85p_M01KV03 
              1050_G,1372, -68.60,staro17_85p_M01KV03 
              1050_G,1373, -68.65,staro17_85p_M01KV03 
              1050_G,1374, -68.70,staro17_85p_M01KV03 
              1050_G,1375, -68.75,staro17_85p_M01KV03 
              1050_G,1376, -68.80,staro17_85p_M01KV03 
              1050_G,1377, -68.85,staro17_85p_M01KV03 
              1050_G,1378, -68.90,staro17_85p_M01KV03 
              1050_G,1379, -68.95,staro17_85p_M01KV03 
              1050_G,1380, -69.00,staro17_85p_M01KV03 
              1050_G,1381, -69.05,staro17_85p_M01KV03 
              1050_G,1382, -69.10,staro17_85p_M01KV03 
              1050_G,1383, -69.15,staro17_85p_M01KV03 
              1050_G,1384, -69.20,staro17_85p_M01KV03 
              1050_G,1385, -69.25,staro17_85p_M01KV03 
              1050_G,1386, -69.30,staro17_85p_M01KV03 
              1050_G,1387, -69.35,staro17_85p_M01KV03 
              1050_G,1388, -69.40,staro17_85p_M01KV03 
              1050_G,1389, -69.45,staro17_85p_M01KV03 
              1050_G,1390, -69.50,staro17_85p_M01KV03 
              1050_G,1391, -69.55,staro17_85p_M01KV03 
              1050_G,1392, -69.60,staro17_85p_M01KV03 
              1050_G,1393, -69.65,staro17_85p_M01KV03 
              1050_G,1394, -69.70,staro17_85p_M01KV03 
              1050_G,1395, -69.75,staro17_85p_M01KV03 
              1050_G,1396, -69.80,staro17_85p_M01KV03 
              1050_G,1397, -69.85,staro17_85p_M01KV03 
              1050_G,1398, -69.90,staro17_85p_M01KV03 
              1050_G,1399, -69.95,staro17_85p_M01KV03 
              1050_G,1400, -70.00,staro17_85p_M01KV03 
              1050_G,1401, -70.05,staro17_85p_M01KV03 
              1050_G,1402, -70.10,staro17_85p_M01KV03 
              1050_G,1403, -70.15,staro17_85p_M01KV03 
              1050_G,1404, -70.20,staro17_85p_M01KV03 
              1050_G,1405, -70.25,staro17_85p_M01KV03 
              1050_G,1406, -70.30,staro17_85p_M01KV03 
              1050_G,1407, -70.35,staro17_85p_M01KV03 
              1050_G,1408, -70.40,staro17_85p_M01KV03 
              1050_G,1409, -70.45,staro17_85p_M01KV03 
              1050_G,1410, -70.50,staro17_85p_M01KV03 
              1050_G,1411, -70.55,staro17_85p_M01KV03 
              1050_G,1412, -70.60,staro17_85p_M01KV03 
              1050_G,1413, -70.65,staro17_85p_M01KV03 
              1050_G,1414, -70.70,staro17_85p_M01KV03 
              1050_G,1415, -70.75,staro17_85p_M01KV03 
              1050_G,1416, -70.80,staro17_85p_M01KV03 
              1050_G,1417, -70.85,staro17_85p_M01KV03 
              1050_G,1418, -70.90,staro17_85p_M01KV03 
              1050_G,1419, -70.95,staro17_85p_M01KV03 
              1050_G,1420, -71.00,staro17_85p_M01KV03 
              1050_G,1421, -71.05,staro17_85p_M01KV03 
              1050_G,1422, -71.10,staro17_85p_M01KV03 
              1050_G,1423, -71.15,staro17_85p_M01KV03 
              1050_G,1424, -71.20,staro17_85p_M01KV03 
              1050_G,1425, -71.25,staro17_85p_M01KV03 
              1050_G,1426, -71.30,staro17_85p_M01KV03 
              1050_G,1427, -71.35,staro17_85p_M01KV03 
              1050_G,1428, -71.40,staro17_85p_M01KV03 
              1050_G,1429, -71.45,staro17_85p_M01KV03 
              1050_G,1430, -71.50,staro17_85p_M01KV03 
              1050_G,1431, -71.55,staro17_85p_M01KV03 
              1050_G,1432, -71.60,staro17_85p_M01KV03 
              1050_G,1433, -71.65,staro17_85p_M01KV03 
              1050_G,1434, -71.70,staro17_85p_M01KV03 
              1050_G,1435, -71.75,staro17_85p_M01KV03 
              1050_G,1436, -71.80,staro17_85p_M01KV03 
              1050_G,1437, -71.85,staro17_85p_M01KV03 
              1050_G,1438, -71.90,staro17_85p_M01KV03 
              1050_G,1439, -71.95,staro17_85p_M01KV03 
              1050_G,1440, -72.00,staro17_85p_M01KV03 
              1050_G,1441, -72.05,staro17_85p_M01KV03 
              1050_G,1442, -72.10,staro17_85p_M01KV03 
              1050_G,1443, -72.15,staro17_85p_M01KV03 
              1050_G,1444, -72.20,staro17_85p_M01KV03 
              1050_G,1445, -72.25,staro17_85p_M01KV03 
              1050_G,1446, -72.30,staro17_85p_M01KV03 
              1050_G,1447, -72.35,staro17_85p_M01KV03 
              1050_G,1448, -72.40,staro17_85p_M01KV03 
              1050_G,1449, -72.45,staro17_85p_M01KV03 
              1050_G,1450, -72.50,staro17_85p_M01KV03 
              1050_G,1451, -72.55,staro17_85p_M01KV03 
              1050_G,1452, -72.60,staro17_85p_M01KV03 
              1050_G,1453, -72.65,staro17_85p_M01KV03 
              1050_G,1454, -72.70,staro17_85p_M01KV03 
              1050_G,1455, -72.75,staro17_85p_M01KV03 
              1050_G,1456, -72.80,staro17_85p_M01KV03 
              1050_G,1457, -72.85,staro17_85p_M01KV03 
              1050_G,1458, -72.90,staro17_85p_M01KV03 
              1050_G,1459, -72.95,staro17_85p_M01KV03 
              1050_G,1460, -73.00,staro17_85p_M01KV03 
              1050_G,1461, -73.05,staro17_85p_M01KV03 
              1050_G,1462, -73.10,staro17_85p_M01KV03 
              1050_G,1463, -73.15,staro17_85p_M01KV03 
              1050_G,1464, -73.20,staro17_85p_M01KV03 
              1050_G,1465, -73.25,staro17_85p_M01KV03 
              1050_G,1466, -73.30,staro17_85p_M01KV03 
              1050_G,1467, -73.35,staro17_85p_M01KV03 
              1050_G,1468, -73.40,staro17_85p_M01KV03 
              1050_G,1469, -73.45,staro17_85p_M01KV03 
              1050_G,1470, -73.50,staro17_85p_M01KV03 
              1050_G,1471, -73.55,staro17_85p_M01KV03 
              1050_G,1472, -73.60,staro17_85p_M01KV03 
              1050_G,1473, -73.65,staro17_85p_M01KV03 
              1050_G,1474, -73.70,staro17_85p_M01KV03 
              1050_G,1475, -73.75,staro17_85p_M01KV03 
              1050_G,1476, -73.80,staro17_85p_M01KV03 
              1050_G,1477, -73.85,staro17_85p_M01KV03 
              1050_G,1478, -73.90,staro17_85p_M01KV03 
              1050_G,1479, -73.95,staro17_85p_M01KV03 
              1050_G,1480, -74.00,staro17_85p_M01KV03 
              1050_G,1481, -74.05,staro17_85p_M01KV03 
              1050_G,1482, -74.10,staro17_85p_M01KV03 
              1050_G,1483, -74.15,staro17_85p_M01KV03 
              1050_G,1484, -74.20,staro17_85p_M01KV03 
              1050_G,1485, -74.25,staro17_85p_M01KV03 
              1050_G,1486, -74.30,staro17_85p_M01KV03 
              1050_G,1487, -74.35,staro17_85p_M01KV03 
              1050_G,1488, -74.40,staro17_85p_M01KV03 
              1050_G,1489, -74.45,staro17_85p_M01KV03 
