         1,   -0.9999999553D+07,    0.1667421459D+00,    0.1313558884D-09,    0.1770169966D-08,    0.4335447384D-16,  457
         2,   -0.7943281992D+07,    0.1706405921D+00,    0.1908011602D-09,    0.2146069724D-08,    0.0000000000D+00,  457
         3,   -0.6309573163D+07,    0.1746359976D+00,    0.2771484479D-09,    0.2768937329D-08,    0.0000000000D+00,  457
         4,   -0.5011872112D+07,    0.1787307735D+00,    0.4025722706D-09,    0.3572583318D-08,    0.0000000000D+00,  457
         5,   -0.3981071528D+07,    0.1829273905D+00,    0.5847567194D-09,    0.4609475570D-08,    0.0000000000D+00,  457
         6,   -0.3162277519D+07,    0.1872283805D+00,    0.8493887992D-09,    0.5947309763D-08,    0.0000000000D+00,  457
         7,   -0.2511886319D+07,    0.1916363381D+00,    0.1233780118D-08,    0.7673428801D-08,    0.0000000000D+00,  457
         8,   -0.1995262226D+07,    0.1961539221D+00,    0.1792127539D-08,    0.9900524369D-08,    0.1413187313D-14,  457
         9,   -0.1584893122D+07,    0.2007838566D+00,    0.2603154482D-08,    0.1277399348D-07,    0.2584225526D-14,  457
        10,   -0.1258925356D+07,    0.2055289329D+00,    0.3781210169D-08,    0.1648142999D-07,    0.4725642249D-14,  457
        11,   -0.9999999553D+06,    0.2103920107D+00,    0.5492391622D-08,    0.2126486869D-07,    0.8641535999D-14,  457
        12,   -0.7943281992D+06,    0.2153760194D+00,    0.7977961221D-08,    0.2743658334D-07,    0.1580231178D-13,  457
        13,   -0.6309573163D+06,    0.2204839597D+00,    0.1158836107D-07,    0.3539946595D-07,    0.2889680087D-13,  457
        14,   -0.5011872112D+06,    0.2257189043D+00,    0.1683261900D-07,    0.4567331790D-07,    0.5284187306D-13,  457
        15,   -0.3981071528D+06,    0.2310839995D+00,    0.2445011033D-07,    0.5892876651D-07,    0.9662861124D-13,  457
        16,   -0.3162277519D+06,    0.2365824657D+00,    0.3551478989D-07,    0.7603101105D-07,    0.1766981919D-12,  457
        17,   -0.2511886319D+06,    0.2422175981D+00,    0.5158658379D-07,    0.9809625094D-07,    0.3231148875D-12,  457
        18,   -0.1995262226D+06,    0.2479927667D+00,    0.7493127401D-07,    0.1265644600D-06,    0.5908536058D-12,  457
        19,   -0.1584893122D+06,    0.2539114161D+00,    0.1088398549D-06,    0.1632932307D-06,    0.1080439134D-11,  457
        20,   -0.1258925356D+06,    0.2599770639D+00,    0.1580923454D-06,    0.2106787722D-06,    0.1975684032D-11,  457
        21,   -0.9999999553D+05,    0.2661932989D+00,    0.2296313697D-06,    0.2718119020D-06,    0.3612688393D-11,  457
        22,   -0.7943281992D+05,    0.2725637777D+00,    0.3335403238D-06,    0.3506790551D-06,    0.6605993454D-11,  457
        23,   -0.6309573163D+05,    0.2790922189D+00,    0.4844637542D-06,    0.4524212664D-06,    0.1207921838D-10,  457
        24,   -0.5011872112D+05,    0.2857823960D+00,    0.7036696745D-06,    0.5836676939D-06,    0.2208668686D-10,  457
        25,   -0.3981071528D+05,    0.2926381262D+00,    0.1022043579D-05,    0.7529648421D-06,    0.4038413306D-10,  457
        26,   -0.3162277519D+05,    0.2996632555D+00,    0.1484434390D-05,    0.9713286442D-06,    0.7383734197D-10,  457
        27,   -0.2511886319D+05,    0.3068616383D+00,    0.2155961540D-05,    0.1252953833D-05,    0.1349963813D-09,  457
        28,   -0.1995262226D+05,    0.3142371096D+00,    0.3131165769D-05,    0.1616124314D-05,    0.2467990092D-09,  457
        29,   -0.1584893122D+05,    0.3217934476D+00,    0.4547281387D-05,    0.2011830981D-05,    0.4203201674D-09,  457
        30,   -0.1548816550D+05,    0.3225591716D+00,    0.4720142861D-05,    0.2149595954D-05,    0.4936554125D-09,  457
        31,   -0.1513561181D+05,    0.3233267448D+00,    0.4899572671D-05,    0.2204977225D-05,    0.5243485574D-09,  457
        32,   -0.1479108322D+05,    0.3240961707D+00,    0.5085820214D-05,    0.2261782478D-05,    0.5569494967D-09,  457
        33,   -0.1445439706D+05,    0.3248674528D+00,    0.5279144343D-05,    0.2320048381D-05,    0.5915767593D-09,  457
        34,   -0.1412537481D+05,    0.3256405947D+00,    0.5479813727D-05,    0.2379812440D-05,    0.6283562467D-09,  457
        35,   -0.1380384203D+05,    0.3264155999D+00,    0.5688107222D-05,    0.2441112878D-05,    0.6674216553D-09,  457
        36,   -0.1348962822D+05,    0.3271924719D+00,    0.5904314256D-05,    0.2503989132D-05,    0.7089150000D-09,  457
        37,   -0.1318256680D+05,    0.3279712142D+00,    0.6128735227D-05,    0.2568481601D-05,    0.7529871066D-09,  457
        38,   -0.1288249494D+05,    0.3287518303D+00,    0.6361681923D-05,    0.2634631408D-05,    0.7997981681D-09,  457
        39,   -0.1258925356D+05,    0.3295343235D+00,    0.6603477947D-05,    0.2702480870D-05,    0.8495183185D-09,  457
        40,   -0.1230268716D+05,    0.3303186972D+00,    0.6854459166D-05,    0.2772074024D-05,    0.9023282388D-09,  457
        41,   -0.1202264381D+05,    0.3311049550D+00,    0.7114974177D-05,    0.2843455103D-05,    0.9584198586D-09,  457
        42,   -0.1174897502D+05,    0.3318931000D+00,    0.7385384784D-05,    0.2916669552D-05,    0.1017997000D-08,  457
        43,   -0.1148153570D+05,    0.3326831356D+00,    0.7666066499D-05,    0.2991764888D-05,    0.1081276132D-08,  457
        44,   -0.1122018404D+05,    0.3334750652D+00,    0.7957409061D-05,    0.3068788675D-05,    0.1148487134D-08,  457
        45,   -0.1096478147D+05,    0.3342688919D+00,    0.8259816970D-05,    0.3147790333D-05,    0.1219874189D-08,  457
        46,   -0.1071519257D+05,    0.3350646191D+00,    0.8573710048D-05,    0.3228820547D-05,    0.1295696629D-08,  457
        47,   -0.1047128501D+05,    0.3358622499D+00,    0.8899524017D-05,    0.3311930877D-05,    0.1376229882D-08,  457
        48,   -0.1023292947D+05,    0.3366617875D+00,    0.9237711099D-05,    0.3397174409D-05,    0.1461766373D-08,  457
        49,   -0.9999999553D+04,    0.3374632350D+00,    0.9588740635D-05,    0.3484605616D-05,    0.1552616778D-08,  457
        50,   -0.9772371773D+04,    0.3382665955D+00,    0.9953099739D-05,    0.3574280567D-05,    0.1649111052D-08,  457
        51,   -0.9549925433D+04,    0.3390718721D+00,    0.1033129396D-04,    0.3666256562D-05,    0.1751599527D-08,  457
        52,   -0.9332542591D+04,    0.3398790679D+00,    0.1072384799D-04,    0.3760591811D-05,    0.1860454303D-08,  457
        53,   -0.9120107986D+04,    0.3406881857D+00,    0.1113130636D-04,    0.3857346379D-05,    0.1976070541D-08,  457
        54,   -0.8912508983D+04,    0.3414992285D+00,    0.1155423422D-04,    0.3956582615D-05,    0.2098867962D-08,  457
        55,   -0.8709635510D+04,    0.3423121993D+00,    0.1199321810D-04,    0.4058363240D-05,    0.2229292302D-08,  457
        56,   -0.8511380002D+04,    0.3431271008D+00,    0.1244886673D-04,    0.4162752989D-05,    0.2367816820D-08,  457
        57,   -0.8317637339D+04,    0.3439439359D+00,    0.1292181182D-04,    0.4269818796D-05,    0.2514944229D-08,  457
        58,   -0.8128304798D+04,    0.3447627074D+00,    0.1341270903D-04,    0.4379628524D-05,    0.2671208446D-08,  457
        59,   -0.7943281992D+04,    0.3455834180D+00,    0.1392223877D-04,    0.4492251409D-05,    0.2837176293D-08,  457
        60,   -0.7762470819D+04,    0.3464060702D+00,    0.1445110718D-04,    0.4607759533D-05,    0.3013449907D-08,  457
        61,   -0.7585775411D+04,    0.3472306668D+00,    0.1500004711D-04,    0.4726226574D-05,    0.3200668680D-08,  457
        62,   -0.7413102082D+04,    0.3480572103D+00,    0.1556981909D-04,    0.4847726858D-05,    0.3399511577D-08,  457
        63,   -0.7244359277D+04,    0.3488857031D+00,    0.1616121240D-04,    0.4972338044D-05,    0.3610699701D-08,  457
        64,   -0.7079457527D+04,    0.3497161478D+00,    0.1677504614D-04,    0.5100138928D-05,    0.3834998760D-08,  457
        65,   -0.6918309400D+04,    0.3505485466D+00,    0.1741217033D-04,    0.5231210474D-05,    0.4073221942D-08,  457
        66,   -0.6760829452D+04,    0.3513829020D+00,    0.1807346713D-04,    0.5365635735D-05,    0.4326232795D-08,  457
        67,   -0.6606934185D+04,    0.3522192161D+00,    0.1875985198D-04,    0.5503499523D-05,    0.4594948307D-08,  457
        68,   -0.6456542002D+04,    0.3530574912D+00,    0.1947227490D-04,    0.5644889443D-05,    0.4880342339D-08,  457
        69,   -0.6309573163D+04,    0.3538977294D+00,    0.2021172177D-04,    0.5789894261D-05,    0.5183448927D-08,  457
        70,   -0.6165949743D+04,    0.3547399327D+00,    0.2097921566D-04,    0.5938605643D-05,    0.5505366181D-08,  457
        71,   -0.6025595591D+04,    0.3555841031D+00,    0.2177581826D-04,    0.6091117936D-05,    0.5847260296D-08,  457
        72,   -0.5888436290D+04,    0.3564302426D+00,    0.2260263132D-04,    0.6247526390D-05,    0.6210369412D-08,  457
        73,   -0.5754399116D+04,    0.3572783528D+00,    0.2346079810D-04,    0.6407929663D-05,    0.6596008409D-08,  457
