Row,Col,Cell_ID,Ag,Active_Cel,GhostNode,subgroup
17,53,2181,2,1,21,17
17,55,2183,2,1,21,17
17,56,2184,2,1,21,18
17,57,2185,2,1,21,18
17,59,2187,2,1,21,18
18,49,2310,2,1,19,2
18,50,2311,2,1,19,3
18,52,2313,2,1,19,3
18,54,2315,2,1,21,19
18,55,2316,2,1,21,19
18,57,2318,2,1,21,19
18,59,2320,2,1,21,19
19,28,2422,2,1,15,1
19,30,2424,2,1,15,1
19,31,2425,2,1,15,1
19,32,2426,2,1,15,2
19,33,2427,2,1,15,2
19,49,2443,2,1,19,3
19,52,2446,2,1,19,4
19,53,2447,2,1,19,4
19,56,2450,2,1,21,20
19,57,2451,2,1,21,20
19,59,2453,2,1,21,20
20,27,2554,2,1,15,2
20,29,2556,2,1,15,3
20,30,2557,2,1,15,3
20,33,2560,2,1,15,3
20,34,2561,2,1,15,4
20,35,2562,2,1,15,4
20,36,2563,2,1,15,4
20,49,2576,2,1,19,4
20,50,2577,2,1,19,5
20,51,2578,2,1,19,5
20,52,2579,2,1,19,5
20,53,2580,2,1,19,6
20,54,2581,2,1,19,6
20,55,2582,2,1,19,6
21,27,2687,2,1,15,5
21,28,2688,2,1,15,5
21,29,2689,2,1,15,5
21,30,2690,2,1,15,6
21,33,2693,2,1,15,6
21,34,2694,2,1,15,6
21,35,2695,2,1,15,7
21,36,2696,2,1,17,1
21,37,2697,2,1,17,1
21,38,2698,2,1,17,1
21,48,2708,2,1,19,7
21,49,2709,2,1,19,7
21,50,2710,2,1,19,7
21,54,2714,2,1,19,8
21,56,2716,2,1,19,8
21,57,2717,2,1,19,8
21,59,2719,2,1,21,20
22,28,2821,2,1,15,7
22,29,2822,2,1,15,7
22,30,2823,2,1,15,8
22,31,2824,2,1,15,8
22,32,2825,2,1,15,8
22,33,2826,2,1,15,9
22,34,2827,2,1,15,9
22,35,2828,2,1,15,9
22,38,2831,2,1,17,2
22,39,2832,2,1,17,2
22,48,2841,2,1,19,9
22,49,2842,2,1,19,9
22,51,2844,2,1,19,9
22,53,2846,2,1,19,10
22,54,2847,2,1,19,10
22,58,2851,2,1,19,10
23,28,2954,2,1,15,10
23,29,2955,2,1,15,10
23,34,2960,2,1,15,10
23,39,2965,2,1,17,2
23,40,2966,2,1,17,3
23,49,2975,2,1,19,11
23,50,2976,2,1,19,11
23,52,2978,2,1,19,11
23,55,2981,2,1,19,12
23,56,2982,2,1,19,12
23,58,2984,2,1,19,12
24,27,3086,2,1,15,11
24,28,3087,2,1,15,11
24,29,3088,2,1,15,11
24,30,3089,2,1,15,12
24,33,3092,2,1,15,12
24,34,3093,2,1,15,12
24,35,3094,2,1,15,13
24,38,3097,2,1,17,3
24,39,3098,2,1,17,3
24,40,3099,2,1,17,4
24,41,3100,2,1,17,4
24,42,3101,2,1,17,4
24,43,3102,2,1,17,5
24,45,3104,2,1,17,5
24,46,3105,2,1,19,13
24,47,3106,2,1,19,13
24,51,3110,2,1,19,13
24,53,3112,2,1,19,14
24,55,3114,2,1,19,14
24,56,3115,2,1,19,14
25,28,3220,2,1,15,13
25,29,3221,2,1,15,13
25,31,3223,2,1,15,14
25,34,3226,2,1,15,14
25,38,3230,2,1,17,5
25,40,3232,2,1,17,6
25,41,3233,2,1,17,6
25,42,3234,2,1,17,6
25,43,3235,2,1,17,7
25,44,3236,2,1,17,7
25,45,3237,2,1,17,7
25,47,3239,2,1,19,15
25,48,3240,2,1,19,15
25,49,3241,2,1,19,15
25,50,3242,2,1,19,16
25,54,3246,2,1,19,16
26,29,3354,2,1,15,14
26,30,3355,2,1,15,15
26,32,3357,2,1,15,15
26,36,3361,2,1,17,8
26,38,3363,2,1,17,8
26,39,3364,2,1,17,8
26,41,3366,2,1,17,9
26,43,3368,2,1,17,9
26,45,3370,2,1,17,9
26,46,3371,2,1,19,16
26,48,3373,2,1,19,17
26,51,3376,2,1,19,17
26,52,3377,2,1,19,17
27,29,3487,2,1,15,15
27,31,3489,2,1,15,16
27,35,3493,2,1,17,10
27,37,3495,2,1,17,10
27,38,3496,2,1,17,10
27,39,3497,2,1,17,11
27,41,3499,2,1,17,11
27,42,3500,2,1,17,11
27,44,3502,2,1,17,12
27,47,3505,2,1,19,18
27,50,3508,2,1,19,18
27,52,3510,2,1,19,18
28,29,3620,2,1,15,16
28,30,3621,2,1,15,16
28,31,3622,2,1,15,17
28,35,3626,2,1,17,12
28,37,3628,2,1,17,12
28,38,3629,2,1,17,13
28,39,3630,2,1,17,13
28,40,3631,2,1,17,13
28,41,3632,2,1,17,14
28,42,3633,2,1,17,14
28,43,3634,2,1,17,14
28,45,3636,2,1,17,15
28,46,3637,2,1,19,18
28,47,3638,2,1,19,19
28,48,3639,2,1,19,19
28,49,3640,2,1,19,19
28,50,3641,2,1,19,19
29,29,3753,2,1,15,17
29,31,3755,2,1,15,17
29,38,3762,2,1,17,15
29,39,3763,2,1,17,15
29,40,3764,2,1,17,16
29,41,3765,2,1,17,16
29,43,3767,2,1,17,16
29,45,3769,2,1,17,17
29,47,3771,2,1,19,20
30,29,3886,2,1,15,18
30,33,3890,2,1,15,18
30,36,3893,2,1,17,17
30,37,3894,2,1,17,17
30,44,3901,2,1,17,18
30,45,3902,2,1,17,18
30,46,3903,2,1,19,20
30,48,3905,2,1,19,20
31,30,4020,2,1,15,18
31,32,4022,2,1,15,19
31,33,4023,2,1,15,19
31,37,4027,2,1,17,18
31,39,4029,2,1,17,18
31,41,4031,2,1,17,19
31,42,4032,2,1,17,19
31,43,4033,2,1,17,19
31,45,4035,2,1,17,19
31,46,4036,2,1,19,20
32,28,4151,2,1,15,19
32,29,4152,2,1,15,19
32,31,4154,2,1,15,20
32,38,4161,2,1,17,20
32,39,4162,2,1,17,20
32,41,4164,2,1,17,20
32,43,4166,2,1,17,20
33,28,4284,2,1,15,20
33,30,4286,2,1,15,20
33,32,4288,2,1,15,20
9,73,1137,3,1,31,1
9,75,1139,3,1,31,1
9,76,1140,3,1,31,1
10,70,1267,3,1,31,2
10,73,1270,3,1,31,2
10,75,1272,3,1,31,2
10,77,1274,3,1,31,3
10,78,1275,3,1,33,1
11,69,1399,3,1,31,3
11,71,1401,3,1,31,3
11,72,1402,3,1,31,4
11,73,1403,3,1,31,4
11,76,1406,3,1,31,4
11,78,1408,3,1,33,1
11,79,1409,3,1,33,1
12,69,1532,3,1,31,5
12,71,1534,3,1,31,5
12,72,1535,3,1,31,5
12,75,1538,3,1,31,6
12,76,1539,3,1,31,6
12,77,1540,3,1,33,2
12,78,1541,3,1,33,2
13,65,1661,3,1,31,6
13,66,1662,3,1,31,7
13,68,1664,3,1,31,7
13,69,1665,3,1,31,7
13,70,1666,3,1,31,8
13,71,1667,3,1,31,8
13,76,1672,3,1,31,8
13,77,1673,3,1,33,2
13,78,1674,3,1,33,3
13,79,1675,3,1,33,3
14,65,1794,3,1,31,9
14,66,1795,3,1,31,9
14,70,1799,3,1,31,9
14,71,1800,3,1,31,10
14,72,1801,3,1,31,10
14,75,1804,3,1,31,10
14,76,1805,3,1,31,11
14,77,1806,3,1,33,3
14,78,1807,3,1,33,4
14,79,1808,3,1,33,4
15,64,1926,3,1,31,11
15,65,1927,3,1,31,11
15,66,1928,3,1,31,12
15,68,1930,3,1,31,12
15,69,1931,3,1,31,12
15,71,1933,3,1,31,13
15,74,1936,3,1,31,13
15,75,1937,3,1,31,13
15,77,1939,3,1,33,4
15,79,1941,3,1,33,5
16,64,2059,3,1,31,14
16,67,2062,3,1,31,14
16,69,2064,3,1,31,14
16,70,2065,3,1,31,15
16,71,2066,3,1,31,15
16,72,2067,3,1,31,15
16,74,2069,3,1,31,16
16,75,2070,3,1,31,16
16,76,2071,3,1,31,16
16,78,2073,3,1,33,5
16,79,2074,3,1,33,5
17,65,2193,3,1,31,17
17,68,2196,3,1,31,17
17,69,2197,3,1,31,17
17,71,2199,3,1,31,18
17,74,2202,3,1,33,6
17,76,2204,3,1,33,6
17,77,2205,3,1,33,6
17,78,2206,3,1,33,7
17,79,2207,3,1,33,7
18,64,2325,3,1,29,1
18,67,2328,3,1,31,18
18,69,2330,3,1,31,18
18,70,2331,3,1,31,19
18,71,2332,3,1,31,19
18,74,2335,3,1,33,7
18,75,2336,3,1,33,8
18,77,2338,3,1,33,8
18,78,2339,3,1,33,8
18,79,2340,3,1,33,9
19,65,2459,3,1,29,1
19,66,2460,3,1,29,1
19,68,2462,3,1,31,19
19,69,2463,3,1,31,19
19,70,2464,3,1,31,20
19,71,2465,3,1,31,20
19,73,2467,3,1,33,9
19,75,2469,3,1,33,9
19,76,2470,3,1,33,10
19,77,2471,3,1,33,10
19,79,2473,3,1,33,10
20,64,2591,3,1,29,2
20,66,2593,3,1,29,2
20,67,2594,3,1,29,2
20,69,2596,3,1,29,3
20,71,2598,3,1,29,3
20,73,2600,3,1,33,11
20,74,2601,3,1,33,11
20,76,2603,3,1,33,11
20,77,2604,3,1,33,12
20,78,2605,3,1,33,12
20,79,2606,3,1,33,12
21,63,2723,3,1,29,3
21,66,2726,3,1,29,4
21,67,2727,3,1,29,4
21,69,2729,3,1,29,4
21,70,2730,3,1,29,5
21,75,2735,3,1,33,13
21,77,2737,3,1,33,13
22,64,2857,3,1,29,5
22,65,2858,3,1,29,5
22,67,2860,3,1,29,6
22,68,2861,3,1,29,6
22,69,2862,3,1,29,6
22,70,2863,3,1,29,7
22,72,2865,3,1,33,13
22,73,2866,3,1,33,14
22,74,2867,3,1,33,14
23,62,2988,3,1,29,7
23,63,2989,3,1,29,7
23,64,2990,3,1,29,8
23,65,2991,3,1,29,8
23,67,2993,3,1,29,8
23,69,2995,3,1,29,9
23,70,2996,3,1,29,9
23,72,2998,3,1,33,14
23,74,3000,3,1,33,15
23,76,3002,3,1,33,15
23,77,3003,3,1,33,15
24,61,3120,3,1,29,9
24,62,3121,3,1,29,10
24,64,3123,3,1,29,10
24,65,3124,3,1,29,10
24,67,3126,3,1,29,11
24,68,3127,3,1,29,11
24,69,3128,3,1,29,11
24,70,3129,3,1,29,12
24,73,3132,3,1,33,16
24,74,3133,3,1,33,16
24,76,3135,3,1,33,16
24,77,3136,3,1,33,17
25,60,3252,3,1,27,1
25,61,3253,3,1,29,12
25,63,3255,3,1,29,12
25,64,3256,3,1,29,13
25,65,3257,3,1,29,13
25,68,3260,3,1,29,13
25,70,3262,3,1,29,14
25,73,3265,3,1,33,17
25,74,3266,3,1,33,17
26,59,3384,3,1,27,1
26,60,3385,3,1,27,1
26,62,3387,3,1,29,14
26,63,3388,3,1,29,14
26,64,3389,3,1,29,15
26,65,3390,3,1,29,15
26,66,3391,3,1,29,15
26,68,3393,3,1,29,16
26,69,3394,3,1,29,16
26,70,3395,3,1,29,16
26,73,3398,3,1,33,18
26,76,3401,3,1,33,18
26,77,3402,3,1,33,18
27,57,3515,3,1,27,2
27,59,3517,3,1,27,2
27,60,3518,3,1,27,2
27,62,3520,3,1,29,17
27,63,3521,3,1,29,17
27,65,3523,3,1,29,17
27,66,3524,3,1,29,18
27,68,3526,3,1,29,18
27,69,3527,3,1,29,18
27,70,3528,3,1,29,19
27,73,3531,3,1,33,19
27,74,3532,3,1,33,19
27,76,3534,3,1,33,19
28,55,3646,3,1,27,3
28,57,3648,3,1,27,3
28,58,3649,3,1,27,3
28,59,3650,3,1,27,4
28,61,3652,3,1,27,4
28,64,3655,3,1,29,19
28,66,3657,3,1,29,19
28,67,3658,3,1,29,20
28,74,3665,3,1,33,19
28,76,3667,3,1,33,20
29,53,3777,3,1,27,4
29,55,3779,3,1,27,5
29,56,3780,3,1,27,5
29,57,3781,3,1,27,5
29,58,3782,3,1,27,6
29,60,3784,3,1,27,6
29,62,3786,3,1,27,6
29,63,3787,3,1,27,7
29,65,3789,3,1,29,20
29,68,3792,3,1,27,7
29,72,3796,3,1,33,20
29,75,3799,3,1,33,20
30,52,3909,3,1,27,7
30,54,3911,3,1,27,8
30,56,3913,3,1,27,8
30,58,3915,3,1,27,8
30,60,3917,3,1,27,9
30,61,3918,3,1,27,9
30,63,3920,3,1,27,9
30,64,3921,3,1,27,10
30,65,3922,3,1,27,10
30,67,3924,3,1,27,10
31,51,4041,3,1,27,11
31,53,4043,3,1,27,11
31,54,4044,3,1,27,11
31,55,4045,3,1,27,12
31,56,4046,3,1,27,12
31,57,4047,3,1,27,12
31,58,4048,3,1,27,13
31,61,4051,3,1,27,13
31,62,4052,3,1,27,13
31,64,4054,3,1,27,14
31,66,4056,3,1,27,14
31,69,4059,3,1,27,14
32,50,4173,3,1,27,15
32,51,4174,3,1,27,15
32,52,4175,3,1,27,15
32,53,4176,3,1,27,16
32,56,4179,3,1,27,16
32,59,4182,3,1,27,16
32,61,4184,3,1,27,17
32,62,4185,3,1,27,17
32,63,4186,3,1,27,17
33,49,4305,3,1,27,18
33,50,4306,3,1,27,18
33,51,4307,3,1,27,18
33,53,4309,3,1,27,19
33,54,4310,3,1,27,19
33,55,4311,3,1,27,19
33,57,4313,3,1,27,20
33,58,4314,3,1,27,20
36,67,4722,4,1,38,1
36,69,4724,4,1,38,1
36,71,4726,4,1,38,1
36,72,4727,4,1,38,2
36,73,4728,4,1,38,2
36,74,4729,4,1,38,2
36,75,4730,4,1,38,3
37,68,4856,4,1,38,3
37,69,4857,4,1,38,3
37,70,4858,4,1,38,4
37,71,4859,4,1,38,4
37,73,4861,4,1,38,4
37,74,4862,4,1,38,5
37,75,4863,4,1,38,5
37,76,4864,4,1,38,5
37,77,4865,4,1,38,6
37,78,4866,4,1,38,6
37,79,4867,4,1,38,6
37,81,4869,4,1,38,7
37,86,4874,4,1,40,1
37,88,4876,4,1,42,1
37,90,4878,4,1,42,1
37,91,4879,4,1,42,1
37,93,4881,4,1,42,2
37,95,4883,4,1,42,2
37,96,4884,4,1,42,2
37,100,4888,4,1,44,1
38,69,4990,4,1,38,7
38,70,4991,4,1,38,7
38,72,4993,4,1,38,8
38,73,4994,4,1,38,8
38,74,4995,4,1,38,8
38,76,4997,4,1,38,9
38,78,4999,4,1,38,9
38,79,5000,4,1,38,9
38,80,5001,4,1,38,10
38,85,5006,4,1,40,1
38,86,5007,4,1,40,1
38,88,5009,4,1,42,3
38,90,5011,4,1,42,3
38,92,5013,4,1,42,3
38,93,5014,4,1,42,4
38,94,5015,4,1,42,4
38,95,5016,4,1,42,4
38,96,5017,4,1,42,5
38,97,5018,4,1,42,5
38,98,5019,4,1,42,5
38,99,5020,4,1,44,1
38,100,5021,4,1,44,1
38,101,5022,4,1,44,2
38,102,5023,4,1,44,2
38,103,5024,4,1,44,2
38,104,5025,4,1,44,3
38,105,5026,4,1,44,3
38,106,5027,4,1,44,3
38,109,5030,4,1,44,4
39,71,5125,4,1,38,10
39,72,5126,4,1,38,10
39,73,5127,4,1,38,11
39,74,5128,4,1,38,11
39,75,5129,4,1,38,11
39,76,5130,4,1,38,12
39,77,5131,4,1,38,12
39,78,5132,4,1,38,12
39,80,5134,4,1,38,13
39,84,5138,4,1,40,2
39,86,5140,4,1,40,2
39,87,5141,4,1,42,6
39,89,5143,4,1,42,6
39,91,5145,4,1,42,6
39,97,5151,4,1,42,7
39,98,5152,4,1,44,4
39,99,5153,4,1,44,4
39,100,5154,4,1,44,5
39,101,5155,4,1,44,5
39,102,5156,4,1,44,5
39,103,5157,4,1,44,6
39,105,5159,4,1,44,6
39,106,5160,4,1,44,6
39,108,5162,4,1,44,7
39,110,5164,4,1,44,7
39,111,5165,4,1,44,7
39,112,5166,4,1,44,8
39,114,5168,4,1,44,8
39,116,5170,4,1,44,8
40,72,5259,4,1,38,13
40,73,5260,4,1,38,13
40,75,5262,4,1,38,14
40,76,5263,4,1,38,14
40,78,5265,4,1,38,14
40,79,5266,4,1,38,15
40,83,5270,4,1,40,2
40,85,5272,4,1,40,3
40,86,5273,4,1,40,3
40,87,5274,4,1,42,7
40,89,5276,4,1,42,7
40,90,5277,4,1,42,8
40,92,5279,4,1,42,8
40,93,5280,4,1,42,8
40,94,5281,4,1,42,9
40,95,5282,4,1,42,9
40,96,5283,4,1,42,9
40,97,5284,4,1,42,10
40,98,5285,4,1,44,9
40,99,5286,4,1,44,9
40,100,5287,4,1,44,9
40,101,5288,4,1,44,10
40,102,5289,4,1,44,10
40,103,5290,4,1,44,10
40,104,5291,4,1,44,11
40,105,5292,4,1,44,11
40,106,5293,4,1,44,11
40,107,5294,4,1,44,12
40,108,5295,4,1,44,12
40,109,5296,4,1,44,12
40,110,5297,4,1,44,13
40,111,5298,4,1,44,13
40,112,5299,4,1,44,13
40,113,5300,4,1,44,14
40,115,5302,4,1,44,14
40,116,5303,4,1,44,14
40,117,5304,4,1,44,15
40,118,5305,4,1,44,15
40,119,5306,4,1,44,15
41,73,5393,4,1,38,15
41,74,5394,4,1,38,15
41,76,5396,4,1,38,15
41,77,5397,4,1,38,16
41,79,5399,4,1,38,16
41,80,5400,4,1,38,16
41,82,5402,4,1,40,3
41,83,5403,4,1,40,4
41,84,5404,4,1,40,4
41,86,5406,4,1,40,4
41,87,5407,4,1,42,10
41,89,5409,4,1,42,10
41,91,5411,4,1,42,11
41,92,5412,4,1,42,11
41,93,5413,4,1,42,11
41,94,5414,4,1,42,12
41,95,5415,4,1,42,12
41,96,5416,4,1,42,12
41,97,5417,4,1,42,13
41,98,5418,4,1,44,15
41,106,5426,4,1,44,16
41,107,5427,4,1,44,16
41,109,5429,4,1,44,16
41,111,5431,4,1,44,16
41,112,5432,4,1,44,17
41,113,5433,4,1,44,17
41,114,5434,4,1,44,17
41,115,5435,4,1,44,17
41,116,5436,4,1,44,18
42,73,5526,4,1,38,16
42,74,5527,4,1,38,17
42,77,5530,4,1,40,5
42,78,5531,4,1,40,5
42,79,5532,4,1,40,5
42,82,5535,4,1,40,6
42,84,5537,4,1,42,13
42,85,5538,4,1,42,13
42,88,5541,4,1,42,14
42,89,5542,4,1,42,14
42,90,5543,4,1,42,14
42,92,5545,4,1,42,15
42,93,5546,4,1,42,15
42,94,5547,4,1,42,15
42,95,5548,4,1,42,16
42,96,5549,4,1,42,16
42,109,5562,4,1,44,18
42,110,5563,4,1,44,18
42,112,5565,4,1,44,18
42,113,5566,4,1,44,19
42,114,5567,4,1,44,19
42,115,5568,4,1,44,19
43,73,5659,4,1,38,17
43,74,5660,4,1,38,17
43,75,5661,4,1,38,17
43,77,5663,4,1,40,6
43,79,5665,4,1,40,6
43,80,5666,4,1,40,7
43,83,5669,4,1,40,7
43,86,5672,4,1,42,16
43,87,5673,4,1,42,16
43,89,5675,4,1,42,17
