total_inner_iterations,totim,kper,kstp,nouter,ninner,solution_inner_dvmax,solution_inner_dvmax_model,solution_inner_dvmax_node,solution_inner_rmax,solution_inner_rmax_model,solution_inner_rmax_node,solution_inner_alpha,solution_inner_omega
212,.2008252646579142E-13,1,212,1,1,-.7642638594739342E-13,1,1,.3705369344686231E-14,1,1,1.000000,0.6184082E-13
213,.2108668512393723E-13,1,213,1,1,-.8041114252533910E-13,1,1,.3691491556878419E-14,1,1,1.000000,0.6137461E-13
214,.2214105171499033E-13,1,214,1,1,-.8443169965042967E-13,1,1,.3691491556878419E-14,1,1,1.000000,0.6137946E-13
215,.2324813663559609E-13,1,215,1,1,-.8865328463165164E-13,1,1,.3691491556878419E-14,1,1,1.000000,0.6137486E-13
216,.2441057580223213E-13,1,216,1,1,-.9308594886191602E-13,1,1,.3691491556878419E-14,1,1,1.000000,0.6137970E-13
217,.2563113692719998E-13,1,217,1,1,-.9754158726635936E-13,1,1,.3705369344686231E-14,1,1,1.000000,0.6183873E-13
218,.2691272610841621E-13,1,218,1,1,-.1024186666279426E-12,1,1,.3705369344686231E-14,1,1,1.000000,0.6183541E-13
219,.2825839474869326E-13,1,219,1,1,-.1079776431344399E-12,1,1,.3691491556878419E-14,1,1,1.000000,0.6137759E-13
220,.2967134682098417E-13,1,220,1,1,-.1131465526213241E-12,1,1,.3691491556878419E-14,1,1,1.000000,0.6137681E-13
221,.3115494649688961E-13,1,221,1,1,-.1188038802501544E-12,1,1,.3691491556878419E-14,1,1,1.000000,0.6137363E-13
222,.3271272615659033E-13,1,222,1,1,-.1244905293937093E-12,1,1,.3705369344686231E-14,1,1,1.000000,0.6183643E-13
223,.3434839479927609E-13,1,223,1,1,-.1308481669155830E-12,1,1,.3705369344686231E-14,1,1,1.000000,0.6183668E-13
224,.3606584687409613E-13,1,224,1,1,-.1373905752584299E-12,1,1,.3705369344686231E-14,1,1,1.000000,0.6183476E-13
225,.3786917155265718E-13,1,225,1,1,-.1444068589558735E-12,1,1,.3691491556878419E-14,1,1,1.000000,0.6137473E-13
226,.3976266246514628E-13,1,226,1,1,-.1514731092152377E-12,1,1,.3705369344686231E-14,1,1,1.000000,0.6183515E-13
227,.4175082792325983E-13,1,227,1,1,-.1590467646720700E-12,1,1,.3705369344686231E-14,1,1,1.000000,0.6183450E-13
228,.4383840165427907E-13,1,228,1,1,-.1668292157161094E-12,1,1,.3705369344686231E-14,1,1,1.000000,0.6183483E-13
229,.4603035407184926E-13,1,229,1,1,-.1753490580413335E-12,1,1,.3705369344686231E-14,1,1,1.000000,0.6183438E-13
230,.4833190411029796E-13,1,230,1,1,-.1843038115595229E-12,1,1,.3691491556878419E-14,1,1,1.000000,0.6137238E-13
231,.5074853165066910E-13,1,231,1,1,-.1933223364789877E-12,1,1,.3705369344686231E-14,1,1,1.000000,0.6183431E-13
232,.5328599056805880E-13,1,232,1,1,-.2029884532962567E-12,1,1,.3705369344686231E-14,1,1,1.000000,0.6183566E-13
233,.5595032243131798E-13,1,233,1,1,-.2131378759540052E-12,1,1,.3705369344686231E-14,1,1,1.000000,0.6183469E-13
234,.5874787088774012E-13,1,234,1,1,-.2236809372058220E-12,1,1,.3698430450782325E-14,1,1,1.000000,0.6160282E-13
235,.6168529676698337E-13,1,235,1,1,-.2351040323871863E-12,1,1,.3698430450782325E-14,1,1,1.000000,0.6160242E-13
236,.6476959394018878E-13,1,236,1,1,-.2466082332503648E-12,1,1,.3705369344686231E-14,1,1,1.000000,0.6183415E-13
237,.6800810597205446E-13,1,237,1,1,-.2592021956859585E-12,1,1,.3698430450782325E-14,1,1,1.000000,0.6160271E-13
238,.7140854360551342E-13,1,238,1,1,-.2720239412971121E-12,1,1,.3705369344686231E-14,1,1,1.000000,0.6183396E-13
239,.7497900312064534E-13,1,239,1,1,-.2856251383490178E-12,1,1,.3705369344686231E-14,1,1,1.000000,0.6183375E-13
240,.7872798561153385E-13,1,240,1,1,-.2999063952521912E-12,1,1,.3705369344686231E-14,1,1,1.000000,0.6183501E-13
241,.8266441722696679E-13,1,241,1,1,-.3147415411865830E-12,1,1,.3698430450782325E-14,1,1,1.000000,0.6160266E-13
242,.8679767042317137E-13,1,242,1,1,-.3304786182287434E-12,1,1,.3698430450782325E-14,1,1,1.000000,0.6160243E-13
243,.9113758627918618E-13,1,243,1,1,-.3470025491210572E-12,1,1,.3705369344686231E-14,1,1,1.000000,0.6183380E-13
244,.9569449792800173E-13,1,244,1,1,-.3647235189751385E-12,1,1,.3698430450782325E-14,1,1,1.000000,0.6160249E-13
245,.1004792551592581E-12,1,245,1,1,-.3827650026304869E-12,1,1,.3705369344686231E-14,1,1,1.000000,0.6183367E-13
246,.1055032502520772E-12,1,246,1,1,-.4019032527363712E-12,1,1,.3705369344686231E-14,1,1,1.000000,0.6183378E-13
247,.1107784450995373E-12,1,247,1,1,-.4219984153446196E-12,1,1,.3705369344686231E-14,1,1,1.000000,0.6183390E-13
248,.1163173996893704E-12,1,248,1,1,-.4430983360811684E-12,1,1,.3705369344686231E-14,1,1,1.000000,0.6183349E-13
249,.1221333020086952E-12,1,249,1,1,-.4652532528506917E-12,1,1,.3705369344686231E-14,1,1,1.000000,0.6183362E-13
250,.1282399994439862E-12,1,250,1,1,-.4886401565327224E-12,1,1,.3698430450782325E-14,1,1,1.000000,0.6160214E-13
251,.1346520317510417E-12,1,251,1,1,-.5128112580550995E-12,1,1,.3705369344686231E-14,1,1,1.000000,0.6183351E-13
252,.1413846656734501E-12,1,252,1,1,-.5385887966996178E-12,1,1,.3705369344686231E-14,1,1,1.000000,0.6183342E-13
253,.1484539312919788E-12,1,253,1,1,-.5653744119071753E-12,1,1,.3705369344686231E-14,1,1,1.000000,0.6183353E-13
254,.1558766601914340E-12,1,254,1,1,-.5937941482517566E-12,1,1,.3705369344686231E-14,1,1,1.000000,0.6183346E-13
255,.1636705255358619E-12,1,255,1,1,-.6234838556029523E-12,1,1,.3705369344686231E-14,1,1,1.000000,0.6183338E-13
256,.1718540841475113E-12,1,256,1,1,-.6544915533888881E-12,1,1,.3705369344686231E-14,1,1,1.000000,0.6183354E-13
257,.1804468206897431E-12,1,257,1,1,-.6872161309841297E-12,1,1,.3705369344686231E-14,1,1,1.000000,0.6183346E-13
258,.1894691940590865E-12,1,258,1,1,-.7219440587611489E-12,1,1,.3698430450782325E-14,1,1,1.000000,0.6160209E-13
259,.1989426860968971E-12,1,259,1,1,-.7578485229205325E-12,1,1,.3705369344686231E-14,1,1,1.000000,0.6183341E-13
260,.2088898527365982E-12,1,260,1,1,-.7957409489649984E-12,1,1,.3705369344686231E-14,1,1,1.000000,0.6183343E-13
261,.2193343777082843E-12,1,261,1,1,-.8355279963029968E-12,1,1,.3705369344686231E-14,1,1,1.000000,0.6183337E-13
262,.2303011289285548E-12,1,262,1,1,-.8770812768721904E-12,1,1,.3705369344686231E-14,1,1,1.000000,0.6183345E-13
263,.2418162177098387E-12,1,263,1,1,-.9210524781209351E-12,1,1,.3705369344686231E-14,1,1,1.000000,0.6183345E-13
264,.2539070609301869E-12,1,264,1,1,-.9671051018781014E-12,1,1,.3705369344686231E-14,1,1,1.000000,0.6183341E-13
265,.2666024463115525E-12,1,265,1,1,-.1015718645084647E-11,1,1,.3705369344686231E-14,1,1,1.000000,0.6183342E-13
266,.2799326009619864E-12,1,266,1,1,-.1066233374469154E-11,1,1,.3705369344686231E-14,1,1,1.000000,0.6183339E-13
267,.2939292633449419E-12,1,267,1,1,-.1119545042993123E-11,1,1,.3705369344686231E-14,1,1,1.000000,0.6183339E-13
268,.3086257588470453E-12,1,268,1,1,-.1175522294923400E-11,1,1,.3705369344686231E-14,1,1,1.000000,0.6183339E-13
269,.3240570791242538E-12,1,269,1,1,-.1234298409427706E-11,1,1,.3705369344686231E-14,1,1,1.000000,0.6183336E-13
270,.3402599654153227E-12,1,270,1,1,-.1296178153914469E-11,1,1,.3705369344686231E-14,1,1,1.000000,0.6183339E-13
271,.3572729960209451E-12,1,271,1,1,-.1360987061316167E-11,1,1,.3705369344686231E-14,1,1,1.000000,0.6183341E-13
272,.3751366781568486E-12,1,272,1,1,-.1428854695286085E-11,1,1,.3705369344686231E-14,1,1,1.000000,0.6183336E-13
273,.3938935443995473E-12,1,273,1,1,-.1500488234404267E-11,1,1,.3705369344686231E-14,1,1,1.000000,0.6183338E-13
274,.4135882539543809E-12,1,274,1,1,-.1575512645729456E-11,1,1,.3705369344686231E-14,1,1,1.000000,0.6183338E-13
275,.4342676989869562E-12,1,275,1,1,-.1654077915389558E-11,1,1,.3705369344686231E-14,1,1,1.000000,0.6183336E-13
276,.4559811162711602E-12,1,276,1,1,-.1736781810680160E-11,1,1,.3705369344686231E-14,1,1,1.000000,0.6183337E-13
277,.4787802044195744E-12,1,277,1,1,-.1823968787160967E-11,1,1,.3698430450782325E-14,1,1,1.000000,0.6160202E-13
278,.5027192469754094E-12,1,278,1,1,-.1915045465671477E-11,1,1,.3705369344686231E-14,1,1,1.000000,0.6183337E-13
279,.5278552416590362E-12,1,279,1,1,-.2011053434870345E-11,1,1,.3705369344686231E-14,1,1,1.000000,0.6183337E-13
280,.5542480360768442E-12,1,280,1,1,-.2111471865212801E-11,1,1,.3705369344686231E-14,1,1,1.000000,0.6183336E-13
281,.5819604702155427E-12,1,281,1,1,-.2217045457695287E-11,1,1,.3705369344686231E-14,1,1,1.000000,0.6183336E-13
282,.6110585260611761E-12,1,282,1,1,-.2327897729718803E-11,1,1,.3705369344686231E-14,1,1,1.000000,0.6183337E-13
283,.6416114846990911E-12,1,283,1,1,-.2444448015638851E-11,1,1,.3705369344686231E-14,1,1,1.000000,0.6183336E-13
284,.6736920912689020E-12,1,284,1,1,-.2566344074573626E-11,1,1,.3705369344686231E-14,1,1,1.000000,0.6183336E-13
285,.7073767281672034E-12,1,285,1,1,-.2694661277146684E-11,1,1,.3705369344686231E-14,1,1,1.000000,0.6183336E-13
286,.7427455969104198E-12,1,286,1,1,-.2829574235102354E-11,1,1,.3705369344686231E-14,1,1,1.000000,0.6183336E-13
287,.7798829090907970E-12,1,287,1,1,-.2971052945456368E-11,1,1,.3705369344686231E-14,1,1,1.000000,0.6183336E-13
288,.8188770868801931E-12,1,288,1,1,-.3119605591184469E-11,1,1,.3705369344686231E-14,1,1,1.000000,0.6183335E-13
289,.8598209735590591E-12,1,289,1,1,-.3275585869042917E-11,1,1,.3698430450782325E-14,1,1,1.000000,0.6160199E-13
290,.9028120545718683E-12,1,290,1,1,-.3439583824555629E-11,1,1,.3705369344686231E-14,1,1,1.000000,0.6183336E-13
291,.9479526896353180E-12,1,291,1,1,-.3611333416575748E-11,1,1,.3698430450782325E-14,1,1,1.000000,0.6160199E-13
292,.9953503564519403E-12,1,292,1,1,-.3791900085122286E-11,1,1,.3705369344686231E-14,1,1,1.000000,0.6183335E-13
293,.1045117906609394E-11,1,293,1,1,-.3981368521442256E-11,1,1,.3705369344686231E-14,1,1,1.000000,0.6183336E-13
294,.1097373834274719E-11,1,294,1,1,-.4180436944734990E-11,1,1,.3705369344686231E-14,1,1,1.000000,0.6183335E-13
295,.1152242558323312E-11,1,295,1,1,-.4389458788915347E-11,1,1,.3705369344686231E-14,1,1,1.000000,0.6183335E-13
296,.1209854718574334E-11,1,296,1,1,-.4608785209691431E-11,1,1,.3705369344686231E-14,1,1,1.000000,0.6183335E-13
297,.1270347486837907E-11,1,297,1,1,-.4839378307518853E-11,1,1,.3705369344686231E-14,1,1,1.000000,0.6183335E-13
298,.1333864893514658E-11,1,298,1,1,-.5081508751914583E-11,1,1,.3705369344686231E-14,1,1,1.000000,0.6183335E-13
299,.1400558170525248E-11,1,299,1,1,-.5335244965449048E-11,1,1,.3705369344686231E-14,1,1,1.000000,0.6183335E-13
300,.1470586111386366E-11,1,300,1,1,-.5602185299002966E-11,1,1,.3705369344686231E-14,1,1,1.000000,0.6183335E-13
301,.1544115449290541E-11,1,301,1,1,-.5882294558453622E-11,1,1,.3705369344686231E-14,1,1,1.000000,0.6183335E-13
302,.1621321254089924E-11,1,302,1,1,-.6176409280324857E-11,1,1,.3705369344686231E-14,1,1,1.000000,0.6183335E-13
303,.1702387349129277E-11,1,303,1,1,-.6485229737669591E-11,1,1,.3705369344686231E-14,1,1,1.000000,0.6183335E-13
304,.1787506748920597E-11,1,304,1,1,-.6809491217183227E-11,1,1,.3705369344686231E-14,1,1,1.000000,0.6183335E-13
305,.1876882118701483E-11,1,305,1,1,-.7149965769935580E-11,1,1,.3705369344686231E-14,1,1,1.000000,0.6183335E-13
306,.1970726256971413E-11,1,306,1,1,-.7507464049486070E-11,1,1,.3705369344686231E-14,1,1,1.000000,0.6183335E-13
307,.2069262602154841E-11,1,307,1,1,-.7882962537532684E-11,1,1,.3705369344686231E-14,1,1,1.000000,0.6183335E-13
308,.2172725764597439E-11,1,308,1,1,-.8276979093316788E-11,1,1,.3705369344686231E-14,1,1,1.000000,0.6183335E-13
309,.2281362085162167E-11,1,309,1,1,-.8690828036001176E-11,1,1,.3698430450782325E-14,1,1,1.000000,0.6160198E-13
310,.2395430221755132E-11,1,310,1,1,-.9125369424587696E-11,1,1,.3698430450782325E-14,1,1,1.000000,0.6160198E-13
311,.2515201765177745E-11,1,311,1,1,-.9581790178627855E-11,1,1,.3698430450782325E-14,1,1,1.000000,0.6160198E-13
312,.2640961885771489E-11,1,312,1,1,-.1006087967148712E-10,1,1,.3705369344686231E-14,1,1,1.000000,0.6183335E-13
313,.2773010012394919E-11,1,313,1,1,-.1056392363735942E-10,1,1,.3698430450782325E-14,1,1,1.000000,0.6160198E-13
314,.2911660545349521E-11,1,314,1,1,-.1109229610294855E-10,1,1,.3698430450782325E-14,1,1,1.000000,0.6160198E-13
315,.3057243604951853E-11,1,315,1,1,-.1164672576815992E-10,1,1,.3698430450782325E-14,1,1,1.000000,0.6160198E-13
316,.3210105817534302E-11,1,316,1,1,-.1222906203281490E-10,1,1,.3705369344686231E-14,1,1,1.000000,0.6183335E-13
317,.3370611140745874E-11,1,317,1,1,-.1284051510829332E-10,1,1,.3705369344686231E-14,1,1,1.000000,0.6183335E-13
318,.3539141730118024E-11,1,318,1,1,-.1348232653712870E-10,1,1,.3705369344686231E-14,1,1,1.000000,0.6183335E-13
319,.3716098848958781E-11,1,319,1,1,-.1415666784477640E-10,1,1,.3705369344686231E-14,1,1,1.000000,0.6183335E-13
320,.3901903823741577E-11,1,320,1,1,-.1486438307033367E-10,1,1,.3705369344686231E-14,1,1,1.000000,0.6183335E-13
321,.4096999047263512E-11,1,321,1,1,-.1560747814697533E-10,1,1,.3698430450782325E-14,1,1,1.000000,0.6160198E-13
322,.4301849031961544E-11,1,322,1,1,-.1638798225180729E-10,1,1,.3705369344686231E-14,1,1,1.000000,0.6183335E-13
323,.4516941515894478E-11,1,323,1,1,-.1720765482161182E-10,1,1,.3705369344686231E-14,1,1,1.000000,0.6183335E-13
324,.4742788624024058E-11,1,324,1,1,-.1806775033146067E-10,1,1,.3698430450782325E-14,1,1,1.000000,0.6160198E-13
325,.4979928087560117E-11,1,325,1,1,-.1897113779088741E-10,1,1,.3705369344686231E-14,1,1,1.000000,0.6183335E-13
326,.5228924524272980E-11,1,326,1,1,-.1991953630980850E-10,1,1,.3705369344686231E-14,1,1,1.000000,0.6183335E-13
327,.5490370782821486E-11,1,327,1,1,-.2091567927889241E-10,1,1,.3698430450782325E-14,1,1,1.000000,0.6160198E-13
328,.5764889354297416E-11,1,328,1,1,-.2196128863208593E-10,1,1,.3698430450782325E-14,1,1,1.000000,0.6160198E-13
329,.6053133854347143E-11,1,329,1,1,-.2305935297928730E-10,1,1,.3698430450782325E-14,1,1,1.000000,0.6160198E-13
330,.6355790579399357E-11,1,330,1,1,-.2421251295912996E-10,1,1,.3705369344686231E-14,1,1,1.000000,0.6183335E-13
331,.6673580140704181E-11,1,331,1,1,-.2542293645938217E-10,1,1,.3705369344686231E-14,1,1,1.000000,0.6183335E-13
332,.7007259180074247E-11,1,332,1,1,-.2669429531662628E-10,1,1,.3705369344686231E-14,1,1,1.000000,0.6183335E-13
333,.7357622171412816E-11,1,333,1,1,-.2802900995775506E-10,1,1,.3705369344686231E-14,1,1,1.000000,0.6183335E-13
334,.7725503312318313E-11,1,334,1,1,-.2943034337191602E-10,1,1,.3698430450782325E-14,1,1,1.000000,0.6160198E-13
335,.8111778510269086E-11,1,335,1,1,-.3090210597604262E-10,1,1,.3705369344686231E-14,1,1,1.000000,0.6183335E-13
336,.8517367468117397E-11,1,336,1,1,-.3244708217451456E-10,1,1,.3705369344686231E-14,1,1,1.000000,0.6183335E-13
337,.8943235873858124E-11,1,337,1,1,-.3406916533915811E-10,1,1,.3705369344686231E-14,1,1,1.000000,0.6183335E-13
338,.9390397699885887E-11,1,338,1,1,-.3577276555193970E-10,1,1,.3705369344686231E-14,1,1,1.000000,0.6183335E-13
339,.9859917617215039E-11,1,339,1,1,-.3756125434926685E-10,1,1,.3705369344686231E-14,1,1,1.000000,0.6183335E-13
340,.1035291353041065E-10,1,340,1,1,-.3943978697729073E-10,1,1,.3698430450782325E-14,1,1,1.000000,0.6160198E-13
341,.1087055923926604E-10,1,341,1,1,-.4141144694369074E-10,1,1,.3705369344686231E-14,1,1,1.000000,0.6183335E-13
342,.1141408723356419E-10,1,342,1,1,-.4348201899079124E-10,1,1,.3705369344686231E-14,1,1,1.000000,0.6183335E-13
343,.1198479162757726E-10,1,343,1,1,-.4565611960946187E-10,1,1,.3698430450782325E-14,1,1,1.000000,0.6160198E-13
344,.1258403124129098E-10,1,344,1,1,-.4793911571823406E-10,1,1,.3705369344686231E-14,1,1,1.000000,0.6183335E-13
345,.1321323283569039E-10,1,345,1,1,-.5033587108420275E-10,1,1,.3705369344686231E-14,1,1,1.000000,0.6183335E-13
346,.1387389450980976E-10,1,346,1,1,-.5285245417636199E-10,1,1,.3705369344686231E-14,1,1,1.000000,0.6183335E-13
347,.1456758926763511E-10,1,347,1,1,-.5549529691591988E-10,1,1,.3705369344686231E-14,1,1,1.000000,0.6183335E-13
348,.1529596876335172E-10,1,348,1,1,-.5827006122276319E-10,1,1,.3705369344686231E-14,1,1,1.000000,0.6183335E-13
349,.1606076723385416E-10,1,349,1,1,-.6118344212826291E-10,1,1,.3705369344686231E-14,1,1,1.000000,0.6183335E-13
350,.1686380562788173E-10,1,350,1,1,-.6424261357957576E-10,1,1,.3698430450782325E-14,1,1,1.000000,0.6160198E-13
351,.1770699594161067E-10,1,351,1,1,-.6745487755779749E-10,1,1,.3698430450782325E-14,1,1,1.000000,0.6160198E-13
352,.1859234577102606E-10,1,352,1,1,-.7082762063937566E-10,1,1,.3705369344686231E-14,1,1,1.000000,0.6183335E-13
353,.1952196309191222E-10,1,353,1,1,-.7436885303478852E-10,1,1,.3705369344686231E-14,1,1,1.000000,0.6183335E-13
354,.2049806127884269E-10,1,354,1,1,-.7808760501190363E-10,1,1,.3705369344686231E-14,1,1,1.000000,0.6183335E-13
355,.2152296437511968E-10,1,355,1,1,-.8199182129153875E-10,1,1,.3705369344686231E-14,1,1,1.000000,0.6183335E-13
356,.2259911262621052E-10,1,356,1,1,-.8609124013044761E-10,1,1,.3705369344686231E-14,1,1,1.000000,0.6183335E-13
357,.2372906828985590E-10,1,357,1,1,-.9039580083997328E-10,1,1,.3705369344686231E-14,1,1,1.000000,0.6183335E-13
358,.2491552173668356E-10,1,358,1,1,-.9491558945197637E-10,1,1,.3705369344686231E-14,1,1,1.000000,0.6183335E-13
359,.2616129785585259E-10,1,359,1,1,-.9966116933728944E-10,1,1,.3705369344686231E-14,1,1,1.000000,0.6183335E-13
360,.2746936278098008E-10,1,360,1,1,-.1046442260659890E-09,1,1,.3705369344686231E-14,1,1,1.000000,0.6183335E-13
361,.2884283095236394E-10,1,361,1,1,-.1098764354530417E-09,1,1,.3705369344686231E-14,1,1,1.000000,0.6183335E-13
362,.3028497253231699E-10,1,362,1,1,-.1153704843351348E-09,1,1,.3705369344686231E-14,1,1,1.000000,0.6183335E-13
363,.3179922119126770E-10,1,363,1,1,-.1211388858809159E-09,1,1,.3705369344686231E-14,1,1,1.000000,0.6183335E-13
364,.3338918228316594E-10,1,364,1,1,-.1271957012482562E-09,1,1,.3698430450782325E-14,1,1,1.000000,0.6160198E-13
365,.3505864142965909E-10,1,365,1,1,-.1335556161560244E-09,1,1,.3705369344686231E-14,1,1,1.000000,0.6183335E-13
366,.3681157353347691E-10,1,366,1,1,-.1402331152215450E-09,1,1,.3705369344686231E-14,1,1,1.000000,0.6183335E-13
367,.3865215224248562E-10,1,367,1,1,-.1472446212650718E-09,1,1,.3705369344686231E-14,1,1,1.000000,0.6183335E-13
368,.4058475988694476E-10,1,368,1,1,-.1546071557137839E-09,1,1,.3698430450782325E-14,1,1,1.000000,0.6160198E-13
369,.4261399791362686E-10,1,369,1,1,-.1623371867778683E-09,1,1,.3705369344686231E-14,1,1,1.000000,0.6183335E-13
370,.4474469784164306E-10,1,370,1,1,-.1704540415051166E-09,1,1,.3705369344686231E-14,1,1,1.000000,0.6183335E-13
371,.4698193276606007E-10,1,371,1,1,-.1789763828971298E-09,1,1,.3705369344686231E-14,1,1,1.000000,0.6183335E-13
372,.4933102943669794E-10,1,372,1,1,-.1879251964364094E-09,1,1,.3705369344686231E-14,1,1,1.000000,0.6183335E-13
373,.5179758094086769E-10,1,373,1,1,-.1973212540541867E-09,1,1,.3705369344686231E-14,1,1,1.000000,0.6183335E-13
374,.5438746002024594E-10,1,374,1,1,-.2071873099432975E-09,1,1,.3705369344686231E-14,1,1,1.000000,0.6183335E-13
375,.5710683305359309E-10,1,375,1,1,-.2175466679283219E-09,1,1,.3705369344686231E-14,1,1,1.000000,0.6183335E-13
376,.5996217473860761E-10,1,376,1,1,-.2284238795817788E-09,1,1,.3705369344686231E-14,1,1,1.000000,0.6183335E-13
377,.6296028350787284E-10,1,377,1,1,-.2398447070279853E-09,1,1,.3705369344686231E-14,1,1,1.000000,0.6183335E-13
378,.6610829771560134E-10,1,378,1,1,-.2518365570405402E-09,1,1,.3705369344686231E-14,1,1,1.000000,0.6183335E-13
379,.6941371263371627E-10,1,379,1,1,-.2644282424481841E-09,1,1,.3705369344686231E-14,1,1,1.000000,0.6183335E-13
380,.7288439829773694E-10,1,380,1,1,-.2776493665097752E-09,1,1,.3705369344686231E-14,1,1,1.000000,0.6183335E-13
381,.7652861824495865E-10,1,381,1,1,-.2915318213448266E-09,1,1,.3705369344686231E-14,1,1,1.000000,0.6183335E-13
382,.8035504918954144E-10,1,382,1,1,-.3061079413932220E-09,1,1,.3705369344686231E-14,1,1,1.000000,0.6183335E-13
383,.8437280168135337E-10,1,383,1,1,-.3214130027637943E-09,1,1,.3705369344686231E-14,1,1,1.000000,0.6183335E-13
384,.8859144179775590E-10,1,384,1,1,-.3374831319229034E-09,1,1,.3705369344686231E-14,1,1,1.000000,0.6183335E-13
385,.9302101391997856E-10,1,385,1,1,-.3543569165581670E-09,1,1,.3698430450782325E-14,1,1,1.000000,0.6160198E-13
386,.9767206464831234E-10,1,386,1,1,-.3720745555959049E-09,1,1,.3705369344686231E-14,1,1,1.000000,0.6183335E-13
387,.1025556679130628E-09,1,387,1,1,-.3906774829225503E-09,1,1,.3698430450782325E-14,1,1,1.000000,0.6160198E-13
388,.1076834513410508E-09,1,388,1,1,-.4102111265999899E-09,1,1,.3705369344686231E-14,1,1,1.000000,0.6183335E-13
389,.1130676239404382E-09,1,389,1,1,-.4307205837457587E-09,1,1,.3705369344686231E-14,1,1,1.000000,0.6183335E-13
390,.1187210051697950E-09,1,390,1,1,-.4522563558230898E-09,1,1,.3705369344686231E-14,1,1,1.000000,0.6183335E-13
391,.1246570554606196E-09,1,391,1,1,-.4748680763748945E-09,1,1,.3705369344686231E-14,1,1,1.000000,0.6183335E-13
392,.1308899082659855E-09,1,392,1,1,-.4986108215556867E-09,1,1,.3705369344686231E-14,1,1,1.000000,0.6183335E-13
393,.1374344037116196E-09,1,393,1,1,-.5235405389644746E-09,1,1,.3705369344686231E-14,1,1,1.000000,0.6183335E-13
394,.1443061239295355E-09,1,394,1,1,-.5497162891914917E-09,1,1,.3705369344686231E-14,1,1,1.000000,0.6183335E-13
395,.1515214301583471E-09,1,395,1,1,-.5772010472849110E-09,1,1,.3705369344686231E-14,1,1,1.000000,0.6183335E-13
396,.1590975016985993E-09,1,396,1,1,-.6060601382126520E-09,1,1,.3705369344686231E-14,1,1,1.000000,0.6183335E-13
397,.1670523768158642E-09,1,397,1,1,-.6363616584073834E-09,1,1,.3705369344686231E-14,1,1,1.000000,0.6183335E-13
398,.1754049956889922E-09,1,398,1,1,-.6681783428540114E-09,1,1,.3705369344686231E-14,1,1,1.000000,0.6183335E-13
399,.1841752455057767E-09,1,399,1,1,-.7015854393818579E-09,1,1,.3705369344686231E-14,1,1,1.000000,0.6183335E-13
400,.1933840078134004E-09,1,400,1,1,-.7366629785651244E-09,1,1,.3705369344686231E-14,1,1,1.000000,0.6183335E-13
401,.2030532082364053E-09,1,401,1,1,-.7734943035483281E-09,1,1,.3705369344686231E-14,1,1,1.000000,0.6183335E-13
402,.2132058686805604E-09,1,402,1,1,-.8121664934541275E-09,1,1,.3705369344686231E-14,1,1,1.000000,0.6183335E-13
