time,H01,H02,H03,H04,H05,H06,H07,H08,H09,H10
0.3233485623802E-19,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,.9999999999999994,.9999999999999994,1.000000000000000,1.000000000000000
0.6628645528794E-19,1.000000000000000,1.000000000000000,1.000000000000000,.9999999999999999,1.000000000000000,.9999999999999999,.9999999999999987,.9999999999999991,.9999999999999999,.9999999999999999
0.1019356342904E-18,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,.9999999999999984,.9999999999999993,1.000000000000000,1.000000000000000
0.1393672722429E-18,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,.9999999999999996,.9999999999999980,.9999999999999996,.9999999999999996,.9999999999999996
0.1786704920931E-18,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,.9999999999999996,.9999999999999989,1.000000000000000,.9999999999999996,.9999999999999996
0.2199388729357E-18,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,.9999999999999996,.9999999999999991,1.000000000000000,1.000000000000000,1.000000000000000
0.2632706728205E-18,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,.9999999999999996,.9999999999999996,.9999999999999996,1.000000000000000,1.000000000000000
0.3087690626996E-18,1.000000000000000,1.000000000000000,1.000000000000000,.9999999999999998,1.000000000000000,.9999999999999998,.9999999999999998,.9999999999999998,.9999999999999998,.9999999999999998
0.3565423720726E-18,1.000000000000000,1.000000000000000,1.000000000000000,.9999999999999998,1.000000000000000,1.000000000000000,.9999999999999998,1.000000000000000,1.000000000000000,.9999999999999998
0.4067043469142E-18,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,.9999999999999997,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000
0.4593744204980E-18,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,.9999999999999997,.9999999999999997,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000
0.5146779977609E-18,1.000000000000000,1.000000000000000,1.000000000000000,.9999999999999997,.9999999999999997,.9999999999999997,.9999999999999997,.9999999999999997,1.000000000000000,.9999999999999997
0.5727467538870E-18,1.000000000000000,1.000000000000000,.9999999999999999,.9999999999999996,.9999999999999998,.9999999999999996,1.000000000000000,1.000000000000000,1.000000000000000,.9999999999999996
0.6337189478193E-18,1.000000000000000,1.000000000000000,.9999999999999999,.9999999999999994,.9999999999999999,.9999999999999994,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000
0.6977397514483E-18,1.000000000000000,1.000000000000000,1.000000000000000,.9999999999999994,1.000000000000000,.9999999999999994,.9999999999999994,.9999999999999994,1.000000000000000,1.000000000000000
0.7649615952588E-18,1.000000000000000,1.000000000000000,1.000000000000000,.9999999999999997,1.000000000000000,.9999999999999997,.9999999999999989,.9999999999999997,.9999999999999997,.9999999999999997
0.8355445312597E-18,1.000000000000000,1.000000000000000,1.000000000000000,.9999999999999997,1.000000000000000,.9999999999999993,.9999999999999992,.9999999999999997,1.000000000000000,1.000000000000000
0.9096566140607E-18,1.000000000000000,1.000000000000000,1.000000000000000,.9999999999999997,1.000000000000000,.9999999999999991,.9999999999999992,.9999999999999997,1.000000000000000,1.000000000000000
0.9874743010018E-18,1.000000000000000,1.000000000000000,1.000000000000000,.9999999999999997,1.000000000000000,.9999999999999987,.9999999999999988,1.000000000000000,1.000000000000000,1.000000000000000
0.1069182872290E-17,1.000000000000000,1.000000000000000,.9999999999999998,.9999999999999994,1.000000000000000,.9999999999999982,.9999999999999992,1.000000000000000,1.000000000000000,1.000000000000000
0.1154976872142E-17,1.000000000000000,.9999999999999999,.9999999999999999,.9999999999999997,1.000000000000000,.9999999999999981,.9999999999999990,1.000000000000000,1.000000000000000,.9999999999999994
0.1245060571988E-17,1.000000000000000,.9999999999999999,1.000000000000000,.9999999999999999,1.000000000000000,.9999999999999984,.9999999999999989,.9999999999999999,.9999999999999999,.9999999999999994
0.1339648456825E-17,1.000000000000000,1.000000000000000,1.000000000000000,.9999999999999998,1.000000000000000,.9999999999999984,.9999999999999990,1.000000000000000,1.000000000000000,.9999999999999989
0.1438965735904E-17,1.000000000000000,1.000000000000000,.9999999999999999,.9999999999999999,.9999999999999998,.9999999999999980,.9999999999999997,1.000000000000000,1.000000000000000,.9999999999999984
0.1543248878937E-17,1.000000000000000,.9999999999999999,1.000000000000000,1.000000000000000,1.000000000000000,.9999999999999983,1.000000000000000,.9999999999999999,1.000000000000000,.9999999999999983
0.1652746179122E-17,1.000000000000000,.9999999999999999,1.000000000000000,1.000000000000000,1.000000000000000,.9999999999999982,1.000000000000000,1.000000000000000,1.000000000000000,.9999999999999988
0.1767718344316E-17,1.000000000000000,.9999999999999999,1.000000000000000,1.000000000000000,1.000000000000000,.9999999999999981,.9999999999999999,.9999999999999999,.9999999999999999,.9999999999999992
0.1888439117770E-17,1.000000000000000,1.000000000000000,1.000000000000000,.9999999999999999,1.000000000000000,.9999999999999982,.9999999999999999,.9999999999999999,.9999999999999999,.9999999999999992
0.2015195929897E-17,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,.9999999999999984,1.000000000000000,1.000000000000000,.9999999999999997,.9999999999999990
0.2148290582630E-17,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,.9999999999999982,1.000000000000000,1.000000000000000,.9999999999999997,.9999999999999990
0.2288039967999E-17,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,.9999999999999986,1.000000000000000,1.000000000000000,.9999999999999997,.9999999999999988
0.2434776822637E-17,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,.9999999999999983,1.000000000000000,1.000000000000000,.9999999999999997,.9999999999999988
0.2588850520007E-17,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,.9999999999999998,.9999999999999981,1.000000000000000,1.000000000000000,1.000000000000000,.9999999999999986
0.2750627902245E-17,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,.9999999999999983,1.000000000000000,.9999999999999996,1.000000000000000,.9999999999999983
0.2920494153596E-17,1.000000000000000,1.000000000000000,.9999999999999998,1.000000000000000,1.000000000000000,.9999999999999984,1.000000000000000,.9999999999999998,.9999999999999993,.9999999999999984
0.3098853717514E-17,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,.9999999999999999,.9999999999999980,.9999999999999999,1.000000000000000,.9999999999999994,.9999999999999980
0.3286131259627E-17,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,.9999999999999980,1.000000000000000,.9999999999999994,.9999999999999994,.9999999999999984
0.3482772678847E-17,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,.9999999999999998,.9999999999999981,1.000000000000000,.9999999999999987,.9999999999999987,.9999999999999982
0.3689246169027E-17,.9999999999999999,1.000000000000000,1.000000000000000,.9999999999999998,.9999999999999999,.9999999999999986,1.000000000000000,.9999999999999986,.9999999999999980,.9999999999999980
0.3906043333716E-17,1.000000000000000,1.000000000000000,.9999999999999999,.9999999999999999,.9999999999999999,.9999999999999987,1.000000000000000,.9999999999999987,.9999999999999976,.9999999999999981
0.4133680356640E-17,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,.9999999999999986,1.000000000000000,.9999999999999986,.9999999999999972,.9999999999999984
0.4372699230710E-17,1.000000000000000,1.000000000000000,1.000000000000000,.9999999999999999,1.000000000000000,.9999999999999989,.9999999999999999,.9999999999999979,.9999999999999972,.9999999999999986
0.4623669048484E-17,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,.9999999999999989,.9999999999999996,.9999999999999982,.9999999999999976,.9999999999999982
0.4887187357146E-17,1.000000000000000,.9999999999999998,1.000000000000000,1.000000000000000,.9999999999999999,.9999999999999987,.9999999999999999,.9999999999999977,.9999999999999978,.9999999999999984
0.5163881581241E-17,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,.9999999999999999,.9999999999999987,.9999999999999999,.9999999999999973,.9999999999999987,.9999999999999987
0.5454410516541E-17,1.000000000000000,.9999999999999998,1.000000000000000,1.000000000000000,1.000000000000000,.9999999999999992,1.000000000000000,.9999999999999977,.9999999999999977,.9999999999999984
0.5759465898606E-17,1.000000000000000,.9999999999999996,1.000000000000000,1.000000000000000,1.000000000000000,.9999999999999988,1.000000000000000,.9999999999999979,.9999999999999971,.9999999999999980
0.6079774049775E-17,1.000000000000000,.9999999999999996,1.000000000000000,1.000000000000000,1.000000000000000,.9999999999999988,1.000000000000000,.9999999999999988,.9999999999999971,.9999999999999978
0.6416097608502E-17,1.000000000000000,.9999999999999994,1.000000000000000,.9999999999999999,.9999999999999999,.9999999999999990,.9999999999999999,.9999999999999986,.9999999999999977,.9999999999999986
0.6769237345165E-17,1.000000000000000,.9999999999999997,.9999999999999999,1.000000000000000,1.000000000000000,.9999999999999987,1.000000000000000,.9999999999999987,.9999999999999969,.9999999999999978
0.7140034068661E-17,1.000000000000000,.9999999999999997,.9999999999999999,1.000000000000000,1.000000000000000,.9999999999999987,1.000000000000000,.9999999999999982,.9999999999999961,.9999999999999987
0.7529370628332E-17,1.000000000000000,.9999999999999996,1.000000000000000,1.000000000000000,1.000000000000000,.9999999999999984,1.000000000000000,.9999999999999980,.9999999999999969,.9999999999999979
0.7938174015987E-17,1.000000000000000,.9999999999999994,.9999999999999999,.9999999999999999,.9999999999999999,.9999999999999982,1.000000000000000,.9999999999999982,.9999999999999967,.9999999999999981
