 spu,thickness_box2,hbotbox_003,hbotbox_004,hbotbox_005,hbotbox_006,hbotbox_007,hbotbox_008,hbotbox_009,hbotbox_010,hbotbox_011,hbotbox_012,hbotbox_013,hbotbox_014,hbotbox_015,hbotbox_016,hbotbox_017,hbotbox_018
 1050_G              ,   0.10,  -5.00,  -7.00, -10.00, -13.00, -16.00, -20.00, -25.00, -30.00, -35.00, -40.00, -45.00, -50.00, -60.00, -70.00, -80.00,-100.00
