         1,   -0.9999999553D+07,    0.1009819498D+00,    0.2139195068D-10,    0.1526901456D-08,    0.8092020896D-17,  457
         2,   -0.7943281992D+07,    0.1043556720D+00,    0.3248728500D-10,    0.1867226009D-08,    0.0000000000D+00,  457
         3,   -0.6309573163D+07,    0.1078544936D+00,    0.4933741539D-10,    0.2437863145D-08,    0.0000000000D+00,  457
         4,   -0.5011872112D+07,    0.1114830525D+00,    0.7492716508D-10,    0.3182890096D-08,    0.0000000000D+00,  457
         5,   -0.3981071528D+07,    0.1152461583D+00,    0.1137894809D-09,    0.4155600780D-08,    0.0000000000D+00,  457
         6,   -0.3162277519D+07,    0.1191487985D+00,    0.1728083854D-09,    0.5425575396D-08,    0.0000000000D+00,  457
         7,   -0.2511886319D+07,    0.1231961449D+00,    0.2624383831D-09,    0.7083657268D-08,    0.0000000000D+00,  457
         8,   -0.1995262226D+07,    0.1273935604D+00,    0.3985563118D-09,    0.9248449832D-08,    0.0000000000D+00,  457
         9,   -0.1584893122D+07,    0.1317466053D+00,    0.6052736452D-09,    0.1207479925D-07,    0.0000000000D+00,  457
        10,   -0.1258925356D+07,    0.1362610451D+00,    0.9192073566D-09,    0.1576486815D-07,    0.0000000000D+00,  457
        11,   -0.9999999553D+06,    0.1409428567D+00,    0.1395965763D-08,    0.2058259016D-07,    0.2447192722D-14,  457
        12,   -0.7943281992D+06,    0.1457982359D+00,    0.2119998008D-08,    0.2687254273D-07,    0.4678722837D-14,  457
        13,   -0.6309573163D+06,    0.1508336049D+00,    0.3219551446D-08,    0.3508457800D-07,    0.8945100514D-14,  457
        14,   -0.5011872112D+06,    0.1560556186D+00,    0.4889385503D-08,    0.4580597451D-07,    0.1710178772D-13,  457
        15,   -0.3981071528D+06,    0.1614711723D+00,    0.7425263665D-08,    0.5980340052D-07,    0.3269607972D-13,  457
        16,   -0.3162277519D+06,    0.1670874074D+00,    0.1127632971D-07,    0.7807767205D-07,    0.6250965409D-13,  457
        17,   -0.2511886319D+06,    0.1729117179D+00,    0.1712463864D-07,    0.1019352103D-06,    0.1195074294D-12,  457
        18,   -0.1995262226D+06,    0.1789517552D+00,    0.2600591543D-07,    0.1330812515D-06,    0.2284746438D-12,  457
        19,   -0.1584893122D+06,    0.1852154316D+00,    0.3949290352D-07,    0.1737414213D-06,    0.4367922974D-12,  457
        20,   -0.1258925356D+06,    0.1917109219D+00,    0.5997372257D-07,    0.2268202479D-06,    0.8350335310D-12,  457
        21,   -0.9999999553D+05,    0.1984466623D+00,    0.9107442796D-07,    0.2961077524D-06,    0.1596328958D-11,  457
        22,   -0.7943281992D+05,    0.2054313455D+00,    0.1383003940D-06,    0.3865485431D-06,    0.3051597187D-11,  457
        23,   -0.6309573163D+05,    0.2126739101D+00,    0.2100096797D-06,    0.5045920657D-06,    0.5833298275D-11,  457
        24,   -0.5011872112D+05,    0.2201835225D+00,    0.3188898954D-06,    0.6586481116D-06,    0.1115007740D-10,  457
        25,   -0.3981071528D+05,    0.2279695496D+00,    0.4841983932D-06,    0.8596784338D-06,    0.2131136154D-10,  457
        26,   -0.3162277519D+05,    0.2360415166D+00,    0.7351590644D-06,    0.1121963850D-05,    0.4072910448D-10,  457
        27,   -0.2511886319D+05,    0.2444090463D+00,    0.1116110441D-05,    0.1464096953D-05,    0.7782995717D-10,  457
        28,   -0.1995262226D+05,    0.2530817738D+00,    0.1694303163D-05,    0.1910263029D-05,    0.1487035137D-09,  457
        29,   -0.1584893122D+05,    0.2620692262D+00,    0.2571700633D-05,    0.2401865562D-05,    0.2637490924D-09,  457
        30,   -0.1548816550D+05,    0.2629856411D+00,    0.2681264968D-05,    0.2574063323D-05,    0.3135604992D-09,  457
        31,   -0.1513561181D+05,    0.2639053051D+00,    0.2795492479D-05,    0.2643356442D-05,    0.3345201401D-09,  457
        32,   -0.1479108322D+05,    0.2648282274D+00,    0.2914581307D-05,    0.2714507641D-05,    0.3568798064D-09,  457
        33,   -0.1445439706D+05,    0.2657544169D+00,    0.3038737986D-05,    0.2787565740D-05,    0.3807329116D-09,  457
        34,   -0.1412537481D+05,    0.2666838823D+00,    0.3168177799D-05,    0.2862581917D-05,    0.4061791077D-09,  457
        35,   -0.1380384203D+05,    0.2676166327D+00,    0.3303125150D-05,    0.2939608184D-05,    0.4333246702D-09,  457
        36,   -0.1348962822D+05,    0.2685526767D+00,    0.3443813944D-05,    0.3018697358D-05,    0.4622829643D-09,  457
        37,   -0.1318256680D+05,    0.2694920229D+00,    0.3590487990D-05,    0.3099904864D-05,    0.4931749015D-09,  457
        38,   -0.1288249494D+05,    0.2704346802D+00,    0.3743401417D-05,    0.3183286671D-05,    0.5261294466D-09,  457
        39,   -0.1258925356D+05,    0.2713806569D+00,    0.3902819109D-05,    0.3268899992D-05,    0.5612841543D-09,  457
        40,   -0.1230268716D+05,    0.2723299615D+00,    0.4069017158D-05,    0.3356804690D-05,    0.5987857243D-09,  457
        41,   -0.1202264381D+05,    0.2732826026D+00,    0.4242283336D-05,    0.3447061123D-05,    0.6387906386D-09,  457
        42,   -0.1174897502D+05,    0.2742385883D+00,    0.4422917582D-05,    0.3539731303D-05,    0.6814657894D-09,  457
        43,   -0.1148153570D+05,    0.2751979269D+00,    0.4611232522D-05,    0.3634879403D-05,    0.7269891719D-09,  457
        44,   -0.1122018404D+05,    0.2761606265D+00,    0.4807553994D-05,    0.3732571029D-05,    0.7755505975D-09,  457
        45,   -0.1096478147D+05,    0.2771266953D+00,    0.5012221605D-05,    0.3832873060D-05,    0.8273525424D-09,  457
        46,   -0.1071519257D+05,    0.2780961410D+00,    0.5225589314D-05,    0.3935854435D-05,    0.8826109440D-09,  457
        47,   -0.1047128501D+05,    0.2790689716D+00,    0.5448026029D-05,    0.4041586561D-05,    0.9415560926D-09,  457
        48,   -0.1023292947D+05,    0.2800451949D+00,    0.5679916234D-05,    0.4150141008D-05,    0.1004433539D-08,  457
        49,   -0.9999999553D+04,    0.2810248183D+00,    0.5921660646D-05,    0.4261592522D-05,    0.1071505231D-08,  457
        50,   -0.9772371773D+04,    0.2820078495D+00,    0.6173676894D-05,    0.4376017839D-05,    0.1143050520D-08,  457
        51,   -0.9549925433D+04,    0.2829942958D+00,    0.6436400224D-05,    0.4493494748D-05,    0.1219367263D-08,  457
        52,   -0.9332542591D+04,    0.2839841645D+00,    0.6710284244D-05,    0.4614103909D-05,    0.1300773145D-08,  457
        53,   -0.9120107986D+04,    0.2849774628D+00,    0.6995801684D-05,    0.4737927091D-05,    0.1387606927D-08,  457
        54,   -0.8912508983D+04,    0.2859741975D+00,    0.7293445201D-05,    0.4865049114D-05,    0.1480229887D-08,  457
        55,   -0.8709635510D+04,    0.2869743757D+00,    0.7603728212D-05,    0.4995556550D-05,    0.1579027280D-08,  457
        56,   -0.8511380002D+04,    0.2879780039D+00,    0.7927185760D-05,    0.5129537861D-05,    0.1684409917D-08,  457
        57,   -0.8317637339D+04,    0.2889850888D+00,    0.8264375417D-05,    0.5267084618D-05,    0.1796815880D-08,  457
        58,   -0.8128304798D+04,    0.2899956368D+00,    0.8615878225D-05,    0.5408289450D-05,    0.1916712322D-08,  457
        59,   -0.7943281992D+04,    0.2910096540D+00,    0.8982299674D-05,    0.5553248598D-05,    0.2044597357D-08,  457
        60,   -0.7762470819D+04,    0.2920271467D+00,    0.9364270723D-05,    0.5702060056D-05,    0.2181002145D-08,  457
        61,   -0.7585775411D+04,    0.2930481206D+00,    0.9762448859D-05,    0.5854823980D-05,    0.2326493046D-08,  457
        62,   -0.7413102082D+04,    0.2940725815D+00,    0.1017751920D-04,    0.6011644211D-05,    0.2481673975D-08,  457
        63,   -0.7244359277D+04,    0.2951005350D+00,    0.1061019566D-04,    0.6172625827D-05,    0.2647188791D-08,  457
        64,   -0.7079457527D+04,    0.2961319863D+00,    0.1106122210D-04,    0.6337876859D-05,    0.2823724062D-08,  457
        65,   -0.6918309400D+04,    0.2971669405D+00,    0.1153137364D-04,    0.6507509244D-05,    0.3012011896D-08,  457
        66,   -0.6760829452D+04,    0.2982054027D+00,    0.1202145792D-04,    0.6681636886D-05,    0.3212832630D-08,  457
