,uzfcell,grdcode,row,col,hru_id,weight
3274,1668,3120,39,42,73,0.013932769205308008
3361,1669,3121,39,43,74,0.002138226054344707
2175,1669,3121,39,43,45,2.328396326924815e-05
2568,1669,3121,39,43,56,0.04907668231701452
2569,1670,3122,39,44,56,0.00614896998801887
2958,1670,3122,39,44,64,0.07609340261922673
3362,1670,3122,39,44,74,1.8977479794970028e-05
2959,1671,3123,39,45,64,0.08566151671346339
2960,1672,3124,39,46,64,0.08580329857910446
2984,1672,3124,39,46,65,3.108401449937244e-06
2961,1673,3125,39,47,64,0.03819804031113996
2985,1673,3125,39,47,65,0.04265260272926357
3507,1674,3126,39,48,76,0.009039544001661261
2975,1674,3126,39,48,65,0.03414551148970751
3508,1675,3127,39,49,76,0.016293469226433568
3509,1676,3128,39,50,76,0.016276148766319106
3511,1677,3129,39,51,76,0.01626462348417572
3513,1678,3130,39,52,76,0.014476079869904962
2468,1678,3130,39,52,53,0.002651470272900741
2470,1679,3131,39,53,53,0.013210448091234313
3515,1679,3131,39,53,76,0.0072227114311612835
2471,1680,3132,39,54,53,0.023731814706858936
2472,1681,3133,39,55,53,0.023773908542950473
2473,1682,3134,39,56,53,0.023747293313466245
2475,1683,3135,39,57,53,0.02373284253394059
2450,1684,3136,39,58,53,0.023750741357404917
3464,1684,3136,39,58,76,1.4404839772966238e-05
2451,1685,3137,39,59,53,0.0026486021435957463
3103,1685,3137,39,59,69,0.11413996787760962
3465,1685,3137,39,59,76,1.1667438246928554e-08
3551,1685,3137,39,59,77,6.980750474394703e-05
3104,1686,3138,39,60,69,0.12849191820383463
3105,1687,3139,39,61,69,0.1287125730735218
3106,1688,3140,39,62,69,0.12859012096304268
3140,1689,3141,39,63,70,6.314191599690108e-06
3441,1689,3141,39,63,75,1.241053733353325e-05
3107,1689,3141,39,63,69,0.09985449265872345
2636,1689,3141,39,63,59,0.014832414007421517
3442,1690,3142,39,64,75,0.03293179404627357
2637,1690,3142,39,64,59,0.007467873715943706
3141,1690,3142,39,64,70,0.03910266547115036
3443,1691,3143,39,65,75,0.011086715896019518
3142,1691,3143,39,65,70,0.06243565189556752
2413,1692,3144,39,66,52,0.007945736590803413
3143,1692,3144,39,66,70,0.05463096174874176
2414,1693,3145,39,67,52,0.019898196347158364
3144,1693,3145,39,67,70,0.031216267306769938
2410,1694,3146,39,68,52,0.015842045979495373
3134,1694,3146,39,68,70,0.03913088831813178
3135,1695,3147,39,69,70,0.04682303848940192
2411,1695,3147,39,69,52,0.011909660132358535
2412,1696,3148,39,70,52,0.00799702284754218
3136,1696,3148,39,70,70,0.054646762775503954
3137,1697,3149,39,71,70,0.0703161119317806
2296,1697,3149,39,71,48,1.035109089392878e-08
2276,1698,3150,39,72,48,0.09667678878474421
2130,1698,3150,39,72,44,0.02727042575851222
3115,1698,3150,39,72,70,9.11005177053998e-06
2131,1699,3151,39,73,44,0.08190648705128195
2132,1700,3152,39,74,44,0.02730570798818895
1865,1700,3152,39,74,37,0.018572306113025173
3070,1700,3152,39,74,68,0.015640818086915587
3561,1700,3152,39,74,78,4.8258288613968795e-05
3071,1701,3153,39,75,68,0.04684245581268765
1866,1701,3153,39,75,37,2.9143123729520555e-06
3072,1702,3154,39,76,68,0.04692799444825533
3073,1703,3155,39,77,68,0.04688040050227942
2255,1704,3164,40,5,47,0.021265874196080736
2256,1705,3165,40,6,47,0.02126322693001923
2257,1706,3166,40,7,47,0.021275285547935893
2258,1707,3167,40,8,47,0.021262497521847463
2259,1708,3168,40,9,47,0.011820957700523093
2710,1708,3168,40,9,60,0.010912882749429951
3021,1709,3169,40,10,66,0.02222318786210279
2694,1709,3169,40,10,60,0.008196077450055288
3022,1710,3170,40,11,66,0.033312656488910006
3023,1711,3171,40,12,66,0.03331150911621312
3024,1712,3172,40,13,66,0.033392330345572305
3025,1713,3173,40,14,66,0.014788361377052965
3162,1713,3173,40,14,71,0.04903310210858818
3226,1713,3173,40,14,72,1.917624596703978e-07
3163,1714,3174,40,15,71,0.08818078789200227
3227,1715,3175,40,16,72,3.190399666527436e-05
3164,1715,3175,40,16,71,0.08825626662352527
3228,1716,3176,40,17,72,0.002318495021178313
3165,1716,3176,40,17,71,0.0783355336277554
3229,1717,3177,40,18,72,0.016144571700829734
3166,1717,3177,40,18,71,0.01964557546232289
3168,1718,3178,40,19,71,4.766644486521813e-05
3230,1718,3178,40,19,72,0.02081130485426436
3184,1719,3179,40,20,72,0.02077168506022655
3185,1720,3180,40,21,72,0.02077169249284013
3186,1721,3181,40,22,72,0.02079331445929763
3605,1721,3181,40,22,79,3.067320275978768e-05
3606,1722,3182,40,23,79,0.0072181657462302845
3187,1722,3182,40,23,72,0.013837665999188552
3188,1723,3183,40,24,72,0.013873313670927551
3607,1723,3183,40,24,79,0.00718033012126892
2754,1724,3184,40,25,62,0.01591540634869723
3608,1724,3184,40,25,79,0.004818703009033963
2850,1724,3184,40,25,63,0.0008008272318152647
3190,1724,3184,40,25,72,0.00924401862066283
2755,1725,3185,40,26,62,0.023738141393579
2851,1725,3185,40,26,63,0.004791284908062991
2756,1726,3186,40,27,62,0.007951430282720875
3064,1726,3186,40,27,67,5.420892017717613e-05
2852,1726,3186,40,27,63,0.00637598103778802
3065,1727,3187,40,28,67,0.00022399192532446526
2853,1727,3187,40,28,63,0.007183171857622269
2806,1728,3188,40,29,63,0.0071784682773070275
3052,1729,3189,40,30,67,8.880435003011478e-05
2808,1729,3189,40,30,63,0.007173629938848373
3053,1730,3190,40,31,67,0.00010541587934575308
2810,1730,3190,40,31,63,0.007176910110159247
2812,1731,3191,40,32,63,0.006381399816057139
2505,1731,3191,40,32,54,0.004708609274418354
2814,1732,3192,40,33,63,0.006375325953465729
2506,1732,3192,40,33,54,0.004747795078081668
2816,1733,3193,40,34,63,0.007182385400014684
2818,1734,3194,40,35,63,0.007178225593925269
2820,1735,3195,40,36,63,0.00717837846673102
2375,1736,3196,40,37,51,0.02251031591306188
2822,1736,3196,40,37,63,0.003989390587417989
3671,1736,3196,40,37,80,0.004727602293715912
1947,1737,3197,40,38,39,5.2415802929648535e-06
2376,1737,3197,40,38,51,0.06762205131001735
1937,1738,3198,40,39,39,0.06501498483103747
2367,1738,3198,40,39,51,4.394974759663495e-06
3268,1738,3198,40,39,73,0.002334080012687791
3269,1739,3199,40,40,73,0.020938673447563446
1938,1739,3199,40,40,39,4.923357598942444e-05
3270,1740,3200,40,41,73,0.020917286484127384
3271,1741,3201,40,42,73,0.01627288196266915
3357,1741,3201,40,42,74,0.0042514417957077244
2565,1741,3201,40,42,56,7.627873041454613e-06
3358,1742,3202,40,43,74,0.016991639544128644
2566,1742,3202,40,43,56,0.006175839211056715
3359,1743,3203,40,44,74,0.016974961387377453
2954,1743,3203,40,44,64,0.009514956702833158
3360,1744,3204,40,45,74,0.00211375198109849
2955,1744,3204,40,45,64,0.07624531254129803
2956,1745,3205,40,46,64,0.08580676221949407
2983,1746,3206,40,47,65,0.02562293005194832
2957,1746,3206,40,47,64,0.05710846711078172
2974,1747,3207,40,48,65,0.05122249900706938
3497,1747,3207,40,48,76,0.005439683203250028
3499,1748,3208,40,49,76,0.01629200760031495
3501,1749,3209,40,50,76,0.016265532710751946
3503,1750,3210,40,51,76,0.016276139634942288
3505,1751,3211,40,52,76,0.010878373798438753
2463,1751,3211,40,52,53,0.007899883263185432
2464,1752,3212,40,53,53,0.023733658572903896
2465,1753,3213,40,54,53,0.023748618068251827
2466,1754,3214,40,55,53,0.02376418887016066
3510,1754,3214,40,55,76,5.753465646666105e-06
3512,1755,3215,40,56,76,0.005423048362444726
2467,1755,3215,40,56,53,0.01581901063805465
3514,1756,3216,40,57,76,0.009025956590156625
2469,1756,3216,40,57,53,0.010578804498815361
2449,1757,3217,40,58,53,0.002657817770734651
3462,1757,3217,40,58,76,0.01447173316798393
3098,1758,3218,40,59,69,1.0121251961231778e-07
3463,1758,3218,40,59,76,4.418971966250865e-06
3547,1758,3218,40,59,77,0.08174234690193098
3099,1759,3219,40,60,69,0.0001256359961198718
3548,1759,3219,40,60,77,0.08174997625348733
3100,1760,3220,40,61,69,0.028567468555650403
3549,1760,3220,40,61,77,0.06372858040576873
3436,1761,3221,40,62,75,7.3950446331181305e-06
3101,1761,3221,40,62,69,0.11415453947718679
3550,1761,3221,40,62,77,0.009117662650356245
3102,1762,3222,40,63,69,0.07155073679492623
3437,1762,3222,40,63,75,0.043877028677070606
3742,1763,3223,40,64,81,1.7138973985783933e-05
3438,1763,3223,40,64,75,0.09897151124616764
3743,1764,3224,40,65,81,0.011105049000584928
3439,1764,3224,40,65,75,0.0768772591452808
3138,1764,3224,40,65,70,1.551234135283476e-06
3440,1765,3225,40,66,75,0.04394781491132716
3744,1765,3225,40,66,81,0.011062123594564391
3139,1765,3225,40,66,70,0.023516275560785668
3127,1766,3226,40,67,70,0.03904279930188381
3427,1766,3226,40,67,75,0.04393607143420505
3729,1766,3226,40,67,81,8.259710522250097e-05
3129,1767,3227,40,68,70,0.06243983517358302
3428,1767,3227,40,68,75,0.011008630974265562
3730,1767,3227,40,68,81,3.413754024476888e-09
3131,1768,3228,40,69,70,0.07032399708304053
3132,1769,3229,40,70,70,0.07038613686551141
2294,1770,3230,40,71,48,2.0733888207600744e-05
3133,1770,3230,40,71,70,0.07026086010664302
2150,1771,3231,40,72,44,0.018249915045132365
3576,1771,3231,40,72,78,0.01111541182109274
2295,1771,3231,40,72,48,0.09665417479008614
2151,1772,3232,40,73,44,0.04542718843745157
3577,1772,3232,40,73,78,0.04459611635913934
3578,1773,3233,40,74,78,0.04441938434621138
2152,1773,3233,40,74,44,8.931843773016829e-06
3084,1773,3233,40,74,68,0.02601815005137359
3085,1774,3234,40,75,68,0.046880685195705436
3086,1775,3235,40,76,68,0.04692799444835089
3069,1776,3236,40,77,68,0.046844899497071296
3096,1777,3237,40,78,68,0.04681902150666762
2250,1778,3245,41,5,47,0.02125718455742688
2251,1779,3246,41,6,47,0.02127828706834819
2252,1780,3247,41,7,47,0.021300211881995892
2708,1781,3248,41,8,60,0.002727998874142426
2253,1781,3248,41,8,47,0.018902850806620228
2709,1782,3249,41,9,60,0.021845551953041706
2254,1782,3249,41,9,47,0.0023672263369488326
2693,1783,3250,41,10,60,0.010976931715157616
3016,1783,3250,41,10,66,0.018502466530263995
3017,1784,3251,41,11,66,0.03331265648884206
3018,1785,3252,41,12,66,0.03331768268234765
3157,1785,3252,41,12,71,1.5093127270310123e-05
3158,1786,3253,41,13,71,0.049102475771188446
3219,1786,3253,41,13,72,4.704483894356894e-06
3019,1786,3253,41,13,66,0.014763485394312046
3159,1787,3254,41,14,71,0.029381511495221623
3221,1787,3254,41,14,72,0.013848704635299285
3020,1787,3254,41,14,66,2.7286100719324675e-06
3160,1788,3255,41,15,71,0.000119769177061411
3222,1788,3255,41,15,72,0.020750428447132496
3161,1789,3256,41,16,71,1.5869772708429228e-05
3223,1789,3256,41,16,72,0.020775357970100383
3224,1790,3257,41,17,72,0.020772399297121803
3225,1791,3258,41,18,72,0.02081582633791784
3596,1792,3259,41,19,79,1.2089816467566459e-05
3180,1792,3259,41,19,72,0.020765869027032827
3181,1793,3260,41,20,72,0.016163276410586028
3598,1793,3260,41,20,79,0.004797978652669927
3182,1794,3261,41,21,72,0.0046492009030428185
3600,1794,3261,41,21,79,0.01681932432015354
3601,1795,3262,41,22,79,0.0216316527529051
3183,1795,3262,41,22,72,4.163374000670289e-06
3602,1796,3263,41,23,79,0.02162020420964962
3603,1797,3264,41,24,79,0.021659019062406908
2846,1798,3265,41,25,63,0.002393118005206321
3604,1798,3265,41,25,79,0.014427493312486791
2847,1799,3266,41,26,63,0.0071782236010958555
2848,1800,3267,41,27,63,0.0071907980777311305
2849,1801,3268,41,28,63,0.0071835547309977805
2797,1802,3269,41,29,63,0.00717822302538267
2799,1803,3270,41,30,63,0.007190396387989274
2801,1804,3271,41,31,63,0.007183711190939535
2803,1805,3272,41,32,63,0.007178067583986477
2805,1806,3273,41,33,63,0.007190554265068909
2807,1807,3274,41,34,63,0.007183556745994136
2809,1808,3275,41,35,63,0.007178468853014852
2811,1809,3276,41,36,63,0.005589778494231185
3669,1809,3276,41,36,80,0.009414481869612338
3670,1810,3277,41,37,80,0.02817979012528549
2374,1810,3277,41,37,51,0.02252707008683578
2813,1810,3277,41,37,63,2.128324886020401e-06
2366,1811,3278,41,38,51,0.037590591327286656
3753,1811,3278,41,38,82,6.537730844432963e-06
1935,1811,3278,41,38,39,0.03247112940143337
1936,1812,3279,41,39,39,0.02444840423974842
3264,1812,3279,41,39,73,0.011627933034726612
3754,1812,3279,41,39,82,0.005421055174245916
3265,1813,3280,41,40,73,0.02091800282404666
3350,1814,3281,41,41,74,5.067618759818341e-06
3266,1814,3281,41,41,73,0.02091245784592401
3352,1815,3282,41,42,74,0.016965595484645716
3267,1815,3282,41,42,73,0.0023455495477535723
3353,1816,3283,41,43,74,0.019097199644339067
3354,1817,3284,41,44,74,0.019096133662009258
2951,1818,3285,41,45,64,0.009556204537425726
3355,1818,3285,41,45,74,0.016977677122198956
3356,1819,3286,41,46,74,1.4285212883868241e-05
2952,1819,3286,41,46,64,0.08559931618356899
2982,1820,3287,41,47,65,0.05125223801432997
2953,1820,3287,41,47,64,0.02855014189008602
3488,1821,3288,41,48,76,0.005428925463096887
2973,1821,3288,41,48,65,0.05126081137661043
3490,1822,3289,41,49,76,0.01626532790650533
3492,1823,3290,41,50,76,0.016264067773259984
3494,1824,3291,41,51,76,0.01627532086942884
3496,1825,3292,41,52,76,0.014462672808086996
2459,1825,3292,41,52,53,0.00262923949977841
2460,1826,3293,41,53,53,0.018467937493634734
3498,1826,3293,41,53,76,0.0036079558435723256
2461,1827,3294,41,54,53,0.0237284632854593
3500,1827,3294,41,54,76,1.2796354753012267e-05
2462,1828,3295,41,55,53,0.007894531768738961
3502,1828,3295,41,55,76,0.010854101623597146
3504,1829,3296,41,56,76,0.016264623484163573
3506,1830,3297,41,57,76,0.016274408431807337
3542,1831,3298,41,58,77,0.009092210435939274
3460,1831,3298,41,58,76,0.014456062345013902
3543,1832,3299,41,59,77,0.08176341043286832
3461,1832,3299,41,59,76,1.502101340706478e-06
3544,1833,3300,41,60,77,0.08181381236026836
3545,1834,3301,41,61,77,0.08177201428963358
3546,1835,3302,41,62,77,0.05448785985993342
3432,1835,3302,41,62,75,0.03294346323809125
3097,1835,3302,41,62,69,4.201598559479975e-05
3433,1836,3303,41,63,75,0.09890064124862623
3739,1837,3304,41,64,81,0.03332650317499996
3434,1837,3304,41,64,75,0.03288548472023804
3854,1837,3304,41,64,84,2.045222883972577e-05
3740,1838,3305,41,65,81,0.04996693831846151
3741,1839,3306,41,66,81,0.04999332595869833
3435,1839,3306,41,66,75,1.8322969312636956e-05
3726,1840,3307,41,67,81,0.04996739119595553
3424,1841,3308,41,68,75,0.043963588593772224
3122,1841,3308,41,68,70,2.2592274619153657e-05
3727,1841,3308,41,68,81,0.027728072681635022
3728,1842,3309,41,69,81,0.0055162054146220925
3425,1842,3309,41,69,75,0.06591733956692437
3124,1842,3309,41,69,70,0.015688737266731114
3426,1843,3310,41,70,75,0.03306042400497251
3125,1843,3310,41,70,70,0.04676777382466434
3126,1844,3311,41,71,70,0.0702533248479962
2292,1844,3311,41,71,48,2.6865848367606533e-05
3128,1845,3312,41,72,70,0.015595557254582879
2293,1845,3312,41,72,48,0.06465324719725946
3572,1845,3312,41,72,78,0.0332815897890101
3130,1846,3313,41,73,70,4.313538761722083e-08
3573,1846,3313,41,73,78,0.09994109103626246
3081,1847,3314,41,74,68,0.0052310917230655165
3574,1847,3314,41,74,78,0.08878150663220051
3082,1848,3315,41,75,68,0.04170278381009316
3575,1848,3315,41,75,78,0.01103554111828338
3083,1849,3316,41,76,68,0.04684489309418844
3093,1850,3317,41,77,68,0.046848545962939914
3094,1851,3318,41,78,68,0.046872487087227695
3095,1852,3319,41,79,68,0.0468495411279135
2245,1853,3325,42,4,47,0.0212543164837994
2246,1854,3326,42,5,47,0.021263223978504383
2247,1855,3327,42,6,47,0.021314085133277268
2248,1856,3328,42,7,47,0.021262503424774537
2249,1857,3329,42,8,47,0.009451996617764257
2707,1857,3329,42,8,60,0.013650794875933635
2691,1858,3330,42,9,60,0.02463507836787053
2692,1859,3331,42,10,60,0.01638288184661953
3013,1859,3331,42,10,66,0.011104758815470859
3154,1860,3332,42,11,71,1.3673903839062853e-05
3014,1860,3332,42,11,66,0.03330634076154319
3155,1861,3333,42,12,71,0.048965190996880695
3015,1861,3333,42,12,66,0.011154415929188432
3211,1861,3333,42,12,72,0.002332114041922176
3156,1862,3334,42,13,71,0.02934248198292606
3213,1862,3334,42,13,72,0.013860049914094843
3215,1863,3335,42,14,72,0.02077239641373796
3216,1864,3336,42,15,72,0.02082208351998633
3217,1865,3337,42,16,72,0.02077169249284013
3218,1866,3338,42,17,72,0.02077239474780733
3220,1867,3339,42,18,72,0.013834176429227147
3614,1867,3339,42,18,79,0.00723528644560258
3589,1868,3340,42,19,79,0.01922500706017686
3922,1868,3340,42,19,86,1.0571005078074319e-06
3178,1868,3340,42,19,72,0.0023001826383184346
3591,1869,3341,42,20,79,0.02161972660361295
3179,1869,3341,42,20,72,9.041044982587657e-07
3593,1870,3342,42,21,79,0.02160803732929753
3924,1870,3342,42,21,86,2.7848795394084372e-05
3594,1871,3343,42,22,79,0.021616440735061176
3925,1871,3343,42,22,86,4.965460288348821e-06
3595,1872,3344,42,23,79,0.021620669394811602
3597,1873,3345,42,24,79,0.021633672838356387
3599,1874,3346,42,25,79,0.00720696148773306
2842,1874,3346,42,25,63,0.004785704847673799
2843,1875,3347,42,26,63,0.007183555727429809
2844,1876,3348,42,27,63,0.00719055371147441
2845,1877,3349,42,28,63,0.007178068159714304
2788,1878,3350,42,29,63,0.0071837121873808436
2790,1879,3351,42,30,63,0.007190395369419792
2792,1880,3352,42,31,63,0.00717822302536411
2794,1881,3353,42,32,63,0.00718355574959139
2796,1882,3354,42,33,63,0.007190797081309619
2798,1883,3355,42,34,63,0.007177732521472914
2800,1884,3356,42,35,63,0.007181261912430199
3666,1884,3356,42,35,80,1.3487904638954838e-05
2802,1885,3357,42,36,63,0.0008164600597453283
3667,1885,3357,42,36,80,0.03749815359080512
2804,1886,3358,42,37,63,1.1161932175742047e-09
2373,1886,3358,42,37,51,0.015034012238174193
3668,1886,3358,42,37,80,0.03283374936253963
1946,1886,3358,42,37,39,6.22865652817574e-06
1934,1887,3359,42,38,39,0.04875419199160337
3751,1887,3359,42,38,82,0.010946573427515883
2365,1887,3359,42,38,51,0.007526977670118798
3260,1888,3360,42,39,73,0.01395314973553141
3752,1888,3360,42,39,82,0.01644986598214033
3261,1889,3361,42,40,73,0.020916118866900046
3344,1890,3362,42,41,74,0.006372284147559807
3262,1890,3362,42,41,73,0.013952986331786673
3263,1891,3363,42,42,73,2.6150195474123273e-08
3346,1891,3363,42,42,74,0.019129971928324396
3347,1892,3364,42,43,74,0.019095242280245395
3348,1893,3365,42,44,74,0.01911073407398984
3349,1894,3366,42,45,74,0.01912999851205263
3351,1895,3367,42,46,74,0.010611303305218978
2949,1895,3367,42,46,64,0.03805753373398204
2950,1896,3368,42,47,64,0.037992778316257095
2981,1896,3368,42,47,65,0.04283681875409799
3479,1897,3369,42,48,76,0.010832841419159925
3985,1897,3369,42,48,87,4.6979286819814575e-05
2972,1897,3369,42,48,65,0.025690320935133317
3986,1898,3370,42,49,87,3.041604395003965e-09
3481,1898,3370,42,49,76,0.016264625473396646
3483,1899,3371,42,50,76,0.016276855446387652
3485,1900,3372,42,51,76,0.01629200760031495
3487,1901,3373,42,52,76,0.016265532710751946
2457,1902,3374,42,53,53,1.411131002239817e-05
3489,1902,3374,42,53,76,0.016260765724203194
3491,1903,3375,42,54,76,0.016281590548131664
2458,1903,3375,42,54,53,2.4853693525474473e-05
3493,1904,3376,42,55,76,0.016265327906451126
3495,1905,3377,42,56,76,0.01626951535591052
3458,1906,3378,42,57,76,0.01629918894493105
3459,1907,3379,42,58,76,0.009035144990774896
3537,1907,3379,42,58,77,0.03634488123256217
3798,1908,3380,42,59,83,0.0035391839016243685
3538,1908,3380,42,59,77,0.07271885937066137
3539,1909,3381,42,60,77,0.05454418117974558
3799,1909,3381,42,60,83,0.01068818877667008
3800,1910,3382,42,61,83,0.017724727407157616
3540,1910,3382,42,61,77,0.036324914502209565
3429,1911,3383,42,62,75,0.01106477800627004
3801,1911,3383,42,62,83,0.028317134604085005
3541,1911,3383,42,62,77,4.836217603062763e-05
3430,1912,3384,42,63,75,0.032970844716979184
3852,1912,3384,42,63,84,0.022163970453462467
3802,1912,3384,42,63,83,0.007097795424475256
3431,1913,3385,42,64,75,8.209640578092554e-06
3736,1913,3385,42,64,81,0.0166646551523568
3853,1913,3385,42,64,84,0.03311668033697874
3737,1914,3386,42,65,81,0.04998476377932123
3738,1915,3387,42,66,81,0.0500759150045603
3722,1916,3388,42,67,81,0.049972517127591445
3723,1917,3389,42,68,81,0.04998196343042322
3724,1918,3390,42,69,81,0.04454590022977741
3420,1918,3390,42,69,75,0.010944005350840252
3725,1919,3391,42,70,81,0.011120037292160892
3119,1919,3391,42,70,70,1.5473502530815664e-06
3421,1919,3391,42,70,75,0.07683782705084848
3120,1920,3392,42,71,70,0.0157245649388624
3422,1920,3392,42,71,75,0.07675295577982515
3121,1921,3393,42,72,70,0.031244468521643115
3423,1921,3393,42,72,75,0.011083392423996002
3903,1921,3393,42,72,85,0.02725079035778548
3568,1922,3394,42,73,78,0.0887985024413836
3123,1922,3394,42,73,70,7.980456200542373e-06
3904,1922,3394,42,73,85,0.006815078606401503
3569,1923,3395,42,74,78,0.09997120342722614
3079,1924,3396,42,75,68,0.01038938204963429
3570,1924,3396,42,75,78,0.07798399318646312
3080,1925,3397,42,76,68,0.04684107915106434
3571,1925,3397,42,76,78,1.4642957160382786e-05
3090,1926,3398,42,77,68,0.046877506476003084
3091,1927,3399,42,78,68,0.04692797175962933
3092,1928,3400,42,79,68,0.046840146354382835
2240,1929,3406,43,4,47,0.021257712076499985
4108,1929,3406,43,4,91,2.1781476133636505e-06
2241,1930,3407,43,5,47,0.021269618778693787
2242,1931,3408,43,6,47,0.021270085243189876
2243,1932,3409,43,7,47,0.021263223978504383
2706,1933,3410,43,8,60,0.01643855973808709
2244,1933,3410,43,8,47,0.007084366281325569
2689,1934,3411,43,9,60,0.024581476662089933
3011,1935,3412,43,10,66,0.014807687699997414
2690,1935,3412,43,10,60,0.013651205960430941
3203,1936,3413,43,11,72,0.0023272469660020737
3012,1936,3413,43,11,66,0.014835665818266909
3152,1936,3413,43,11,71,0.03918379965477279
3153,1937,3414,43,12,71,0.009820920881280497
3205,1937,3414,43,12,72,0.018473640936216475
3207,1938,3415,43,13,72,0.020770525570500988
3208,1939,3416,43,14,72,0.020808067765460608
3209,1940,3417,43,15,72,0.020787569095017853
3210,1941,3418,43,16,72,0.02077239641373796
3212,1942,3419,43,17,72,0.013869808412385255
3612,1942,3419,43,17,79,0.007221110696657677
3613,1943,3420,43,18,79,0.021630236652111265
3214,1943,3420,43,18,72,5.521241448610476e-06
3582,1944,3421,43,19,79,0.007210479073055329
3915,1944,3421,43,19,86,0.01521536199651652
3584,1945,3422,43,20,79,3.7791206935334026e-05
3917,1945,3422,43,20,86,0.022828079116344966
3586,1946,3423,43,21,79,5.237981000677075e-06
3919,1946,3423,43,21,86,0.02283863870267249
3587,1947,3424,43,22,79,0.004814876998364389
3920,1947,3424,43,22,86,0.01774374818230721
3588,1948,3425,43,23,79,0.014455483440323342
3921,1948,3425,43,23,86,0.007605783123913768
3590,1949,3426,43,24,79,0.01680922991064591
2838,1949,3426,43,24,63,1.9918393082971426e-08
3923,1949,3426,43,24,86,0.005097011965331451
2839,1950,3427,43,25,63,0.007177383006278875
3592,1950,3427,43,25,79,1.324974639460584e-06
2840,1951,3428,43,26,63,0.007182786093320593
2841,1952,3429,43,27,63,0.007178625290837712
2777,1953,3430,43,28,63,0.007178069156131691
2779,1954,3431,43,29,63,0.007182544295625031
2781,1955,3432,43,30,63,0.007178468853029493
2783,1956,3433,43,31,63,0.0071784708458828275
2785,1957,3434,43,32,63,0.007182053813882011
2787,1958,3435,43,33,63,0.0071784682773070275
2789,1959,3436,43,34,63,0.007178468277325587
2791,1960,3437,43,35,63,0.007182543409944195
2793,1961,3438,43,36,63,0.007178067583986477
2795,1962,3439,43,37,63,0.0031837507494377392
1945,1962,3439,43,37,39,7.172093672453038e-06
3665,1962,3439,43,37,80,0.02349495165372439
2773,1963,3440,43,38,63,1.7822284944730402e-06
3662,1963,3440,43,38,80,0.01881942556906757
3748,1963,3440,43,38,82,0.0163708534893492
1933,1963,3440,43,38,39,0.016338059495152192
3749,1964,3441,43,39,82,0.03279960046838158
3663,1964,3441,43,39,80,2.2068657039342543e-08
3256,1964,3441,43,39,73,0.006957895638678864
3750,1965,3442,43,40,82,7.951144335986771e-11
3257,1965,3442,43,40,73,0.020917743986435543
3258,1966,3443,43,41,73,0.02096389333981136
3338,1966,3443,43,41,74,3.7840879423380144e-06
3340,1967,3444,43,42,74,0.016957595835870667
3259,1967,3444,43,42,73,0.0023424360414674673
3341,1968,3445,43,43,74,0.019097206477635943
3342,1969,3446,43,44,74,0.019141816860861614
3343,1970,3447,43,45,74,0.019097199644339067
2947,1971,3448,43,46,64,0.028564332091413024
2979,1971,3448,43,46,65,1.1878234792751472e-05
3345,1971,3448,43,46,74,0.012726393511292596
2980,1972,3449,43,47,65,0.05134198597543326
2948,1972,3449,43,47,64,0.02865397315787541
2971,1973,3450,43,48,65,3.458403133583713e-05
3983,1973,3450,43,48,87,0.03142498868964043
4080,1973,3450,43,48,90,4.169277095950301e-05
3472,1974,3451,43,49,76,0.010850999671314797
3984,1974,3451,43,49,87,0.01046760739535452
3474,1975,3452,43,50,76,0.016304079461988846
3476,1976,3453,43,51,76,0.016265887179697746
3478,1977,3454,43,52,76,0.0162646270464524
3480,1978,3455,43,53,76,0.016304079461976227
3482,1979,3456,43,54,76,0.01626553271071877
3484,1980,3457,43,55,76,0.016264067773259984
3486,1981,3458,43,56,76,0.01630479527350897
3534,1982,3459,43,57,77,0.027309319124496963
3456,1982,3459,43,57,76,0.01083244158908917
3535,1983,3460,43,58,77,0.05455395155308734
3457,1983,3460,43,58,76,1.6040236221374416e-07
3792,1983,3460,43,58,83,0.010614878541250008
3536,1984,3461,43,59,77,0.00010391334000722963
3793,1984,3461,43,59,83,0.031931966262772206
3794,1985,3462,43,60,83,0.031895123567097915
3795,1986,3463,43,61,83,0.031896504947814666
3796,1987,3464,43,62,83,0.0319537413320948
3847,1987,3464,43,62,84,2.6926502337664456e-05
3797,1988,3465,43,63,83,1.3925433233722663e-05
3848,1988,3465,43,63,84,0.049674344833918485
3733,1989,3466,43,64,81,2.153360353763196e-08
3849,1989,3466,43,64,84,0.04969323175920829
3850,1990,3467,43,65,84,0.033190146063143675
3734,1990,3467,43,65,81,0.016716140585686774
3851,1991,3468,43,66,84,5.085801127412421e-06
3735,1991,3468,43,66,81,0.04996460961863122
3717,1992,3469,43,67,81,0.0499697277231607
3718,1993,3470,43,68,81,0.05009094412431776
3719,1994,3471,43,69,81,0.04996973465962836
3720,1995,3472,43,70,81,0.044371493110421115
3417,1995,3472,43,70,75,0.011073441871971106
3418,1996,3473,43,71,75,0.08794970645472433
3721,1996,3473,43,71,81,1.1412536216820624e-05
3897,1996,3473,43,71,85,0.006876909779601653
3419,1997,3474,43,72,75,0.010951021051257488
3899,1997,3474,43,72,85,0.05440563346267955
3900,1998,3475,43,73,85,0.06115836592598934
3564,1998,3475,43,73,78,5.4558323843339035e-05
3901,1999,3476,43,74,85,0.03407049302552145
3565,1999,3476,43,74,78,0.04452819483035113
