,uzfcell,grdcode,row,col,hru_id,weight
547,875,2175,27,69,11,0.020327493336909582
576,876,2176,27,70,11,0.0025369331055832426
1216,876,2176,27,70,22,0.04370222944523974
1217,877,2177,27,71,22,0.0492576195445602
828,877,2177,27,71,15,3.580773297716858e-06
1218,878,2178,27,72,22,0.03278730816842562
829,878,2178,27,72,15,0.004861153076195591
373,879,2179,27,73,8,4.957308032432056e-06
830,879,2179,27,73,15,0.014594992985385592
374,880,2180,27,74,8,0.010981651825794815
375,881,2181,27,75,8,0.010955791852487483
376,882,2182,27,76,8,0.010950418274312326
1660,883,2204,28,17,31,0.02486688959629506
1661,884,2205,28,18,31,0.02484651421318742
1662,885,2206,28,19,31,0.024845658435983627
1663,886,2207,28,20,31,0.024860601503235876
1664,887,2208,28,21,31,0.02484619990709532
1794,888,2209,28,22,35,0.03065157213427221
1642,888,2209,28,22,31,0.01104494265144061
1796,889,2210,28,23,35,0.055211650752758974
1798,890,2211,28,24,35,0.05517793299467663
1304,891,2212,28,25,25,0.009204120732247556
1800,891,2212,28,25,35,0.036717566668146094
1739,892,2213,28,26,33,0.01877437724665258
1801,892,2213,28,26,35,0.006150860512182346
1305,892,2213,28,26,25,0.009183143525245524
1741,893,2214,28,27,33,0.03381304797924231
1742,894,2215,28,28,33,0.03383816779782693
1743,895,2216,28,29,33,0.033872278119553755
1744,896,2217,28,30,33,0.03381073745872095
1746,897,2218,28,31,33,0.03382401799715378
1309,897,2218,28,31,25,1.1506270530024909e-05
1724,898,2219,28,32,33,0.03387187603149272
1530,899,2220,28,33,29,1.7291359893341588e-10
1725,899,2220,28,33,33,0.03381305055136911
1726,900,2221,28,34,33,0.022511568136488528
1531,900,2221,28,34,29,0.01401110057645147
1727,901,2222,28,35,33,2.6037385699268962e-05
1532,901,2222,28,35,29,0.04187458243488451
1533,902,2223,28,36,29,0.04183404325147984
1534,903,2224,28,37,29,0.0418521534603049
1778,903,2224,28,37,34,2.5344054444419384e-05
1779,904,2225,28,38,34,0.04457875172423361
1536,904,2225,28,38,29,0.0232474477015339
1271,905,2226,28,39,24,7.896426430132738e-07
1538,905,2226,28,39,29,4.634820102173502e-06
1780,905,2226,28,39,34,0.09992278381605996
1781,906,2227,28,40,34,0.09994739202076058
1272,906,2227,28,40,24,1.0584672172076138e-05
1575,907,2228,28,41,30,0.0021692655807257323
1769,907,2228,28,41,34,0.08908878934269625
1577,908,2229,28,42,30,0.013058578848637524
1820,908,2229,28,42,36,0.012574887552371723
1770,908,2229,28,42,34,0.011123458149495715
1579,909,2230,28,43,30,0.019601175913316993
1581,910,2231,28,44,30,0.019637788190544098
1583,911,2232,28,45,30,0.019594366155700867
1585,912,2233,28,46,30,0.01960226824776441
1587,913,2234,28,47,30,0.0196022682478162
1589,914,2235,28,48,30,0.019594612899632262
1591,915,2236,28,49,30,0.01960203014778026
1389,916,2237,28,50,27,0.009103443142339348
1593,916,2237,28,50,30,0.015257719361877755
1568,917,2238,28,51,30,1.0823074924225242e-06
1379,917,2238,28,51,27,0.041067447117831224
1380,918,2239,28,52,27,0.01367646784531369
1111,918,2239,28,52,20,7.216545938149847e-06
1698,918,2239,28,52,32,0.06315965208048363
1699,919,2240,28,53,32,1.9868524823081576e-05
1112,919,2240,28,53,20,0.029490856545958663
1113,920,2241,28,54,20,0.029491208934780924
1114,921,2242,28,55,20,0.029490768376589354
1159,921,2242,28,55,21,1.2354193188942622e-05
1115,922,2243,28,56,20,2.4750875953818603e-05
1160,922,2243,28,56,21,0.04756346157480886
1044,923,2244,28,57,19,0.02547627437335844
1161,923,2244,28,57,21,9.215963279817346e-06
1045,924,2245,28,58,19,0.025511470340254767
724,924,2245,28,58,14,1.0915338123318406e-05
725,925,2246,28,59,14,0.011623779169086017
1046,925,2246,28,59,19,0.002832933150957955
726,926,2247,28,60,14,0.013073530807013893
697,927,2248,28,61,14,0.013101028777896904
698,928,2249,28,62,14,0.013077178625418689
1423,929,2250,28,63,28,0.012472867790052375
699,929,2250,28,63,14,2.2137895871653026e-06
1425,930,2251,28,64,28,0.012497109980777979
1427,931,2252,28,65,28,0.012483385936172557
1428,932,2253,28,66,28,0.012475093331765337
1429,933,2254,28,67,28,0.012495826824608097
1431,934,2255,28,68,28,0.012483932231882195
545,935,2256,28,69,11,0.007630953678653981
1433,935,2256,28,69,28,0.008315103999308264
574,936,2257,28,70,11,0.020354668073597152
1212,936,2257,28,70,22,0.005524805661358187
575,937,2258,28,71,11,0.0025729444716999944
1213,937,2258,28,71,22,0.043656967242743164
825,938,2259,28,72,15,8.614662781278761e-07
1214,938,2259,28,72,22,0.04914861793575954
826,939,2260,28,73,15,0.011391145954510533
1215,939,2260,28,73,22,0.010886309974451414
369,939,2260,28,73,8,5.632093960392761e-07
370,940,2261,28,74,8,0.00851687395824961
827,940,2261,28,74,15,0.0032608982443556893
371,941,2262,28,75,8,0.010955076194439932
1864,942,2263,28,76,37,4.220687731954848e-05
372,942,2263,28,76,8,0.010965676483854788
1691,943,2280,29,12,31,0.024839910208561237
1693,944,2281,29,13,31,0.02486270293632637
1649,945,2282,29,14,31,0.024849275597710562
1651,946,2283,29,15,31,0.02484375967911903
1653,947,2284,29,16,31,0.02485009515994781
1655,948,2285,29,17,31,0.024863249997857412
1656,949,2286,29,18,31,0.02484651421313674
1657,950,2287,29,19,31,0.02488887410771804
1658,951,2288,29,20,31,0.024863260037857826
1659,952,2289,29,21,31,0.024845665333756112
1817,953,2290,29,22,35,0.036905253921072696
1680,953,2290,29,22,31,0.008271742311355936
1788,954,2291,29,23,35,0.05522010393685531
1790,955,2292,29,24,35,0.05517914319419637
1792,956,2293,29,25,35,0.05527390964509173
1734,957,2294,29,26,33,0.0037440364413999488
1793,957,2294,29,26,35,0.04910956362634241
1795,958,2295,29,27,35,0.024487499246022126
1735,958,2295,29,27,33,0.018808594822641238
1797,959,2296,29,28,35,0.0061283354969411145
1736,959,2296,29,28,33,0.030075728770806692
1737,960,2297,29,29,33,0.03381418386819413
1799,960,2297,29,29,35,3.161179421009772e-08
1738,961,2298,29,30,33,0.03381420323957779
1740,962,2299,29,31,33,0.03383339916791101
1766,963,2300,29,32,33,0.033812315772017584
1721,964,2301,29,33,33,0.03381378018641653
1722,965,2302,29,34,33,0.03389508877346852
1723,966,2303,29,35,33,0.018806483233591114
1527,966,2303,29,35,29,0.018564670100893608
1823,966,2303,29,35,36,1.0658234442612834e-06
1528,967,2304,29,36,29,0.018619412926972643
1825,967,2304,29,36,36,0.03139415665018221
1826,968,2305,29,37,36,0.025137876262311853
1529,968,2305,29,37,29,5.9133973690089905e-05
1774,968,2305,29,37,34,0.05562609946105715
1775,969,2306,29,38,34,0.0999373616817273
1776,970,2307,29,39,34,0.0999395535274581
1827,971,2308,29,40,36,3.0798314569825794e-05
1777,971,2308,29,40,34,0.10012321801288988
1785,972,2309,29,41,34,0.07766979580692161
1835,972,2309,29,41,36,0.01260305099387279
1786,973,2310,29,42,34,5.683338979141978e-06
1836,973,2310,29,42,36,0.05654095616421299
1640,973,2310,29,42,30,8.783479190395101e-06
1884,974,2311,29,43,38,3.8155623080812094e-05
1569,974,2311,29,43,30,0.015266903007966124
1819,974,2311,29,43,36,0.012603774645623586
1886,975,2312,29,44,38,3.177699121676945e-05
1571,975,2312,29,44,30,0.019586696230308044
1573,976,2313,29,45,30,0.019596376254266336
1888,977,2314,29,46,38,0.00010282850640985
1576,977,2314,29,46,30,0.019614132037798274
1889,978,2315,29,47,38,2.9398945725631246e-05
1578,978,2315,29,47,30,0.019588436800711567
1580,979,2316,29,48,30,0.0195952851287533
1582,980,2317,29,49,30,0.019643250346608257
1388,981,2318,29,50,27,3.2057036332036704e-06
1584,981,2318,29,50,30,0.01959459999740037
1634,982,2319,29,51,30,3.428639118775496e-07
1412,982,2319,29,51,27,0.04106244370313306
1720,982,2319,29,51,32,1.5106969583076832e-05
1696,983,2320,29,52,32,0.07382538520690055
1378,983,2320,29,52,27,0.009144831739256511
1697,984,2321,29,53,32,0.02111405510178235
1107,984,2321,29,53,20,0.022914700968128313
1108,985,2322,29,54,20,0.029488175687245325
1109,986,2323,29,55,20,0.029562381817663748
1110,987,2324,29,56,20,0.009828063089012263
1157,987,2324,29,56,21,0.03172606146976568
1041,987,2324,29,56,19,1.5439061775779374e-06
1042,988,2325,29,57,19,0.025479768174373845
1158,988,2325,29,57,21,4.443312282309667e-08
722,989,2326,29,58,14,0.005813280994314706
1043,989,2326,29,58,19,0.01416502139790832
723,990,2327,29,59,14,0.013073246656744064
748,991,2328,29,60,14,0.013073812860217795
749,992,2329,29,61,14,0.013080506643720959
1414,993,2330,29,62,28,1.1736331656864239e-06
695,993,2330,29,62,14,0.013072749375904868
696,994,2331,29,63,14,1.4118562763752676e-07
1416,994,2331,29,63,28,0.012474847277714182
1418,995,2332,29,64,28,0.01248248333217291
1420,996,2333,29,65,28,0.012474980270573003
1421,997,2334,29,66,28,0.012474979270033083
1422,998,2335,29,67,28,0.012483179709163033
1424,999,2336,29,68,28,0.012474283893608325
1426,1000,2337,29,69,28,0.012465946440807466
544,1000,2337,29,69,11,1.7571104252098018e-05
1466,1001,2338,29,70,28,0.0013913608867373046
571,1001,2338,29,70,11,0.020346791847139542
572,1002,2339,29,71,11,0.020345859998858264
1209,1002,2339,29,71,22,0.005457008108621006
573,1003,2340,29,72,11,0.007608738631152592
1210,1003,2340,29,72,22,0.032806883593233256
823,1004,2341,29,73,15,0.008106179582941561
1211,1004,2341,29,73,22,0.0218937936419598
366,1005,2342,29,74,8,0.004865365451590439
824,1005,2342,29,74,15,0.008117101621090627
367,1006,2343,29,75,8,0.010953790597818312
1862,1006,2343,29,75,37,9.674419596927625e-06
1863,1007,2344,29,76,37,0.037251246988014394
368,1007,2344,29,76,8,0.0036572701273532683
1675,1008,2360,30,11,31,0.024837111660702346
1682,1009,2361,30,12,31,0.019350193718661896
1996,1009,2361,30,12,40,0.0068369424906200675
1684,1010,2362,30,13,31,0.016555272364427817
1998,1010,2362,30,13,40,0.006885204724871714
2318,1010,2362,30,13,49,0.008875527305884878
1686,1011,2363,30,14,31,0.011027782178327563
2320,1011,2363,30,14,49,0.044265041772914494
2322,1012,2364,30,15,49,0.044117052913387224
1687,1012,2364,30,15,31,0.01107512854773951
1689,1013,2365,30,16,31,0.022081727949555135
2323,1013,2365,30,16,49,0.008826296659827199
2002,1013,2365,30,16,40,3.12260055434243e-05
2004,1014,2366,30,17,40,6.751128570030457e-06
1692,1014,2366,30,17,31,0.02484108374659506
1949,1015,2367,30,18,40,7.444313704141347e-06
1648,1015,2367,30,18,31,0.02485557803187664
1650,1016,2368,30,19,31,0.024846085026056376
1950,1016,2368,30,19,40,5.36181564474144e-05
1951,1017,2369,30,20,40,5.0579715430244245e-06
1652,1017,2369,30,20,31,0.024842986292766312
1654,1018,2370,30,21,31,0.02486411083320357
1811,1019,2371,30,22,35,0.024485351544439187
1678,1019,2371,30,22,31,0.013861551403794735
2032,1020,2372,30,23,41,0.019036659968754255
1813,1020,2372,30,23,35,0.04291813351904318
1679,1020,2372,30,23,31,2.943380755171484e-09
1814,1021,2373,30,24,35,0.04300691553918981
2033,1021,2373,30,24,41,0.018958465576296418
1815,1022,2374,30,25,35,0.055187894764745865
2034,1022,2374,30,25,41,0.000133527844290455
2035,1023,2375,30,26,41,9.286669150180523e-06
1816,1023,2375,30,26,35,0.05517314566428353
2101,1024,2376,30,27,42,5.180771661010928e-06
1818,1024,2376,30,27,35,0.0552084363219331
1731,1025,2377,30,28,33,8.117662626231425e-06
2038,1025,2377,30,28,42,3.8461065477107504e-05
1789,1025,2377,30,28,35,0.055180884698241846
1732,1026,2378,30,29,33,0.033800732259291234
2039,1026,2378,30,29,42,2.1120033503849934e-06
1791,1026,2378,30,29,35,1.1844248631972951e-05
1733,1027,2379,30,30,33,0.03382438018986273
1761,1028,2380,30,31,33,0.033885658945716185
1762,1029,2381,30,32,33,0.033813047979217054
1763,1030,2382,30,33,33,0.03382248792439495
1764,1031,2383,30,34,33,0.0338251171949931
1850,1032,2384,30,35,36,0.006279458564599795
1567,1032,2384,30,35,29,1.75811457283169e-06
1765,1032,2384,30,35,33,0.03005742389768625
1852,1033,2385,30,36,36,0.05658531744403454
1853,1034,2386,30,37,36,0.037802830163135126
1787,1034,2386,30,37,34,0.033184633744541545
1771,1035,2387,30,38,34,0.06664894141800545
1821,1035,2387,30,38,36,0.018841281820611268
1772,1036,2388,30,39,34,0.06680584751290573
1822,1036,2388,30,39,36,0.01877069318233552
1773,1037,2389,30,40,34,0.022128560376364795
1824,1037,2389,30,40,36,0.044060971304661974
1832,1038,2390,30,41,36,0.05656707911145438
1833,1039,2391,30,42,36,0.056642531496784096
1930,1039,2391,30,42,39,5.787569093907802e-05
1834,1040,2392,30,43,36,0.018824987338175364
1907,1040,2392,30,43,38,0.024143736668158857
1931,1040,2392,30,43,39,0.02447406120435613
1932,1041,2393,30,44,39,2.0571492679761036e-09
1909,1041,2393,30,44,38,0.07252946052223952
1636,1041,2393,30,44,30,1.7510565571300157e-06
1911,1042,2394,30,45,38,0.07247671459223215
1638,1042,2394,30,45,30,2.9367850588538502e-05
2122,1042,2394,30,45,43,9.496641759049009e-05
1639,1043,2395,30,46,30,3.946182436105337e-06
2123,1043,2395,30,46,43,8.783783531227206e-05
1912,1043,2395,30,46,38,0.07250723068525793
1641,1044,2396,30,47,30,0.002183107180293192
1913,1044,2396,30,47,38,0.06444994453293991
1570,1045,2397,30,48,30,0.01527158463353985
1885,1045,2397,30,48,38,0.016133315912876707
1572,1046,2398,30,49,30,0.019609149844817236
1887,1046,2398,30,49,38,5.4936935071104134e-08
1387,1047,2399,30,50,27,6.194720025439057e-09
1574,1047,2399,30,50,30,0.019593462086745245
2575,1047,2399,30,50,57,8.71995570609807e-06
2605,1048,2400,30,51,57,0.008414703943861264
1411,1048,2400,30,51,27,0.004631279843823145
1633,1048,2400,30,51,30,0.004354428974740076
1717,1048,2400,30,51,32,0.05267332884852178
1718,1049,2401,30,52,32,0.09474619615132432
1719,1050,2402,30,53,32,0.04205857851055796
1145,1050,2402,30,53,20,0.016389349386413482
1146,1051,2403,30,54,20,0.029540210200884796
1147,1052,2404,30,55,20,0.029511071952851187
1192,1052,2404,30,55,21,2.06299078037036e-09
1106,1053,2405,30,56,20,3.993398832564018e-06
1038,1053,2405,30,56,19,7.272259129236427e-06
1156,1053,2405,30,56,21,0.047569515534543756
1039,1054,2406,30,57,19,0.02552267549473226
1040,1055,2407,30,58,19,0.008522403279952316
720,1055,2407,30,58,14,0.008710538544221647
721,1056,2408,30,59,14,0.013073246656744064
745,1057,2409,30,60,14,0.01309569896413834
746,1058,2410,30,61,14,0.01308324393919045
1513,1059,2411,30,62,28,3.4938422057327686e-06
747,1059,2411,30,62,14,0.013068975017492521
1515,1060,2412,30,63,28,0.012496523201556647
1517,1061,2413,30,64,28,0.012483391939422472
1518,1062,2414,30,65,28,0.012475676647546998
1413,1063,2415,30,66,28,0.01249640913984052
1415,1064,2416,30,67,28,0.01248381489916014
1417,1065,2417,30,68,28,0.012474982002302158
1419,1066,2418,30,69,28,0.012496403136565517
1464,1067,2419,30,70,28,0.011102720291481587
567,1067,2419,30,70,11,0.0025337734568965475
568,1068,2420,30,71,11,0.022885061858615097
1465,1068,2420,30,71,28,8.832937617744406e-07
1207,1069,2421,30,72,22,0.010960917364591552
569,1069,2421,30,72,11,0.017822095200093258
1208,1070,2422,30,73,22,0.032805162223017804
570,1070,2422,30,73,11,3.689957042549998e-06
821,1070,2422,30,73,15,0.004863834641008209
822,1071,2423,30,74,15,0.011347335846574123
364,1071,2423,30,74,8,0.0024397907834640504
1859,1071,2423,30,74,37,6.599152291648079e-06
1860,1072,2424,30,75,37,0.037240227588666734
365,1072,2424,30,75,8,0.0036718919621843422
1861,1073,2425,30,76,37,0.055904491991111964
2231,1074,2440,31,10,47,0.0071127422007042085
1694,1074,2440,31,10,31,0.008251829469626522
2007,1074,2440,31,10,40,0.010306721110066051
1695,1075,2441,31,11,31,0.005522081923321602
2008,1075,2441,31,11,40,0.02403785010578534
2232,1075,2441,31,11,47,3.270160425615354e-11
1988,1076,2442,31,12,40,0.030950705670318743
1681,1076,2442,31,12,31,8.886446623674258e-06
2311,1077,2443,31,13,49,0.008809472328939883
1990,1077,2443,31,13,40,0.027510394117612347
1992,1078,2444,31,14,40,0.0034333981183633884
2313,1078,2444,31,14,49,0.0707548449902882
2315,1079,2445,31,15,49,0.07973059324134295
1995,1080,2446,31,16,40,0.013711787340951064
2316,1080,2446,31,16,49,0.04433941050353655
1997,1081,2447,31,17,40,0.0309004826313779
2317,1081,2447,31,17,49,4.740602023673772e-07
1683,1081,2447,31,17,31,6.130711195393069e-06
1999,1082,2448,31,18,40,0.030864550016908004
2319,1082,2448,31,18,49,6.42291343376209e-05
1685,1082,2448,31,18,31,3.0370223641829237e-05
2000,1083,2449,31,19,40,0.03090761391437449
2321,1083,2449,31,19,49,5.4294337345976816e-08
1688,1084,2450,31,20,31,0.0055369314214362905
2001,1084,2450,31,20,40,0.024019764302159543
2003,1085,2451,31,21,40,0.010292237328246242
1690,1085,2451,31,21,31,0.016587549122589557
1959,1086,2452,31,22,40,0.0068949005874449285
2025,1086,2452,31,22,41,0.019048090660415275
1676,1086,2452,31,22,31,0.013778966081902691
1677,1087,2453,31,23,31,8.960106755957574e-07
2027,1087,2453,31,23,41,0.08565592668264779
2028,1088,2454,31,24,41,0.08584833042779876
1809,1088,2454,31,24,35,1.0704417348960757e-05
2029,1089,2455,31,25,41,0.08566380924481075
2030,1090,2456,31,26,41,0.08562258667435832
1810,1090,2456,31,26,35,2.2279403003790412e-05
2031,1091,2457,31,27,41,0.03804813909668138
2097,1091,2457,31,27,42,0.014474220985675953
1812,1091,2457,31,27,35,7.9230490514705e-05
2098,1092,2458,31,28,42,0.025995837225036924
2099,1093,2459,31,29,42,0.02598096904060129
1767,1093,2459,31,29,33,1.934924728384526e-05
2344,1094,2460,31,30,50,8.961825065686971e-05
2100,1094,2460,31,30,42,0.0173353376030577
1768,1094,2460,31,30,33,0.011313727273822103
1756,1095,2461,31,31,33,0.011234104673654923
2060,1095,2461,31,31,42,0.01735777860314865
2062,1096,2462,31,32,42,0.017309550203860363
1757,1096,2462,31,32,33,0.011298302402398456
1758,1097,2463,31,33,33,0.011316174870750277
2063,1097,2463,31,33,42,0.017358328290051163
1759,1098,2464,31,34,33,0.011237280426549215
2064,1098,2464,31,34,42,0.017355900043084786
1845,1099,2465,31,35,36,0.006336395642800715
2065,1099,2465,31,35,42,0.017299669773268873
1760,1099,2465,31,35,33,0.007523647378978634
1846,1100,2466,31,36,36,0.05670430389384894
1847,1101,2467,31,37,36,0.05656832431565108
1848,1102,2468,31,38,36,0.056569529036559006
1849,1103,2469,31,39,36,0.05667791386468724
2363,1103,2469,31,39,51,3.154903986699219e-05
1851,1104,2470,31,40,36,0.05654999362845192
2364,1104,2470,31,40,51,2.1895395218876295e-05
1926,1105,2471,31,41,39,1.4512790114026674e-05
1830,1105,2471,31,41,36,0.05655832244556785
1927,1106,2472,31,42,39,0.048726454593596806
2169,1106,2472,31,42,45,3.034106244361973e-05
1831,1106,2472,31,42,36,0.018881824451141643
2116,1107,2473,31,43,43,1.2181294555560069e-06
1928,1107,2473,31,43,39,0.032460188645687664
2170,1107,2473,31,43,45,0.03760517942379673
2171,1108,2474,31,44,45,0.007490316400078353
2118,1108,2474,31,44,43,0.05199990067644777
1929,1108,2474,31,44,39,1.8380097800491014e-06
1902,1108,2474,31,44,38,0.0242436309356494
2119,1109,2475,31,45,43,0.09367301214545308
1904,1109,2475,31,45,38,5.8480243800946326e-05
2120,1110,2476,31,46,43,0.08329002959850228
1905,1110,2476,31,46,38,0.00805166774397694
2121,1111,2477,31,47,43,0.031150838318131424
1906,1111,2477,31,47,38,0.04842161210028872
1908,1112,2478,31,48,38,0.0725746542114552
1637,1113,2479,31,49,30,0.0130491839352883
1910,1113,2479,31,49,38,0.02423525821512563
2602,1114,2480,31,50,57,0.025399241197880378
1632,1114,2480,31,50,30,0.013065715934089365
1713,1115,2481,31,51,32,0.031480068284451324
2603,1115,2481,31,51,57,0.05092494118164701
2604,1116,2482,31,52,57,2.0904499316052153e-05
1714,1116,2482,31,52,32,0.09465519172810566
1715,1117,2483,31,53,32,0.08413882307199996
1142,1117,2483,31,53,20,0.003302270599594411
1143,1118,2484,31,54,20,0.02951658065569434
1716,1118,2484,31,54,32,8.116912438011215e-05
1189,1119,2485,31,55,21,0.010575730577846214
1144,1119,2485,31,55,20,0.02293609112842393
1084,1120,2486,31,56,19,8.380675087320682e-06
1190,1120,2486,31,56,21,0.047607156025112674
1085,1121,2487,31,57,19,0.025523394571466632
1191,1121,2487,31,57,21,2.363107476358296e-06
752,1122,2488,31,58,14,0.00871277160839881
1086,1122,2488,31,58,19,0.008497386063062353
753,1123,2489,31,59,14,0.01308324212443876
742,1124,2490,31,60,14,0.013095700819217845
743,1125,2491,31,61,14,0.013073246656744064
744,1126,2492,31,62,14,0.008725794045776333
1506,1126,2492,31,62,28,0.004157335231730201
1508,1127,2493,31,63,28,0.012496409139824392
1510,1128,2494,31,64,28,0.01247551956252542
1511,1129,2495,31,65,28,0.012483235854934004
1512,1130,2496,31,66,28,0.012496953896264066
1514,1131,2497,31,67,28,0.012474283893624453
1516,1132,2498,31,68,28,0.01248451454709849
1461,1133,2499,31,69,28,0.012496403136565517
1462,1134,2500,31,70,28,0.011089579680073213
2185,1134,2500,31,70,46,0.010089855163950048
1463,1135,2501,31,71,28,0.0013868527352675344
2186,1135,2501,31,71,46,0.06051302974630231
564,1135,2501,31,71,11,0.005115140274027869
2187,1136,2502,31,72,46,0.04053560036978977
565,1136,2502,31,72,11,0.012714960920858978
1206,1137,2503,31,73,22,0.021819671737900784
2275,1137,2503,31,73,48,0.03227137532823647
2127,1137,2503,31,73,44,0.01816775737321836
2188,1137,2503,31,73,46,4.384477013944827e-06
819,1137,2503,31,73,15,0.001622405363979477
566,1137,2503,31,73,11,4.7613790826831905e-06
2128,1138,2504,31,74,44,0.06353587736517845
1856,1138,2504,31,74,37,2.249002258890635e-05
820,1138,2504,31,74,15,0.0032606350513411995
1857,1139,2505,31,75,37,0.05595664738235238
2129,1139,2505,31,75,44,4.479726127953005e-06
1858,1140,2506,31,76,37,0.05586162422886474
2228,1141,2520,32,9,47,0.021280171602619
2229,1142,2521,32,10,47,0.021263574326352216
2005,1142,2521,32,10,40,1.6430861896016434e-07
2230,1143,2522,32,11,47,0.004716352746099074
2006,1143,2522,32,11,40,0.02407478614776666
1980,1144,2523,32,12,40,0.030960727927899143
1982,1145,2524,32,13,40,0.030907623938117215
2306,1146,2525,32,14,49,0.04434538888324982
1984,1146,2525,32,14,40,0.013710528122221321
2308,1147,2526,32,15,49,0.07973234529353858
2309,1148,2527,32,16,49,0.07959387338218304
1987,1148,2527,32,16,40,2.414603109893435e-10
2310,1149,2528,32,17,49,0.061864477448512485
1989,1149,2528,32,17,40,0.006906515888707647
1991,1150,2529,32,18,40,4.015587908768925e-05
2312,1150,2529,32,18,49,0.07962991994615401
2314,1151,2530,32,19,49,0.017719355721068725
1993,1151,2530,32,19,40,0.024028635159793952
1994,1152,2531,32,20,40,0.03091625045717006
1957,1153,2532,32,21,40,0.030973307175726175
2020,1154,2533,32,22,41,0.02855724120101621
1958,1154,2533,32,22,40,0.020604620436316442
2021,1155,2534,32,23,41,0.08567212711203051
2088,1155,2534,32,23,42,4.412553788862011e-06
2090,1156,2535,32,24,42,0.002922851253030641
2022,1156,2535,32,24,41,0.07605334070967984
2023,1157,2536,32,25,41,0.028544366024997887
2091,1157,2536,32,25,42,0.017332595021786877
2024,1158,2537,32,26,41,0.019158136434057435
2092,1158,2537,32,26,42,0.020189406739297443
2026,1159,2538,32,27,41,1.5124389269833206e-05
2093,1159,2538,32,27,42,0.025999063528738316
2341,1160,2539,32,28,50,1.3650050389127364e-05
2094,1160,2539,32,28,42,0.025989383409704147
2342,1161,2540,32,29,50,0.08334715518600766
2095,1161,2540,32,29,42,0.0029258955399509663
2096,1162,2541,32,30,42,0.002879083027495105
2343,1162,2541,32,30,50,0.08334374927626041
2330,1163,2542,32,31,50,8.833229885236503e-06
2053,1163,2542,32,31,42,0.025992496159092306
2055,1164,2543,32,32,42,0.026039031151716643
2057,1165,2544,32,33,42,0.026014821630455154
2058,1166,2545,32,34,42,0.025994384084410523
2059,1167,2546,32,35,42,0.02603824424374726
1840,1167,2546,32,35,36,2.9565688937471147e-06
2061,1168,2547,32,36,42,0.008707972929282028
1841,1168,2547,32,36,36,0.03765997458343323
1842,1169,2548,32,37,36,0.056567083648272225
2361,1170,2549,32,38,51,0.01507835884852504
1843,1170,2549,32,38,36,0.044052784421235995
1844,1171,2550,32,39,36,0.01255339254607235
2362,1171,2550,32,39,51,0.052668820570844946
1828,1172,2551,32,40,36,8.780001210192888e-06
2353,1172,2551,32,40,51,0.06761494732104291
1829,1173,2552,32,41,36,9.466553096044544e-05
2354,1173,2552,32,41,51,0.02999615397284498
1924,1173,2552,32,41,39,0.04069347005845247
2166,1174,2553,32,42,45,0.02252677814944768
1925,1174,2553,32,42,39,0.04882037410464312
2167,1175,2554,32,43,45,0.06762568701642724
2112,1176,2555,32,44,43,0.06264177840439737
2168,1176,2555,32,44,45,0.02252687962645858
2113,1177,2556,32,45,43,0.09376054473169185
2114,1178,2557,32,46,43,0.09369211280163994
2115,1179,2558,32,47,43,0.09377224330788757
1900,1179,2558,32,47,38,6.096491861519692e-05
2117,1180,2559,32,48,43,7.837432982698688e-05
1901,1180,2559,32,48,38,0.07252916456769239
1903,1181,2560,32,49,38,0.07251112481458397
1635,1181,2560,32,49,30,5.366011584528874e-06
2447,1182,2561,32,50,53,1.5962203988343053e-05
2596,1182,2561,32,50,57,0.04241354357777786
1894,1182,2561,32,50,38,0.024121724991663145
1631,1182,2561,32,50,30,0.00219676210820389
2598,1183,2562,32,51,57,0.0762164732752126
2448,1183,2562,32,51,53,1.8937927351728782e-05
1709,1184,2563,32,52,32,0.031628224851921904
2600,1184,2563,32,52,57,0.050759817806275295
1710,1185,2564,32,53,32,0.09473818767313463
1140,1186,2565,32,54,20,0.009804037733399908
1711,1186,2565,32,54,32,0.0631964918461087
1712,1187,2566,32,55,32,8.970510992892778e-07
1141,1187,2566,32,55,20,0.026195640792015668
1186,1187,2566,32,55,21,0.0053177915290168985
1187,1188,2567,32,56,21,0.04761771653679953
1188,1189,2568,32,57,21,0.010637754756946704
1081,1189,2568,32,57,19,0.019784203220857104
750,1190,2569,32,58,14,0.0014600447609514709
1082,1190,2569,32,58,19,0.022635587392619755
1083,1191,2570,32,59,19,0.0028300134354632763
751,1191,2570,32,59,14,0.0116284747428608
739,1192,2571,32,60,14,0.013073805390611003
1076,1192,2571,32,60,19,1.4558259148030077e-08
1497,1193,2572,32,61,28,0.004153445906528519
740,1193,2572,32,61,14,0.008720612344792605
1499,1194,2573,32,62,28,0.01247695384441455
741,1194,2573,32,62,14,5.795716081338008e-06
1501,1195,2574,32,63,28,0.012474979270049211
1503,1196,2575,32,64,28,0.012474982002292839
1504,1197,2576,32,65,28,0.012483182441399851
1505,1198,2577,32,66,28,0.012474553039305256
1507,1199,2578,32,67,28,0.012475093331765337
1509,1200,2579,32,68,28,0.01248190702021549
1522,1201,2580,32,69,28,0.012475093331806911
2409,1202,2581,32,70,52,0.01186923550251533
2205,1202,2581,32,70,46,0.03035555052099166
1523,1202,2581,32,70,28,0.004157965802190809
2206,1203,2582,32,71,46,0.09091067684674173
2291,1204,2583,32,72,48,1.3504844605461313e-06
2207,1204,2583,32,72,46,0.09085003116215731
2274,1205,2584,32,73,48,0.09667432756257384
