spu,dprz(m),d2(m),Tact_diff(%),Tact_SWAP(mm/yr),Tact_MetaSWAP(mm/yr),0.05,0.10,0.15,0.20,0.25,0.30,0.35,0.40,0.45,0.50,0.55,0.60,0.65,0.70,0.75,0.80,0.85,0.90,0.95,1.00,1.05,1.10,1.15,1.20,1.25
   5, 0.300, 0.100, 0.536,   485.5,   488.1,   476.7,   488.1,   497.7,   505.6,   511.2,   516.0,   520.1,   523.5,   526.3,   528.7,   530.7,   532.4,   533.8,   534.9,   535.9,   536.6,   537.3,   537.8,   538.3,   538.7,   539.0,   539.3,   539.5,   539.7,   539.9,
   5, 1.000, 0.100, 0.447,   537.0,   539.4,   538.6,   539.4,   540.0,   540.5,   540.8,   541.1,   541.4,   541.5,   541.7,   541.8,   541.9,   541.9,   542.0,   542.0,   542.1,   542.1,   542.2,   542.2,   542.2,   542.2,   542.2,   542.2,   542.2,   542.3,   542.3,
